SCHOOL CODE,COUNTY,PUB/ PRIV,DISTRICT CODE,SCHOOL,ENROLLMENT,PME,PBE,MMR1,MMR2 
6014690,LOS ANGELES,PUBLIC,64667,JOSHUA ELEM.,130,0,1,126,126
6108401,LOS ANGELES,PUBLIC,64667,LINCOLN ELEM.,121,0,1,120,119
6014708,LOS ANGELES,PUBLIC,64667,LINDA VERDE ELEM.,102,0,0,102,102
6014716,LOS ANGELES,PUBLIC,64667,MARIPOSA ELEM.,126,0,0,126,126
6014724,LOS ANGELES,PUBLIC,64667,MONTE VISTA ELEM.,123,2,0,121,118
6014757,LOS ANGELES,PUBLIC,64667,SIERRA ELEM.,156,0,3,153,151
6014765,LOS ANGELES,PUBLIC,64667,SUNNYDALE ELEM.,93,0,1,92,92
6109276,LOS ANGELES,PUBLIC,64667,WEST WIND ELEM.,117,0,1,116,116
6110563,LOS ANGELES,PUBLIC,64683,BAY LAUREL ELEM.,91,0,4,87,87
6014799,LOS ANGELES,PUBLIC,64683,CHAPARRAL ELEM.,85,0,2,83,83
116129,LOS ANGELES,PUBLIC,64683,LAS VIRGENES COMMUNIT,25,0,8,17,13
6085658,LOS ANGELES,PUBLIC,64683,LUPIN HILL ELEM.,111,0,1,110,110
6014807,LOS ANGELES,PUBLIC,64683,ROUND MEADOW ELEM.,71,0,5,66,65
6093025,LOS ANGELES,PUBLIC,64683,SUMAC ELEM.,71,0,4,67,64
6014815,LOS ANGELES,PUBLIC,64683,WHITE OAK ELEM.,78,0,2,76,76
6099030,LOS ANGELES,PUBLIC,64683,WILLOW ELEM.,78,2,1,69,75
6014823,LOS ANGELES,PUBLIC,64683,YERBA BUENA ELEM.,72,0,21,51,51
6014831,LOS ANGELES,PUBLIC,64691,ANDERSON (WILLIAM) EL,129,1,0,128,128
6014930,LOS ANGELES,PUBLIC,64691,GREEN (WILLIAM) ELEM.,116,0,0,115,115
6014898,LOS ANGELES,PUBLIC,64691,LUCILLE J. SMITH ELEM,87,0,0,87,85
6014856,LOS ANGELES,PUBLIC,64691,MITCHELL (BILLY) ELEM,92,0,1,91,89
6014914,LOS ANGELES,PUBLIC,64691,ROOSEVELT (F.D.) ELEM,129,0,0,129,128
6014906,LOS ANGELES,PUBLIC,64691,TWAIN (MARK) ELEM.,101,0,1,100,100
6014948,LOS ANGELES,PUBLIC,64709,BUFORD ELEM.,129,0,0,129,129
100610,LOS ANGELES,PUBLIC,64709,DOLORES HUERTA ELEM.,88,0,0,88,87
6014955,LOS ANGELES,PUBLIC,64709,FELTON ELEM.,114,0,0,114,112
6014963,LOS ANGELES,PUBLIC,64709,JEFFERSON ELEM.,127,0,0,127,127
6014971,LOS ANGELES,PUBLIC,64709,MOFFETT ELEM.,180,0,0,180,179
6014997,LOS ANGELES,PUBLIC,64717,CRESSON ELEM.,61,0,0,61,61
6015036,LOS ANGELES,PUBLIC,64717,JERSEY AVE. ELEM.,76,0,5,71,71
6015051,LOS ANGELES,PUBLIC,64717,LAKELAND ELEM.,59,0,0,59,58
6015077,LOS ANGELES,PUBLIC,64717,LAKEVIEW ELEM.,79,0,0,79,79
6015085,LOS ANGELES,PUBLIC,64717,PADDISON ELEM.,75,0,0,75,74
6015093,LOS ANGELES,PUBLIC,64717,STUDEBAKER ELEM.,73,0,0,73,66
6015119,LOS ANGELES,PUBLIC,64725,ADDAMS ELEMENTARY,157,0,0,154,153
1930411,LOS ANGELES,PUBLIC,64725,AVALON K-12,47,0,3,44,44
6015135,LOS ANGELES,PUBLIC,64725,BARTON ELEM.,137,0,0,124,116
6015143,LOS ANGELES,PUBLIC,64725,BIRNEY ELEM.,109,0,1,108,106
6015150,LOS ANGELES,PUBLIC,64725,BIXBY ELEM.,70,1,1,68,65
6093769,LOS ANGELES,PUBLIC,64725,BUFFUM REG. & SPEC. E,49,0,1,48,40
6015184,LOS ANGELES,PUBLIC,64725,BURBANK ELEM.,119,0,0,119,112
6015192,LOS ANGELES,PUBLIC,64725,BURCHAM ELEM.,47,0,3,44,42
6015200,LOS ANGELES,PUBLIC,64725,BURNETT ELEM.,120,0,0,115,116
6015218,LOS ANGELES,PUBLIC,64725,BURROUGHS ELEM.,40,0,0,40,38
6015242,LOS ANGELES,PUBLIC,64725,CARVER ELEM.,60,0,2,58,57
107458,LOS ANGELES,PUBLIC,64725,CESAR CHAVEZ ELEMENTA,103,0,1,91,91
6015259,LOS ANGELES,PUBLIC,64725,CLEVELAND ELEM.,119,1,2,115,115
6015267,LOS ANGELES,PUBLIC,64725,CUBBERLEY ELEM.,80,0,0,80,80
114603,LOS ANGELES,PUBLIC,64725,DOOLEY ELEM,182,0,1,179,180
6015275,LOS ANGELES,PUBLIC,64725,EDISON ELEM.,140,0,2,138,132
6015309,LOS ANGELES,PUBLIC,64725,FREMONT ELEM.,70,0,1,69,69
6015317,LOS ANGELES,PUBLIC,64725,GANT ELEM.,99,0,0,99,99
6015325,LOS ANGELES,PUBLIC,64725,GARFIELD (JAMES) ELEM,142,0,0,142,138
6015333,LOS ANGELES,PUBLIC,64725,GOMPERS ELEM.,84,0,0,82,78
6015341,LOS ANGELES,PUBLIC,64725,GRANT ELEM.,194,0,0,194,187
6015358,LOS ANGELES,PUBLIC,64725,HARTE ELEM.,175,0,0,175,174
6015366,LOS ANGELES,PUBLIC,64725,HENRY ELEM.,80,0,1,77,79
6015374,LOS ANGELES,PUBLIC,64725,HOLMES ELEM.,88,0,0,88,85
6108013,LOS ANGELES,PUBLIC,64725,INTERNATIONAL ELEM.,118,1,1,114,114
6015390,LOS ANGELES,PUBLIC,64725,KELLER ELEM.,82,0,0,82,79
6015408,LOS ANGELES,PUBLIC,64725,KETTERING ELEM.,65,1,3,61,60
6015416,LOS ANGELES,PUBLIC,64725,KING ELEM.,140,2,1,137,137
6015424,LOS ANGELES,PUBLIC,64725,LAFAYETTE ELEM.,155,0,1,151,145
6015432,LOS ANGELES,PUBLIC,64725,LEE ELEM.,160,0,0,160,157
6015440,LOS ANGELES,PUBLIC,64725,LINCOLN (ABRAHAM) ELE,200,0,0,200,200
6015457,LOS ANGELES,PUBLIC,64725,LONGFELLOW ELEM.,120,0,1,118,117
6015465,LOS ANGELES,PUBLIC,64725,LOS CERRITOS ELEM.,75,0,0,74,70
6015473,LOS ANGELES,PUBLIC,64725,LOWELL ELEM.,100,1,3,96,96
6015481,LOS ANGELES,PUBLIC,64725,MACARTHUR ELEM.,118,0,2,116,112
6015499,LOS ANGELES,PUBLIC,64725,MADISON ELEM.,79,0,0,79,79
6015507,LOS ANGELES,PUBLIC,64725,MANN ELEM.,61,0,0,61,61
6015515,LOS ANGELES,PUBLIC,64725,MCKINLEY ELEM.,116,0,0,116,107
6015523,LOS ANGELES,PUBLIC,64725,MONROE ELEM.,56,0,1,55,53
6015549,LOS ANGELES,PUBLIC,64725,NAPLES ELEM.,37,0,0,37,33
6015556,LOS ANGELES,PUBLIC,64725,NEWCOMB ELEM.,84,0,2,82,81
6015580,LOS ANGELES,PUBLIC,64725,PRISK ELEM.,68,0,3,65,65
6015598,LOS ANGELES,PUBLIC,64725,RILEY ELEM.,95,1,2,92,87
6112056,LOS ANGELES,PUBLIC,64725,ROBINSON (JACKIE) ACA,120,0,0,120,120
6015606,LOS ANGELES,PUBLIC,64725,ROOSEVELT ELEM.,184,0,0,184,180
6015614,LOS ANGELES,PUBLIC,64725,SIGNAL HILL ELEM.,119,0,1,118,116
6015622,LOS ANGELES,PUBLIC,64725,STEVENSON ELEM.,120,0,1,119,116
6015648,LOS ANGELES,PUBLIC,64725,TINCHER ELEM.,100,0,1,99,99
6015663,LOS ANGELES,PUBLIC,64725,TWAIN ELEM.,104,0,2,102,100
6015671,LOS ANGELES,PUBLIC,64725,WEBSTER ELEM.,122,0,0,122,120
6015689,LOS ANGELES,PUBLIC,64725,WHITTIER ELEM.,134,0,0,134,133
6015697,LOS ANGELES,PUBLIC,64725,WILLARD ELEM.,119,0,0,116,119
111948,LOS ANGELES,PUBLIC,64733,4TH STREET PRIMARY CE,180,0,0,180,174
6112536,LOS ANGELES,PUBLIC,64733,ACCELERATED,60,0,0,60,60
100743,LOS ANGELES,PUBLIC,64733,ACCELERATED SCHOOL,20,0,0,20,20
6015705,LOS ANGELES,PUBLIC,64733,ALBION ELEM.,67,0,0,67,60
6015713,LOS ANGELES,PUBLIC,64733,ALDAMA ELEM.,123,0,1,122,120
102491,LOS ANGELES,PUBLIC,64733,ALEXANDER SCIENCE CEN,78,0,0,76,65
6015721,LOS ANGELES,PUBLIC,64733,ALEXANDRIA AVE. ELEM.,145,0,0,145,138
6060545,LOS ANGELES,PUBLIC,64733,ALFONSO B. PEREZ SPEC,36,0,0,36,33
6015739,LOS ANGELES,PUBLIC,64733,ALLESANDRO ELEM.,73,0,0,70,66
6015747,LOS ANGELES,PUBLIC,64733,ALTA LOMA ELEM.,111,0,1,107,100
109280,LOS ANGELES,PUBLIC,64733,AMANECER PRIMARY CENT,83,0,0,83,76
6015754,LOS ANGELES,PUBLIC,64733,AMBLER AVE. ELEM.,60,0,0,54,38
6015762,LOS ANGELES,PUBLIC,64733,AMESTOY ELEM.,131,0,0,126,95
6015770,LOS ANGELES,PUBLIC,64733,ANATOLA AVE. ELEM.,60,0,0,55,44
6015796,LOS ANGELES,PUBLIC,64733,ANDASOL AVE. ELEM.,72,0,0,69,70
6015804,LOS ANGELES,PUBLIC,64733,ANGELES MESA ELEM.,84,0,0,38,27
6015812,LOS ANGELES,PUBLIC,64733,ANN STREET ELEM.,19,0,0,19,19
6015820,LOS ANGELES,PUBLIC,64733,ANNALEE AVE. ELEM.,56,0,2,35,20
6015838,LOS ANGELES,PUBLIC,64733,ANNANDALE ELEM.,54,0,0,53,52
109660,LOS ANGELES,PUBLIC,64733,ANTONIO MARIA LUGO AC,20,0,0,20,20
6015846,LOS ANGELES,PUBLIC,64733,APPERSON STREET ELEM.,81,0,4,77,72
6015853,LOS ANGELES,PUBLIC,64733,ARAGON AVE. ELEM.,74,0,0,74,62
6106645,LOS ANGELES,PUBLIC,64733,ARCO IRIS PRIMARY CEN,173,0,0,173,167
6015861,LOS ANGELES,PUBLIC,64733,ARLINGTON HEIGHTS ELE,104,0,1,103,90
6015879,LOS ANGELES,PUBLIC,64733,ARMINTA STREET ELEM.,142,1,0,140,141
1932896,LOS ANGELES,PUBLIC,64733,ARROYO SECO ALT. ED.,20,0,0,20,20
6015895,LOS ANGELES,PUBLIC,64733,ATWATER AVE. ELEM.,56,0,0,56,56
109348,LOS ANGELES,PUBLIC,64733,AURORA ELEMENTARY,96,0,0,94,96
6015903,LOS ANGELES,PUBLIC,64733,AVALON GARDENS ELEM.,36,0,0,36,36
109231,LOS ANGELES,PUBLIC,64733,BAKEWELL PRIMARY CENT,203,0,0,199,199
6015929,LOS ANGELES,PUBLIC,64733,BALDWIN HILLS ELEM.,60,0,2,52,47
6015945,LOS ANGELES,PUBLIC,64733,BANDINI STREET ELEM.,55,0,1,51,54
6015952,LOS ANGELES,PUBLIC,64733,BARTON HILL ELEM.,125,0,0,124,114
6015960,LOS ANGELES,PUBLIC,64733,BASSETT STREET ELEM.,162,0,0,160,149
6015978,LOS ANGELES,PUBLIC,64733,BEACHY AVE. ELEM.,91,0,1,87,79
6015986,LOS ANGELES,PUBLIC,64733,BECKFORD AVE. ELEM.,78,0,1,77,76
6015994,LOS ANGELES,PUBLIC,64733,BEETHOVEN STREET ELEM,64,0,5,58,58
6106637,LOS ANGELES,PUBLIC,64733,BELLEVUE PRIMARY,67,0,0,65,60
106914,LOS ANGELES,PUBLIC,64733,BELLINGHAM PRIMARY CE,187,0,0,180,181
6016018,LOS ANGELES,PUBLIC,64733,BELVEDERE ELEM.,180,0,0,179,175
6016026,LOS ANGELES,PUBLIC,64733,BERTRAND AVE. ELEM.,67,0,0,67,58
6019491,LOS ANGELES,PUBLIC,64733,BIRDIELEE V. BRIGHT E,114,0,1,102,107
6016034,LOS ANGELES,PUBLIC,64733,BLYTHE STREET ELEM.,68,0,1,62,64
6016042,LOS ANGELES,PUBLIC,64733,BONITA STREET ELEM.,83,0,0,79,53
6016059,LOS ANGELES,PUBLIC,64733,BRADDOCK DRIVE ELEM.,64,0,1,59,50
6016810,LOS ANGELES,PUBLIC,64733,BRADLEY MAGNET,54,0,0,37,30
6016067,LOS ANGELES,PUBLIC,64733,BRAINARD AVE. ELEM.,35,1,0,34,32
6016075,LOS ANGELES,PUBLIC,64733,BREED STREET ELEM.,87,0,0,81,76
6016083,LOS ANGELES,PUBLIC,64733,BRENTWOOD SCIENCE MAG,19,0,0,18,17
6016091,LOS ANGELES,PUBLIC,64733,BRIDGE STREET ELEM.,64,0,0,64,58
6016109,LOS ANGELES,PUBLIC,64733,BROAD AVE. ELEM.,176,0,0,172,172
6016117,LOS ANGELES,PUBLIC,64733,BROADACRES AVE. ELEM.,42,0,0,34,21
6017081,LOS ANGELES,PUBLIC,64733,BROADOUS ELEM.,140,0,0,139,131
6016125,LOS ANGELES,PUBLIC,64733,BROADWAY ELEM.,36,0,0,33,31
6016133,LOS ANGELES,PUBLIC,64733,BROCKTON AVE. ELEM.,49,0,1,45,44
6016141,LOS ANGELES,PUBLIC,64733,BROOKLYN AVE. ELEM.,57,0,0,57,54
6016158,LOS ANGELES,PUBLIC,64733,BRYSON AVE. ELEM.,190,0,1,189,189
6016166,LOS ANGELES,PUBLIC,64733,BUCHANAN STREET ELEM.,78,0,1,77,77
6016182,LOS ANGELES,PUBLIC,64733,BURBANK BLVD. ELEM.,78,0,1,76,69
6016208,LOS ANGELES,PUBLIC,64733,BURTON STREET ELEM.,98,0,0,93,69
6016216,LOS ANGELES,PUBLIC,64733,BUSHNELL WAY ELEM.,79,0,1,78,78
6016224,LOS ANGELES,PUBLIC,64733,CABRILLO AVE. ELEM.,80,0,1,78,73
6016232,LOS ANGELES,PUBLIC,64733,CAHUENGA ELEM.,197,0,0,184,188
6016240,LOS ANGELES,PUBLIC,64733,CALABASH STREET ELEM.,74,1,3,66,62
6016257,LOS ANGELES,PUBLIC,64733,CALAHAN STREET ELEM.,73,1,0,72,72
6016265,LOS ANGELES,PUBLIC,64733,CALVERT STREET ELEM.,75,0,0,70,70
6016273,LOS ANGELES,PUBLIC,64733,CAMELLIA AVE. ELEM.,154,0,1,151,151
6016281,LOS ANGELES,PUBLIC,64733,CANFIELD AVE. ELEM.,70,0,6,61,54
6016299,LOS ANGELES,PUBLIC,64733,CANOGA PARK ELEM.,153,0,0,149,148
6016307,LOS ANGELES,PUBLIC,64733,CANTARA STREET ELEM.,100,0,0,100,86
6016315,LOS ANGELES,PUBLIC,64733,CANTERBURY AVE. ELEM.,149,0,0,149,148
6016323,LOS ANGELES,PUBLIC,64733,CANYON ELEM. CHARTER,57,0,12,45,43
6016331,LOS ANGELES,PUBLIC,64733,CAPISTRANO AVE. ELEM.,74,0,1,73,67
6016349,LOS ANGELES,PUBLIC,64733,CAROLDALE AVE. ELEM.,95,1,1,90,83
6016356,LOS ANGELES,PUBLIC,64733,CARPENTER AVE. ELEM.,157,1,12,141,134
6016364,LOS ANGELES,PUBLIC,64733,CARSON STREET ELEM.,117,0,0,114,102
6016372,LOS ANGELES,PUBLIC,64733,CARTHAY CTR. ELEM.,56,0,1,48,45
6016380,LOS ANGELES,PUBLIC,64733,CASTELAR STREET ELEM.,140,0,0,140,135
6016398,LOS ANGELES,PUBLIC,64733,CASTLE HEIGHTS ELEM.,106,0,5,99,99
6071435,LOS ANGELES,PUBLIC,64733,CASTLEBAY LANE ELEM.,142,0,2,140,139
6016406,LOS ANGELES,PUBLIC,64733,CATSKILL AVE. ELEM.,131,0,0,131,130
115766,LOS ANGELES,PUBLIC,64733,CELERITY DYAD CHARTER,50,0,0,50,50
108910,LOS ANGELES,PUBLIC,64733,CELERITY NASCENT CHAR,54,0,0,54,52
115782,LOS ANGELES,PUBLIC,64733,CELERITY TROIKA CHART,21,0,0,21,20
6016414,LOS ANGELES,PUBLIC,64733,CENTURY PARK ELEM.,70,0,0,70,69
109439,LOS ANGELES,PUBLIC,64733,CESAR CHAVEZ ELEM,53,0,1,51,51
6016422,LOS ANGELES,PUBLIC,64733,CHANDLER ELEM.,77,1,2,74,67
6016430,LOS ANGELES,PUBLIC,64733,CHAPMAN ELEM.,69,0,0,67,67
6018360,LOS ANGELES,PUBLIC,64733,CHARLES BARRETT ELEM.,170,0,0,159,165
6016448,LOS ANGELES,PUBLIC,64733,CHARNOCK ROAD ELEM.,67,0,0,64,50
6016455,LOS ANGELES,PUBLIC,64733,CHASE STREET ELEM.,140,0,0,120,109
6016463,LOS ANGELES,PUBLIC,64733,CHATSWORTH PARK ELEM.,63,0,1,62,62
6016471,LOS ANGELES,PUBLIC,64733,CHEREMOYA AVE. ELEM.,27,0,0,27,27
6119531,LOS ANGELES,PUBLIC,64733,CHIME CHARTER,80,4,0,76,75
6016489,LOS ANGELES,PUBLIC,64733,CIENEGA ELEM.,55,0,0,19,28
6016497,LOS ANGELES,PUBLIC,64733,CIMARRON AVE. ELEM.,62,0,0,60,58
6016505,LOS ANGELES,PUBLIC,64733,CITY TERRACE ELEM.,72,0,0,55,33
6016513,LOS ANGELES,PUBLIC,64733,CLIFFORD STREET ELEM.,37,0,5,32,31
6016521,LOS ANGELES,PUBLIC,64733,CLOVER AVE. ELEM.,115,0,1,114,112
6016539,LOS ANGELES,PUBLIC,64733,COEUR D'ALENE AVE. EL,93,3,5,83,68
6016547,LOS ANGELES,PUBLIC,64733,COHASSET STREET ELEM.,113,0,1,112,112
6016554,LOS ANGELES,PUBLIC,64733,COLDWATER CANYON AVE.,157,0,0,157,152
6016562,LOS ANGELES,PUBLIC,64733,COLFAX AVE. ELEM.,100,0,5,92,93
6016570,LOS ANGELES,PUBLIC,64733,COLISEUM STREET ELEM.,21,0,0,21,13
6120679,LOS ANGELES,PUBLIC,64733,COLUMBUS AVE. ELEMENT,98,0,0,98,96
6016604,LOS ANGELES,PUBLIC,64733,COMMONWEALTH AVENUE E,43,0,0,43,43
6094726,LOS ANGELES,PUBLIC,64733,COMMUNITY,80,0,0,80,72
6016612,LOS ANGELES,PUBLIC,64733,COMPTON AVE. ELEM.,67,0,0,66,63
6016646,LOS ANGELES,PUBLIC,64733,COWAN AVE. ELEM.,70,0,1,61,54
109959,LOS ANGELES,PUBLIC,64733,CRESCENDO CHARTER,18,0,1,14,14
112219,LOS ANGELES,PUBLIC,64733,CRESCENDO CHARTER ACA,20,0,0,20,17
112342,LOS ANGELES,PUBLIC,64733,CRESCENDO CHARTER CON,40,0,6,31,26
115790,LOS ANGELES,PUBLIC,64733,CRESCENDO CHARTER PRE,43,0,1,39,34
115758,LOS ANGELES,PUBLIC,64733,CRESCENDO CHARTER PRE,54,0,0,54,52
115774,LOS ANGELES,PUBLIC,64733,CRESCENDO CHARTER PRE,40,0,0,38,35
6016653,LOS ANGELES,PUBLIC,64733,CRESCENT HTS. BLVD. E,55,0,0,55,54
6016661,LOS ANGELES,PUBLIC,64733,CRESTWOOD STREET ELEM,78,0,2,76,74
6016687,LOS ANGELES,PUBLIC,64733,DAHLIA HEIGHTS ELEM.,56,0,0,55,56
6016695,LOS ANGELES,PUBLIC,64733,DANUBE AVE. ELEM.,78,0,2,76,74
6016703,LOS ANGELES,PUBLIC,64733,DARBY AVE. ELEM.,40,0,0,40,40
6016711,LOS ANGELES,PUBLIC,64733,DAYTON HEIGHTS ELEM.,57,0,0,57,57
6016729,LOS ANGELES,PUBLIC,64733,DEARBORN STREET ELEM.,68,1,1,65,64
6016737,LOS ANGELES,PUBLIC,64733,DEL AMO ELEM.,78,0,3,75,72
6016745,LOS ANGELES,PUBLIC,64733,DELEVAN DRIVE ELEM.,82,0,3,79,79
6016679,LOS ANGELES,PUBLIC,64733,DENA ELEM.,70,0,0,70,70
109223,LOS ANGELES,PUBLIC,64733,DENA NEW PRIMARY CENT,59,0,0,59,56
6016752,LOS ANGELES,PUBLIC,64733,DENKER AVE. ELEM.,133,0,1,132,132
6016778,LOS ANGELES,PUBLIC,64733,DIXIE CANYON AVE. ELE,117,0,7,110,110
6016786,LOS ANGELES,PUBLIC,64733,DOLORES STREET ELEM.,107,0,0,107,93
6016794,LOS ANGELES,PUBLIC,64733,DOMINGUEZ ELEM.,94,0,0,82,71
6016802,LOS ANGELES,PUBLIC,64733,DORRIS PLACE ELEM.,39,0,0,39,39
6119903,LOS ANGELES,PUBLIC,64733,DOWNTOWN VALUE SCHOOL,39,0,0,39,39
117028,LOS ANGELES,PUBLIC,64733,DR. JAMES EDWARD JONE,70,0,0,70,70
6016828,LOS ANGELES,PUBLIC,64733,DYER STREET ELEM.,160,0,0,154,144
6016836,LOS ANGELES,PUBLIC,64733,EAGLE ROCK ELEM.,99,0,0,99,97
6016844,LOS ANGELES,PUBLIC,64733,EASTMAN AVE. ELEM.,201,0,0,201,199
6016851,LOS ANGELES,PUBLIC,64733,EL DORADO AVE. ELEM.,121,0,1,118,98
6016869,LOS ANGELES,PUBLIC,64733,EL ORO WAY ELEM.,82,0,1,81,79
6016877,LOS ANGELES,PUBLIC,64733,EL SERENO ELEM.,84,0,0,84,83
6016885,LOS ANGELES,PUBLIC,64733,ELIZABETH  LEARNING C,174,0,0,174,173
6118186,LOS ANGELES,PUBLIC,64733,ELLEN OCHOA LEARNING,190,0,0,188,183
6016893,LOS ANGELES,PUBLIC,64733,ELYSIAN HEIGHTS ELEM.,46,0,0,46,42
6016901,LOS ANGELES,PUBLIC,64733,EMELITA STREET ELEM.,75,1,1,71,70
6016935,LOS ANGELES,PUBLIC,64733,ENCINO ELEM.,94,0,1,86,70
6016943,LOS ANGELES,PUBLIC,64733,ERWIN STREET ELEM.,143,0,0,142,140
6016950,LOS ANGELES,PUBLIC,64733,ESHELMAN AVE. ELEM.,109,0,0,44,24
6110969,LOS ANGELES,PUBLIC,64733,ESPERANZA ELEM.,152,0,0,152,152
6016968,LOS ANGELES,PUBLIC,64733,EUCLID AVE. ELEM.,156,0,0,156,154
6016976,LOS ANGELES,PUBLIC,64733,EVERGREEN AVE. ELEM.,137,0,0,126,104
6016984,LOS ANGELES,PUBLIC,64733,FAIR AVE. ELEM.,255,0,1,254,252
6016992,LOS ANGELES,PUBLIC,64733,FAIRBURN AVE. ELEM.,58,0,0,48,41
6017008,LOS ANGELES,PUBLIC,64733,FARMDALE ELEM.,104,0,1,96,75
115048,LOS ANGELES,PUBLIC,64733,FENTON PRIMARY CENTER,216,0,0,214,211
6017024,LOS ANGELES,PUBLIC,64733,FERNANGELES ELEM.,143,0,0,143,141
6017032,LOS ANGELES,PUBLIC,64733,FIFTEENTH STREET ELEM,113,0,0,106,94
6017040,LOS ANGELES,PUBLIC,64733,FIFTY-FOURTH STREET E,52,0,3,48,34
6017057,LOS ANGELES,PUBLIC,64733,FIFTY-NINTH STREET EL,76,0,0,69,55
6017065,LOS ANGELES,PUBLIC,64733,FIFTY-SECOND STREET E,104,0,0,95,80
6017099,LOS ANGELES,PUBLIC,64733,FIRST STREET ELEM.,110,0,1,109,109
6089700,LOS ANGELES,PUBLIC,64733,FISHBURN AVE. ELEM.,105,0,1,104,102
6017115,LOS ANGELES,PUBLIC,64733,FLETCHER DRIVE ELEM.,94,0,0,94,79
6017123,LOS ANGELES,PUBLIC,64733,FLORENCE AVE. ELEM.,127,0,0,127,127
6018527,LOS ANGELES,PUBLIC,64733,FLORENCE GRIFFITH-JOY,146,0,0,146,146
6018485,LOS ANGELES,PUBLIC,64733,FLOURNOY ELEM.,106,0,1,103,103
6017131,LOS ANGELES,PUBLIC,64733,FORD BLVD. ELEM.,174,0,0,174,173
6017149,LOS ANGELES,PUBLIC,64733,FORTY-NINTH STREET EL,153,0,0,153,153
6017156,LOS ANGELES,PUBLIC,64733,FORTY-SECOND STREET E,59,0,0,59,48
6017172,LOS ANGELES,PUBLIC,64733,FRANKLIN AVE. ELEM.,65,0,6,58,58
6017180,LOS ANGELES,PUBLIC,64733,FRIES AVE. ELEM.,147,0,0,143,147
6017198,LOS ANGELES,PUBLIC,64733,FULLBRIGHT AVE. ELEM.,101,0,0,97,94
108886,LOS ANGELES,PUBLIC,64733,GABRIELLA CHARTER,20,1,0,19,19
6017206,LOS ANGELES,PUBLIC,64733,GARDEN GROVE ELEM.,56,0,0,56,56
6017214,LOS ANGELES,PUBLIC,64733,GARDENA ELEM.,97,0,0,92,95
6017222,LOS ANGELES,PUBLIC,64733,GARDNER STREET ELEM.,51,0,0,51,48
6017230,LOS ANGELES,PUBLIC,64733,GARVANZA ELEM.,80,0,0,80,77
6017248,LOS ANGELES,PUBLIC,64733,GATES STREET ELEM.,130,0,0,130,127
6017255,LOS ANGELES,PUBLIC,64733,GAULT STREET ELEM.,70,0,0,70,65
6017263,LOS ANGELES,PUBLIC,64733,GERMAIN STREET ELEM.,107,0,2,105,97
6017271,LOS ANGELES,PUBLIC,64733,GLASSELL PARK ELEM.,103,0,0,103,88
6017289,LOS ANGELES,PUBLIC,64733,GLEDHILL STREET ELEM.,103,0,0,101,79
6017297,LOS ANGELES,PUBLIC,64733,GLEN ALTA ELEM.,25,0,0,25,23
6017305,LOS ANGELES,PUBLIC,64733,GLENFELIZ BLVD. ELEM.,82,0,0,82,78
6017313,LOS ANGELES,PUBLIC,64733,GLENWOOD ELEM.,91,0,0,91,90
114967,LOS ANGELES,PUBLIC,64733,GLOBAL EDUCATION ACAD,40,0,0,40,40
6017321,LOS ANGELES,PUBLIC,64733,GRAHAM ELEM.,128,0,1,80,66
6017339,LOS ANGELES,PUBLIC,64733,GRANADA ELEM.,86,0,0,84,79
6017347,LOS ANGELES,PUBLIC,64733,GRAND VIEW BLVD. ELEM,100,0,1,96,90
6017354,LOS ANGELES,PUBLIC,64733,GRANT ELEM.,107,0,1,95,96
6017362,LOS ANGELES,PUBLIC,64733,GRAPE STREET ELEM.,111,0,0,105,100
6113419,LOS ANGELES,PUBLIC,64733,GRATTS (EVELYN) ELEM.,157,0,0,149,128
6017388,LOS ANGELES,PUBLIC,64733,GRIDLEY STREET ELEM.,150,0,0,143,118
6017396,LOS ANGELES,PUBLIC,64733,GRIFFIN AVE. ELEM.,102,0,0,91,85
6017404,LOS ANGELES,PUBLIC,64733,GULF AVE. ELEM.,173,0,1,168,150
6017412,LOS ANGELES,PUBLIC,64733,HADDON AVE. ELEM.,157,0,0,156,153
6017420,LOS ANGELES,PUBLIC,64733,HALLDALE ELEM.,89,0,0,81,60
6018881,LOS ANGELES,PUBLIC,64733,HAMASAKI ELEM.,66,0,0,66,65
