SCHOOL CODE,COUNTY,PUB/ PRIV,DISTRICT CODE,SCHOOL,ENROLLMENT,PME,PBE,MMR1,MMR2 
6114524,ORANGE,PUBLIC,66464,WAGON WHEEL,106,3,2,99,98
6108740,ORANGE,PUBLIC,66464,WHITE (GEORGE) ELEM.,95,2,12,81,81
6111835,ORANGE,PUBLIC,66464,WOOD CANYON ELEM.,94,0,6,88,85
6027668,ORANGE,PUBLIC,66472,BUENA TERRA ELEM.,52,0,0,52,52
6027676,ORANGE,PUBLIC,66472,CENTRALIA ELEM.,83,0,3,79,77
6027684,ORANGE,PUBLIC,66472,DANBROOK ELEM.,103,0,0,103,103
6027700,ORANGE,PUBLIC,66472,"DYSINGER (GLEN H., SR",59,0,0,59,58
6027759,ORANGE,PUBLIC,66472,KNOTT (WALTER) ELEM.,73,0,0,73,66
6066823,ORANGE,PUBLIC,66472,LOS COYOTES ELEM.,57,0,1,54,50
6027692,ORANGE,PUBLIC,66472,MILLER (GEORGE B.) EL,61,0,0,60,60
6027742,ORANGE,PUBLIC,66472,SAN MARINO ELEM.,65,0,0,65,63
6027734,ORANGE,PUBLIC,66472,TEMPLE (RAYMOND) ELEM,41,1,0,39,40
6027767,ORANGE,PUBLIC,66480,ARNOLD (A. E.) ELEM.,60,0,0,60,57
6027866,ORANGE,PUBLIC,66480,CAWTHON (ROBERT C.) E,60,0,1,58,58
6027825,ORANGE,PUBLIC,66480,DICKERSON (ELIZABETH),39,0,0,39,39
6027791,ORANGE,PUBLIC,66480,KING (CLARA J.) ELEM.,84,0,2,82,82
6027858,ORANGE,PUBLIC,66480,LANDELL ELEM.,60,0,0,60,60
6027874,ORANGE,PUBLIC,66480,LUTHER (STEVE) ELEM.,54,0,0,54,53
6027841,ORANGE,PUBLIC,66480,MORRIS (JULIET) ELEM.,59,0,1,58,58
6027783,ORANGE,PUBLIC,66480,SWAIN (CHRISTINE P.),52,1,0,49,48
6027833,ORANGE,PUBLIC,66480,VESSELS (FRANK) ELEM.,40,0,0,40,40
6094635,ORANGE,PUBLIC,66498,COURREGES (ROCH) ELEM,96,0,3,93,93
6066922,ORANGE,PUBLIC,66498,COX (JAMES H.) ELEM.,110,1,3,106,104
6027973,ORANGE,PUBLIC,66498,GISLER (ROBERT) ELEM.,83,0,1,82,78
6068597,ORANGE,PUBLIC,66498,MOIOLA (FRED) ELEM.,54,0,1,53,52
6027999,ORANGE,PUBLIC,66498,NEWLAND (WILLIAM T.),60,0,10,50,43
6068605,ORANGE,PUBLIC,66498,OKA (ISOJIRO) ELEM.,47,0,1,46,45
6085278,ORANGE,PUBLIC,66498,PLAVAN (URBAIN H.) EL,65,0,0,65,65
6027924,ORANGE,PUBLIC,66498,TAMURA (HISAMATSU) EL,70,0,1,69,69
6028005,ORANGE,PUBLIC,66506,ACACIA ELEMENTARY,65,1,1,63,62
6028013,ORANGE,PUBLIC,66506,BEECHWOOD ELEM.,86,1,1,84,84
6028021,ORANGE,PUBLIC,66506,COMMONWEALTH ELEM.,48,0,1,47,44
6028039,ORANGE,PUBLIC,66506,FERN DRIVE ELEM.,72,0,0,72,72
6028054,ORANGE,PUBLIC,66506,GOLDEN HILL ELEM.,82,0,5,77,77
6028062,ORANGE,PUBLIC,66506,HERMOSA DRIVE ELEM.,48,0,0,48,45
6028088,ORANGE,PUBLIC,66506,LAGUNA ROAD ELEM.,64,0,2,62,62
6113617,ORANGE,PUBLIC,66506,MAPLE ELEM.,60,0,2,58,58
6028112,ORANGE,PUBLIC,66506,ORANGETHORPE ELEM.,96,0,6,90,88
6028120,ORANGE,PUBLIC,66506,PACIFIC DRIVE ELEM.,85,0,0,85,81
6028138,ORANGE,PUBLIC,66506,RAYMOND ELEM.,67,0,1,66,65
6028146,ORANGE,PUBLIC,66506,RICHMAN ELEM.,133,0,1,132,132
102582,ORANGE,PUBLIC,66506,ROBERT C. FISLER SCHO,74,0,0,74,73
6028153,ORANGE,PUBLIC,66506,ROLLING HILLS ELEM.,102,0,4,98,89
6028161,ORANGE,PUBLIC,66506,SUNSET LANE ELEM.,88,0,0,88,88
6028179,ORANGE,PUBLIC,66506,VALENCIA PARK ELEM.,106,0,0,106,102
6028195,ORANGE,PUBLIC,66506,WOODCREST ELEM.,56,0,1,55,54
6028369,ORANGE,PUBLIC,66522,ALLEN (ETHAN B.) ELEM,34,0,0,34,34
6028799,ORANGE,PUBLIC,66522,ANTHONY (SUSAN B.) EL,48,0,0,48,47
6028609,ORANGE,PUBLIC,66522,BARKER ELEM.,60,0,0,60,60
6028252,ORANGE,PUBLIC,66522,BROOKHURST ELEM.,96,0,0,96,94
6028260,ORANGE,PUBLIC,66522,BRYANT ELEM.,88,0,0,88,88
6028542,ORANGE,PUBLIC,66522,CARRILLO (LEO) ELEM.,96,0,0,96,96
6028617,ORANGE,PUBLIC,66522,CARVER (MABEL),38,0,0,37,38
6028294,ORANGE,PUBLIC,66522,CLINTON / MENDENHALL,96,0,0,96,96
6028211,ORANGE,PUBLIC,66522,COOK (A. J.) ELEM.,43,0,0,43,39
6028419,ORANGE,PUBLIC,66522,CROSBY (GENEVIEVE M.),78,0,0,78,78
6028310,ORANGE,PUBLIC,66522,EISENHOWER (DWIGHT D.,84,0,0,84,80
6028500,ORANGE,PUBLIC,66522,ENDERS-FREMONT ELEM.,84,0,5,79,79
6028377,ORANGE,PUBLIC,66522,EVANS (ETHEL M.) ELEM,73,0,0,73,70
6028385,ORANGE,PUBLIC,66522,EXCELSIOR ELEM.,85,0,0,84,82
6028393,ORANGE,PUBLIC,66522,FAYLANE ELEM.,83,0,1,82,81
6028401,ORANGE,PUBLIC,66522,GARDEN PARK ELEM.,26,0,1,25,25
6028435,ORANGE,PUBLIC,66522,GILBERT ELEM.,95,0,1,94,91
6028716,ORANGE,PUBLIC,66522,HAZARD (R. F.) ELEM.,93,0,0,93,93
6028443,ORANGE,PUBLIC,66522,HERITAGE ELEM.,99,0,0,99,99
6028641,ORANGE,PUBLIC,66522,HILL (MERTON E.) ELEM,65,0,0,65,54
6028344,ORANGE,PUBLIC,66522,LAWRENCE (ERNEST O.),76,0,0,74,76
6028518,ORANGE,PUBLIC,66522,MARSHALL (JOHN) ELEM.,62,0,0,62,62
6028658,ORANGE,PUBLIC,66522,MITCHELL ELEM.,66,0,0,65,66
6028484,ORANGE,PUBLIC,66522,MONROE (JAMES) ELEM.,43,0,0,43,43
6028666,ORANGE,PUBLIC,66522,MORNINGSIDE ELEM.,82,0,0,82,81
6028526,ORANGE,PUBLIC,66522,MURDY (JOHN) ELEM.,77,0,0,77,70
6028674,ORANGE,PUBLIC,66522,NEWHOPE ELEM.,80,0,0,80,78
6085294,ORANGE,PUBLIC,66522,NORTHCUTT (MAMIE L.),61,0,0,61,55
6028807,ORANGE,PUBLIC,66522,PAINE (THOMAS) ELEM.,70,1,0,69,69
6028690,ORANGE,PUBLIC,66522,PARKVIEW ELEM.,66,0,1,65,64
6028427,ORANGE,PUBLIC,66522,PATTON ELEM.,101,1,2,98,97
6028682,ORANGE,PUBLIC,66522,PETERS (OCIA A.) ELEM,135,0,0,135,134
6028708,ORANGE,PUBLIC,66522,POST ELEM.,89,0,1,88,88
6028724,ORANGE,PUBLIC,66522,RIVERDALE ELEM.,86,0,0,86,83
6028732,ORANGE,PUBLIC,66522,ROSITA ELEM.,113,0,0,113,109
6028336,ORANGE,PUBLIC,66522,RUSSELL (EDWARD) ELEM,102,0,0,102,102
6028575,ORANGE,PUBLIC,66522,SIMMONS (LINTON T.) E,62,0,0,62,60
6028757,ORANGE,PUBLIC,66522,SKYLARK ELEM.,69,0,0,69,69
6028765,ORANGE,PUBLIC,66522,STANFORD ELEM.,90,0,2,87,79
6028229,ORANGE,PUBLIC,66522,STANLEY (AGNES WARE),53,0,0,53,52
6028781,ORANGE,PUBLIC,66522,SUNNYSIDE ELEM.,63,0,0,63,61
6028278,ORANGE,PUBLIC,66522,VIOLETTE (C. C.) ELEM,78,0,0,78,78
6028815,ORANGE,PUBLIC,66522,WAKEHAM ELEM.,57,0,0,57,57
6028328,ORANGE,PUBLIC,66522,WARREN (EARL) ELEM.,57,0,1,56,55
6028823,ORANGE,PUBLIC,66522,WOODBURY ELEM.,94,0,0,93,86
6028583,ORANGE,PUBLIC,66522,ZEYEN (LOUIS G.) ELEM,46,0,0,46,45
6028864,ORANGE,PUBLIC,66530,EADER (JOHN H.) ELEM.,111,0,11,100,97
6094643,ORANGE,PUBLIC,66530,HAWES (RALPH E.) ELEM,130,0,6,124,117
6116065,ORANGE,PUBLIC,66530,HUNTINGTON SEACLIFF E,110,0,7,103,103
6095111,ORANGE,PUBLIC,66530,MOFFETT (S. A.) ELEM.,71,0,6,65,65
6028880,ORANGE,PUBLIC,66530,PERRY (JOSEPH R.) ELE,124,1,6,91,113
6028872,ORANGE,PUBLIC,66530,PETERSON (JOHN R.) EL,91,2,0,88,88
6028831,ORANGE,PUBLIC,66530,SMITH (AGNES L.) ELEM,121,0,4,113,115
6028906,ORANGE,PUBLIC,66555,EL MORRO ELEM.,90,3,1,80,80
6028922,ORANGE,PUBLIC,66555,TOP OF THE WORLD ELEM,77,0,8,69,67
6028930,ORANGE,PUBLIC,66563,ARBOLITA ELEM.,139,0,0,139,138
6028948,ORANGE,PUBLIC,66563,EL CERRITO ELEM.,149,0,2,147,145
6028963,ORANGE,PUBLIC,66563,LADERA PALMA ELEM.,178,0,5,173,169
6028971,ORANGE,PUBLIC,66563,LAS LOMAS ELEM.,164,0,1,163,162
6029128,ORANGE,PUBLIC,66589,BADEN-POWELL ELEM.,105,0,0,105,103
6029193,ORANGE,PUBLIC,66589,DISNEY (WALT) ELEM.,99,0,0,98,99
6029151,ORANGE,PUBLIC,66589,LOW (JULIETTE) ELEMEN,120,0,0,120,118
6029177,ORANGE,PUBLIC,66589,MARSHALL (PETER) ELEM,99,0,1,98,96
6029169,ORANGE,PUBLIC,66589,MAXWELL (MATTIE LOU),120,0,0,120,120
6029185,ORANGE,PUBLIC,66589,PYLES (ROBERT M.) ELE,124,0,0,124,122
6029144,ORANGE,PUBLIC,66589,SALK (JONAS E.) ELEM.,110,0,0,110,110
6029110,ORANGE,PUBLIC,66589,SCHWEITZER (ALBERT) E,100,0,0,100,98
6029136,ORANGE,PUBLIC,66589,WALTER (ESTHER L.) EL,99,0,0,99,99
6029227,ORANGE,PUBLIC,66597,ADAMS ELEM.,64,1,3,60,60
6089460,ORANGE,PUBLIC,66597,ANDERSEN ELEM.,53,0,3,50,50
6029268,ORANGE,PUBLIC,66597,CALIFORNIA ELEM.,52,1,1,50,48
6029300,ORANGE,PUBLIC,66597,COLLEGE PARK ELEM.,97,0,2,95,94
6068399,ORANGE,PUBLIC,66597,EASTBLUFF ELEM,45,0,8,37,37
6029334,ORANGE,PUBLIC,66597,HARBOR VIEW ELEM.,62,1,1,58,52
6029375,ORANGE,PUBLIC,66597,KILLYBROOKE ELEM.,62,0,3,59,56
6029219,ORANGE,PUBLIC,66597,LINCOLN (ABRAHAM) ELE,81,0,6,74,71
6029391,ORANGE,PUBLIC,66597,MARINERS ELEM.,119,0,7,112,110
6118236,ORANGE,PUBLIC,66597,NEWPORT COAST ELEM.,85,0,4,81,81
6029433,ORANGE,PUBLIC,66597,NEWPORT ELEM.,44,0,1,43,42
6029441,ORANGE,PUBLIC,66597,NEWPORT HEIGHTS ELEM.,80,1,3,76,73
6029458,ORANGE,PUBLIC,66597,PAULARINO ELEM.,74,0,1,73,64
6029466,ORANGE,PUBLIC,66597,POMONA ELEM.,66,0,0,65,60
830001,ORANGE,PUBLIC,66597,REA ELEM,91,0,0,91,79
6029482,ORANGE,PUBLIC,66597,SONORA ELEM.,93,0,1,91,85
6029490,ORANGE,PUBLIC,66597,VICTORIA ELEM.,42,0,2,40,38
6029516,ORANGE,PUBLIC,66597,WHITTIER ELEM.,115,0,0,115,103
6029524,ORANGE,PUBLIC,66597,WILSON ELEM.,102,0,0,102,100
6107833,ORANGE,PUBLIC,66597,WOODLAND ELEM.,150,0,17,129,124
6029540,ORANGE,PUBLIC,66613,CIRCLE VIEW ELEM.,144,0,0,139,135
6029557,ORANGE,PUBLIC,66613,COLLEGE VIEW ELEM.,100,0,3,97,92
6071104,ORANGE,PUBLIC,66613,GOLDEN VIEW ELEM.,115,1,6,108,108
6029581,ORANGE,PUBLIC,66613,HARBOUR VIEW ELEM.,146,0,2,144,139
6029607,ORANGE,PUBLIC,66613,HOPE VIEW ELEM.,142,0,7,135,135
6029615,ORANGE,PUBLIC,66613,LAKE VIEW ELEM.,69,0,6,63,63
6029656,ORANGE,PUBLIC,66613,OAK VIEW ELEM.,184,0,0,183,168
6029706,ORANGE,PUBLIC,66613,STAR VIEW ELEM.,113,0,2,111,106
6029714,ORANGE,PUBLIC,66613,SUN VIEW ELEM.,48,0,2,46,42
6029722,ORANGE,PUBLIC,66613,VILLAGE VIEW ELEM.,132,0,3,129,127
6029730,ORANGE,PUBLIC,66613,WESTMONT ELEM.,88,0,1,87,87
6097364,ORANGE,PUBLIC,66621,ANAHEIM HILLS ELEM.,72,0,0,72,70
6029748,ORANGE,PUBLIC,66621,CALIFORNIA ELEM.,98,0,0,98,92
6029755,ORANGE,PUBLIC,66621,CAMBRIDGE ELEM.,80,0,0,80,69
6114565,ORANGE,PUBLIC,66621,CANYON RIM,81,2,2,77,77
6107767,ORANGE,PUBLIC,66621,CHAPMAN HILLS ELEM.,38,0,0,38,16
6029763,ORANGE,PUBLIC,66621,CRESCENT ELEM.,76,0,0,76,76
6029771,ORANGE,PUBLIC,66621,ESPLANADE ELEM.,81,0,0,81,81
6029789,ORANGE,PUBLIC,66621,FAIRHAVEN ELEM.,66,0,0,66,66
6029797,ORANGE,PUBLIC,66621,FLETCHER ELEM.,42,0,0,42,41
6029805,ORANGE,PUBLIC,66621,HANDY ELEM.,79,0,3,76,73
6096333,ORANGE,PUBLIC,66621,IMPERIAL ELEM.,43,0,0,43,43
6029821,ORANGE,PUBLIC,66621,JORDAN ELEM.,67,0,0,67,66
6029854,ORANGE,PUBLIC,66621,LAMPSON ELEM.,152,1,0,151,148
6029862,ORANGE,PUBLIC,66621,LAVETA ELEM.,106,0,4,102,100
6071112,ORANGE,PUBLIC,66621,LINDA VISTA ELEM.,62,0,2,58,58
6058945,ORANGE,PUBLIC,66621,MCPHERSON ELEM.,93,0,1,92,86
6071120,ORANGE,PUBLIC,66621,NOHL CANYON ELEM.,57,0,1,56,51
6029870,ORANGE,PUBLIC,66621,OLIVE ELEMENTARY,45,0,0,45,43
6029888,ORANGE,PUBLIC,66621,PALMYRA ELEM.,79,0,0,78,55
6029896,ORANGE,PUBLIC,66621,PANORAMA ELEM.,42,0,0,42,42
102814,ORANGE,PUBLIC,66621,PARKSIDE PREK SDC,18,0,1,16,16
6029912,ORANGE,PUBLIC,66621,PROSPECT ELEM.,62,0,0,62,62
6071138,ORANGE,PUBLIC,66621,RIVERDALE ELEM.,45,0,0,44,45
6116586,ORANGE,PUBLIC,66621,RUNNING SPRINGS ELEM.,80,0,1,79,77
6029938,ORANGE,PUBLIC,66621,SERRANO ELEM.,56,0,1,55,50
6029953,ORANGE,PUBLIC,66621,SYCAMORE ELEM.,71,0,0,71,68
6029961,ORANGE,PUBLIC,66621,TAFT ELEM.,76,0,0,76,51
6029979,ORANGE,PUBLIC,66621,VILLA PARK ELEM.,77,0,1,76,74
6029987,ORANGE,PUBLIC,66621,WEST ORANGE ELEM.,97,1,0,95,89
6029995,ORANGE,PUBLIC,66647,BROOKHAVEN ELEM.,59,0,0,59,59
6109102,ORANGE,PUBLIC,66647,BRYANT RANCH,99,0,5,94,94
6071146,ORANGE,PUBLIC,66647,FAIRMONT ELEM.,133,1,5,127,127
6030027,ORANGE,PUBLIC,66647,GLENKNOLL DRIVE ELEM.,58,0,2,56,55
6085641,ORANGE,PUBLIC,66647,GLENVIEW ELEM.,69,0,3,66,59
6030035,ORANGE,PUBLIC,66647,GOLDEN ELEM.,84,0,1,83,81
109678,ORANGE,PUBLIC,66647,LAKEVIEW ELEMENTARY,87,0,1,85,80
6095160,ORANGE,PUBLIC,66647,LINDA VISTA,64,0,1,63,62
102897,ORANGE,PUBLIC,66647,MELROSE ELEMENTARY,105,0,1,104,104
6030050,ORANGE,PUBLIC,66647,MORSE AVE. ELEM.,65,0,0,65,64
6030936,ORANGE,PUBLIC,66647,PAINE (MABEL),64,0,3,61,60
6119556,ORANGE,PUBLIC,66647,PARKVIEW SCHOOL,10,0,3,7,7
6030076,ORANGE,PUBLIC,66647,RIO VISTA ELEM.,141,0,1,138,135
6030951,ORANGE,PUBLIC,66647,ROSE DRIVE ELEM.,64,0,3,60,60
6030084,ORANGE,PUBLIC,66647,RUBY DRIVE ELEM.,68,0,0,67,68
6030092,ORANGE,PUBLIC,66647,SIERRA VISTA ELEM.,77,1,0,76,76
6085633,ORANGE,PUBLIC,66647,TOPAZ ELEM.,97,0,0,97,83
6106009,ORANGE,PUBLIC,66647,TRAVIS RANCH,73,0,3,70,70
6097018,ORANGE,PUBLIC,66647,TYNES (JOHN O.) ELEM.,79,0,0,74,74
6030100,ORANGE,PUBLIC,66647,VAN BUREN ELEM.,91,0,1,89,87
6030001,ORANGE,PUBLIC,66647,WAGNER (CHARLES) ELEM,54,0,2,52,50
6097000,ORANGE,PUBLIC,66647,WOODSBORO ELEM.,50,0,0,50,47
6030209,ORANGE,PUBLIC,66670,ADAMS ELEM.,123,0,0,123,104
6110175,ORANGE,PUBLIC,66670,CARVER ELEM.,129,0,0,129,128
101626,ORANGE,PUBLIC,66670,COLE (EDWARD B.) ACAD,61,0,1,56,56
6114631,ORANGE,PUBLIC,66670,DAVIS ELEM.,136,0,0,136,133
6030233,ORANGE,PUBLIC,66670,DIAMOND ELEM.,95,0,1,93,82
6030241,ORANGE,PUBLIC,66670,EDISON ELEM.,115,0,0,110,103
6119127,ORANGE,PUBLIC,66670,EL SOL SANTA ANA SCIE,89,0,0,89,89
108373,ORANGE,PUBLIC,66670,ESQUEDA (MANUEL) ELEM,124,0,0,124,115
6095152,ORANGE,PUBLIC,66670,FRANKLIN ELEM.,84,0,0,84,82
6030266,ORANGE,PUBLIC,66670,FREMONT ELEM.,156,0,0,156,151
6108484,ORANGE,PUBLIC,66670,GARFIELD ELEM.,127,0,0,126,122
6099816,ORANGE,PUBLIC,66670,GREENVILLE FUNDAMENTA,162,0,0,162,150
6030225,ORANGE,PUBLIC,66670,HARVEY (CARL) ORTHO.,63,0,0,63,62
6110183,ORANGE,PUBLIC,66670,HENINGER (MARTIN R.),160,0,0,160,156
116582,ORANGE,PUBLIC,66670,HEROES ELEMENTARY,130,1,0,129,126
6030274,ORANGE,PUBLIC,66670,HOOVER ELEM.,91,0,0,88,78
6030217,ORANGE,PUBLIC,66670,JACKSON (ANDREW) ELEM,218,0,0,207,204
6030282,ORANGE,PUBLIC,66670,JEFFERSON ELEM.,144,0,2,142,142
6106165,ORANGE,PUBLIC,66670,JOSE ANDRES SEPULVEDA,64,0,0,64,62
6107692,ORANGE,PUBLIC,66670,KENNEDY ELEM.,131,0,0,131,131
6030308,ORANGE,PUBLIC,66670,LINCOLN ELEM.,195,0,0,195,188
6030316,ORANGE,PUBLIC,66670,LOWELL ELEM.,150,0,0,150,135
6030324,ORANGE,PUBLIC,66670,MADISON ELEM.,145,0,0,145,145
6030332,ORANGE,PUBLIC,66670,MARTIN ELEM.,115,0,0,115,110
6113377,ORANGE,PUBLIC,66670,MARTIN LUTHER KING EL,150,0,0,150,135
6030357,ORANGE,PUBLIC,66670,MONROE ELEM.,78,0,0,76,71
6030365,ORANGE,PUBLIC,66670,MONTE VISTA ELEM.,95,0,0,95,90
6098552,ORANGE,PUBLIC,66670,MUIR FUNDAMENTAL,123,1,4,117,109
6120067,ORANGE,PUBLIC,66670,ORANGE COUNTY EDUCATI,59,0,2,57,53
6109904,ORANGE,PUBLIC,66670,PIO PICO ELEM.,121,0,0,104,100
6102875,ORANGE,PUBLIC,66670,REMINGTON (FREDERICK),66,0,1,61,61
6030399,ORANGE,PUBLIC,66670,ROOSEVELT ELEM.,150,0,0,150,150
6030407,ORANGE,PUBLIC,66670,SANTIAGO ELEM.,147,0,0,147,147
6071195,ORANGE,PUBLIC,66670,TAFT ELEM. & DHH,117,1,0,116,112
6116917,ORANGE,PUBLIC,66670,THORPE FUNDAMENTAL SC,124,0,1,121,96
6111298,ORANGE,PUBLIC,66670,WALKER ELEM.,99,0,0,99,99
6030431,ORANGE,PUBLIC,66670,WASHINGTON ELEM.,191,0,0,191,185
6030449,ORANGE,PUBLIC,66670,WILSON ELEM.,124,0,0,123,121
6030456,ORANGE,PUBLIC,66696,CERRITOS ELEM.,77,0,1,76,76
6030464,ORANGE,PUBLIC,66696,HANSEN ELEM.,95,0,0,95,89
6030472,ORANGE,PUBLIC,66696,HOLDER ELEM.,62,0,0,62,59
6030506,ORANGE,PUBLIC,66696,REID (TWILA) ELEM.,96,0,1,95,91
6030795,ORANGE,PUBLIC,66746,ANDERSON ELEM.,111,0,0,109,108
6030712,ORANGE,PUBLIC,66746,CLEGG ELEM.,87,0,1,86,82
6030738,ORANGE,PUBLIC,66746,DEMILLE ELEM.,72,0,0,72,68
6030761,ORANGE,PUBLIC,66746,EASTWOOD ELEM.,70,3,1,66,66
6030787,ORANGE,PUBLIC,66746,FINLEY ELEM.,60,0,1,59,58
6030753,ORANGE,PUBLIC,66746,FRYBERGER ELEM.,79,0,0,79,77
6030829,ORANGE,PUBLIC,66746,HAYDEN (JESSIE) ELEM.,157,0,0,157,147
6030811,ORANGE,PUBLIC,66746,MEAIRS ELEM.,133,0,0,133,131
6030860,ORANGE,PUBLIC,66746,SCHMITT ELEM.,81,0,1,80,79
6030720,ORANGE,PUBLIC,66746,SCHROEDER ELEM.,88,0,5,83,81
6030886,ORANGE,PUBLIC,66746,SEQUOIA ELEM.,69,0,0,69,68
6030837,ORANGE,PUBLIC,66746,WEBBER ELEM.,67,0,0,67,63
6030852,ORANGE,PUBLIC,66746,WILLMORE ELEM.,83,0,0,83,78
6066864,ORANGE,PUBLIC,73635,ALISO ELEM.,46,0,1,45,45
6109540,ORANGE,PUBLIC,73635,CIELO VISTA ELEM.,121,0,3,118,112
6068639,ORANGE,PUBLIC,73635,CORDILLERA ELEM.,87,0,0,87,84
6085336,ORANGE,PUBLIC,73635,DE PORTOLA ELEM.,70,1,0,69,69
6071153,ORANGE,PUBLIC,73635,DEL CERRO ELEM.,48,0,11,36,34
6101059,ORANGE,PUBLIC,73635,DEL LAGO ELEM.,65,0,0,65,61
6112577,ORANGE,PUBLIC,73635,FOOTHILL RANCH ELEM.,152,3,7,142,138
6030183,ORANGE,PUBLIC,73635,GATES (RALPH A.) ELEM,138,0,2,136,107
6089502,ORANGE,PUBLIC,73635,GLEN YERMO ELEM.,109,0,7,102,98
6097372,ORANGE,PUBLIC,73635,LA MADERA ELEM.,63,0,3,60,60
6098545,ORANGE,PUBLIC,73635,LA TIERRA ELEM.,20,0,0,20,16
6110845,ORANGE,PUBLIC,73635,LAKE FOREST ELEM.,107,0,3,104,100
6030159,ORANGE,PUBLIC,73635,LINDA VISTA ELEM.,73,0,4,69,67
6094668,ORANGE,PUBLIC,73635,LOMARENA ELEM.,63,0,3,60,60
6114888,ORANGE,PUBLIC,73635,MELINDA HEIGHTS ELEME,127,0,4,123,123
6089494,ORANGE,PUBLIC,73635,MONTEVIDEO ELEM.,79,0,9,70,69
6030167,ORANGE,PUBLIC,73635,O'NEILL (MARGUERITE M,41,0,4,37,37
6030175,ORANGE,PUBLIC,73635,OLIVEWOOD ELEM.,53,0,1,52,51
6110936,ORANGE,PUBLIC,73635,PORTOLA HILLS ELEM,112,10,0,102,100
6096044,ORANGE,PUBLIC,73635,RANCHO CANADA ELEM.,75,0,8,67,67
6112452,ORANGE,PUBLIC,73635,ROBINSON ELEM.,84,0,2,82,79
6094676,ORANGE,PUBLIC,73635,SAN JOAQUIN ELEM.,74,0,0,71,68
6085351,ORANGE,PUBLIC,73635,SANTIAGO ELEM.,87,0,6,77,64
6106926,ORANGE,PUBLIC,73635,TRABUCO MESA ELEM.,85,1,1,83,83
6066872,ORANGE,PUBLIC,73635,VALENCIA,72,1,6,65,64
6030548,ORANGE,PUBLIC,73643,ARROYO ELEM.,85,0,0,85,85
6030688,ORANGE,PUBLIC,73643,BENSON (BARBARA) ELEM,75,0,3,72,72
6030555,ORANGE,PUBLIC,73643,BESWICK ELEM.,109,0,2,107,103
6030563,ORANGE,PUBLIC,73643,C.C. LAMBERT ELEM.,95,0,0,95,94
6030613,ORANGE,PUBLIC,73643,ESTOCK (HELEN) ELEM.,66,0,0,66,53
6030605,ORANGE,PUBLIC,73643,FOSS (GUIN) ELEMENTAR,61,0,0,61,47
6066898,ORANGE,PUBLIC,73643,HEIDEMAN (ROBERT) ELE,66,0,0,66,66
102889,ORANGE,PUBLIC,73643,HICKS CANYON ELEMENTA,132,0,0,128,107
6118764,ORANGE,PUBLIC,73643,LADERA ELEMENTARY,51,0,0,51,50
6030639,ORANGE,PUBLIC,73643,LOMA VISTA ELEM.,101,0,6,93,76
6118772,ORANGE,PUBLIC,73643,MYFORD ELEMENTARY,124,0,0,124,101
6030704,ORANGE,PUBLIC,73643,NELSON (W. R.) ELEM.,100,0,0,100,97
6114482,ORANGE,PUBLIC,73643,PETERS CANYON ELEMENT,120,0,0,106,97
6030662,ORANGE,PUBLIC,73643,RED HILL ELEM.,79,0,4,75,74
6085369,ORANGE,PUBLIC,73643,THORMAN (JEANE) ELEM.,146,0,0,145,144
6030696,ORANGE,PUBLIC,73643,TUSTIN MEMORIAL ACAD.,95,0,2,93,93
6113054,ORANGE,PUBLIC,73643,TUSTIN RANCH ELEM.,117,1,0,107,94
6030670,ORANGE,PUBLIC,73643,VEEH (MARJORIE) ELEM.,66,0,0,66,61
6100838,ORANGE,PUBLIC,73650,ALDERWOOD BASICS PLUS,114,0,1,113,109
6097042,ORANGE,PUBLIC,73650,BONITA CANYON ELEM.,66,0,1,65,65
6102719,ORANGE,PUBLIC,73650,BRYWOOD ELEM.,61,0,0,59,59
6115455,ORANGE,PUBLIC,73650,CANYON VIEW ELEM.,89,0,6,83,81
6089437,ORANGE,PUBLIC,73650,COLLEGE PARK ELEM.,101,0,1,100,100
6089429,ORANGE,PUBLIC,73650,CULVERDALE ELEM.,76,0,13,63,59
6096184,ORANGE,PUBLIC,73650,DEERFIELD ELEM.,61,0,0,61,59
6100317,ORANGE,PUBLIC,73650,EASTSHORE ELEM.,65,0,1,64,60
6089445,ORANGE,PUBLIC,73650,GREENTREE ELEM.,66,0,2,64,64
6106850,ORANGE,PUBLIC,73650,MEADOW PARK ELEM.,67,1,3,63,63
6100861,ORANGE,PUBLIC,73650,NORTHWOOD ELEM.,98,0,1,97,92
6120141,ORANGE,PUBLIC,73650,OAK CREEK ELEM.,117,0,4,113,113
6115786,ORANGE,PUBLIC,73650,PLAZA VISTA ELEMENTAR,99,0,1,98,95
6098529,ORANGE,PUBLIC,73650,SANTIAGO HILLS ELEM.,39,0,4,35,35
6107502,ORANGE,PUBLIC,73650,SPRINGBROOK ELEM.,85,3,0,82,81
6096200,ORANGE,PUBLIC,73650,STONE CREEK ELEM.,58,0,1,57,57
6068647,ORANGE,PUBLIC,73650,TURTLE ROCK ELEM.,94,0,3,91,91
6030191,ORANGE,PUBLIC,73650,UNIVERSITY PARK ELEM.,84,0,5,78,75
6094718,ORANGE,PUBLIC,73650,VISTA VERDE ELEM.,79,7,0,72,72
6108799,ORANGE,PUBLIC,73650,WEST PARK ELEM.,69,1,2,66,63
6096192,ORANGE,PUBLIC,73650,WESTWOOD BASICS PLUS,46,0,4,42,41
