SCHOOL CODE,COUNTY,PUB/ PRIV,PUBLIC SCHOOL DISTRICT,CITY,SCHOOL NAME,ENROLLMENT,PME,PBE§,MMR1 ,2 MMR‡ 
6002521,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,SAN LORENZO,COLONIAL ACRES ELEM.,111,0,0,111,110
6002539,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,SAN LORENZO,CORVALLIS ELEM.,110,0,0,110,107
6002554,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,SAN LORENZO,DEL REY ELEM.,84,0,0,84,82
6002604,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,SAN LORENZO,GRANT ELEM.,79,0,0,79,79
6002612,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,SAN LORENZO,HESPERIAN ELEM.,133,0,0,133,132
6002620,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,SAN LORENZO,HILLSIDE ELEM.,98,0,0,98,98
6002653,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,SAN LORENZO,LORENZO MANOR ELEM.,102,0,0,102,98
107839,ALAMEDA,PUBLIC,SBE - LIVERMORE VALLEY CHARTER,LIVERMORE,LIVERMORE VALLEY CHARTER,100,0,2,98,95
6002711,ALAMEDA,PUBLIC,SUNOL GLEN UNIFIED,SUNOL,SUNOL GLEN,22,1,1,20,20
6204697,ALAMEDA,PRIVATE,,ALAMEDA,CHINESE CHRISTIAN SCHOOLS - ALA,10,0,1,9,9
6995591,ALAMEDA,PRIVATE,,ALAMEDA,PETER PAN,10,0,0,10,10
6922470,ALAMEDA,PRIVATE,,ALAMEDA,RISING STAR MONTESSORI ELEM.,18,0,1,14,17
6965891,ALAMEDA,PRIVATE,,ALAMEDA,SAINT JOSEPH'S ELEM.,28,0,0,24,23
6973077,ALAMEDA,PRIVATE,,ALAMEDA,SAINT PHILIP NERI,20,0,0,20,18
7001811,ALAMEDA,PRIVATE,,ALAMEDA,THE CHILD UNIQUE MONTESSORI SCHOOL,12,0,4,8,8
6135743,ALAMEDA,PRIVATE,,BERKELEY,AMERICAN INTERNATIONAL MONTESSORI SCHOOL,12,0,1,11,11
6972723,ALAMEDA,PRIVATE,,BERKELEY,BERKWOOD HEDGE,20,0,3,16,16
6989784,ALAMEDA,PRIVATE,,BERKELEY,BLACK PINE CIRCLE,22,0,1,21,21
6900757,ALAMEDA,PRIVATE,,BERKELEY,ECOLE BILINGUE DE BERKELEY,75,0,8,67,63
6919682,ALAMEDA,PRIVATE,,BERKELEY,MONTESSORI FAMILY SCH,13,0,3,10,8
6973085,ALAMEDA,PRIVATE,,BERKELEY,SCH.  OF THE MADELEINE,31,0,1,30,30
6967442,ALAMEDA,PRIVATE,,BERKELEY,THE BERKELEY SCHOOL,27,0,0,22,21
6994651,ALAMEDA,PRIVATE,,BERKELEY,WALDEN CENTER AND SCHOOL,13,0,2,10,9
9301502,ALAMEDA,PRIVATE,,CASTRO VALLEY,MONTESSORI SCHOOL AT FIVE CANYONS,21,0,0,20,21
6970651,ALAMEDA,PRIVATE,,CASTRO VALLEY,OUR LADY OF GRACE,30,0,0,30,30
6913131,ALAMEDA,PRIVATE,,CASTRO VALLEY,REDWOOD CHRTN. - MAIN CAMPUS,38,1,1,36,36
7103989,ALAMEDA,PRIVATE,,DUBLIN,"QUARRY LANE SCHOOL, THE",50,0,0,49,48
6959878,ALAMEDA,PRIVATE,,DUBLIN,SAINT PHILIP LUTHERAN,12,0,0,12,11
7012222,ALAMEDA,PRIVATE,,DUBLIN,SAINT RAYMOND'S ELEM.,36,0,1,34,34
6972657,ALAMEDA,PRIVATE,,DUBLIN,VALLEY CHRTN. ELEM SCH.,41,0,0,41,41
7047202,ALAMEDA,PRIVATE,,FREMONT,DOMINICAN KDGN.,30,0,1,29,29
6909840,ALAMEDA,PRIVATE,,FREMONT,FREMONT CHRISTIAN SCHOOL,46,0,0,46,44
6972731,ALAMEDA,PRIVATE,,FREMONT,HOLY SPIRIT ELEM.,24,0,0,24,24
6140461,ALAMEDA,PRIVATE,,FREMONT,ILM ACADEMY,14,0,1,13,13
1101502,ALAMEDA,PRIVATE,,FREMONT,KIMBER HILLS ACADEMY,38,0,0,38,38
7047269,ALAMEDA,PRIVATE,,FREMONT,MISSION VALLEY MONTESSORI CHILDREN'S CENTER,17,0,0,17,17
7085798,ALAMEDA,PRIVATE,,FREMONT,MONTESSORI CHILDREN'S CTR.,10,0,1,9,6
6993778,ALAMEDA,PRIVATE,,FREMONT,MONTESSORI SCHOOL OF FREMONT,18,0,0,18,18
7047236,ALAMEDA,PRIVATE,,FREMONT,NEW HORIZONS,26,0,0,26,26
6970628,ALAMEDA,PRIVATE,,FREMONT,OUR LADY OF GUADALUPE SCHOOL,25,0,0,24,23
7100902,ALAMEDA,PRIVATE,,FREMONT,PEACE TERRACE ACADEMY,17,0,1,16,14
6967483,ALAMEDA,PRIVATE,,FREMONT,PRINCE OF PEACE LUTHERAN SCH.,40,0,0,40,40
6132872,ALAMEDA,PRIVATE,,FREMONT,SCRIBBLES MONTESSORI,12,0,0,12,12
6206023,ALAMEDA,PRIVATE,,FREMONT,STRATFORD SCHOOL,30,0,0,30,30
1101501,ALAMEDA,PRIVATE,,FREMONT,STRATFORD SCHOOL,64,0,3,61,60
6965909,ALAMEDA,PRIVATE,,HAYWARD,ALL SAINTS,26,0,1,25,25
6132690,ALAMEDA,PRIVATE,,HAYWARD,Elmhurst Learning Center / Grace Academy,10,0,0,10,10
7003304,ALAMEDA,PRIVATE,,HAYWARD,LEA'S CHRTN.,20,0,0,20,19
7103286,ALAMEDA,PRIVATE,,HAYWARD,MONTESSORI CHILDREN'S HOUSE #1,17,0,0,17,17
6972871,ALAMEDA,PRIVATE,,HAYWARD,SAINT BEDE'S ELEM.,32,0,0,32,32
6965917,ALAMEDA,PRIVATE,,HAYWARD,SAINT CLEMENT,30,0,0,24,24
6972970,ALAMEDA,PRIVATE,,HAYWARD,SAINT JOACHIM'S ELEM.,35,0,0,35,35
6995559,ALAMEDA,PRIVATE,,HAYWARD,WOODROE WOODS,28,0,0,28,26
6995583,ALAMEDA,PRIVATE,,LIVERMORE,OUR SAVIOR LUTH.,24,0,1,23,18
6967525,ALAMEDA,PRIVATE,,LIVERMORE,SAINT MICHAEL'S,24,0,0,24,24
6900773,ALAMEDA,PRIVATE,,LIVERMORE,VALLEY MONTESSORI,43,0,8,35,25
7091234,ALAMEDA,PRIVATE,,NEWARK,CHALLENGER,43,0,0,43,43
7055411,ALAMEDA,PRIVATE,,NEWARK,CHALLENGER - NEWARK,129,0,1,128,127
6972921,ALAMEDA,PRIVATE,,NEWARK,SAINT EDWARD SCH.,31,0,1,30,30
7082266,ALAMEDA,PRIVATE,,OAKLAND,ACTS CHRISTIAN ACADEMY,20,0,0,20,17
7071632,ALAMEDA,PRIVATE,,OAKLAND,AURORA,27,0,3,24,23
6928725,ALAMEDA,PRIVATE,,OAKLAND,BEACON DAY,13,0,0,13,12
6967475,ALAMEDA,PRIVATE,,OAKLAND,BENTLEY SCHOOL,38,0,0,38,32
6138184,ALAMEDA,PRIVATE,,OAKLAND,ESCUELA BILINGÃƒÅ’E INTERNACIONAL,44,0,2,42,36
7071970,ALAMEDA,PRIVATE,,OAKLAND,GRAND LAKE MONTESSORI,14,0,3,11,10
7083397,ALAMEDA,PRIVATE,,OAKLAND,GROWING LIGHT,20,0,0,20,20
6932925,ALAMEDA,PRIVATE,,OAKLAND,HEAD-ROYCE ATTN:LOWER SCL. OFF.,39,0,1,38,38
7072606,ALAMEDA,PRIVATE,,OAKLAND,ILE OMODE,10,0,2,8,8
6906549,ALAMEDA,PRIVATE,,OAKLAND,MILLS COLLEGE CHILDRENS,11,0,0,11,11
7098106,ALAMEDA,PRIVATE,,OAKLAND,MUHAMMAD UNIVERSITY OF ISLAM-OAK, ,,,,
7054018,ALAMEDA,PRIVATE,,OAKLAND,NORTHERN LIGHT,16,0,0,16,16
7081524,ALAMEDA,PRIVATE,,OAKLAND,OAKLAND HEBREW DAY SCHOOL,18,0,0,14,14
6998470,ALAMEDA,PRIVATE,,OAKLAND,PARK DAY,42,0,4,35,35
6995542,ALAMEDA,PRIVATE,,OAKLAND,REDWOOD DAY,37,0,4,33,33
6967517,ALAMEDA,PRIVATE,,OAKLAND,SAINT ANTHONY'S ELEM.,23,0,0,23,23
6972939,ALAMEDA,PRIVATE,,OAKLAND,SAINT ELIZABETH'S ELEM.,32,0,0,31,30
6973002,ALAMEDA,PRIVATE,,OAKLAND,SAINT LAWRENCE O'TOOLE,16,0,0,15,15
6973010,ALAMEDA,PRIVATE,,OAKLAND,SAINT LEO THE GREAT SCH.,22,1,0,21,21
6967491,ALAMEDA,PRIVATE,,OAKLAND,SAINT MARTIN DE PORRES,21,0,0,21,21
6960694,ALAMEDA,PRIVATE,,OAKLAND,SAINT PAUL'S EPISCOPAL,42,0,2,40,37
6967533,ALAMEDA,PRIVATE,,OAKLAND,SAINT THERESA SCH.,30,0,0,30,30
6994107,ALAMEDA,PRIVATE,,OAKLAND,SAINT VINCENTS' DAY HOME,29,0,0,29,29
6203814,ALAMEDA,PRIVATE,,OAKLAND,STARLITE SCHOOL,22,0,0,22,22
6141048,ALAMEDA,PRIVATE,,OAKLAND,THE RENAISSANCE SCHOOL,16,0,1,15,13
7055254,ALAMEDA,PRIVATE,,OAKLAND,TREEHOUSE FIRST COVENANT PS,21,0,2,17,16
6972632,ALAMEDA,PRIVATE,,PIEDMONT,CORPUS CHRISTI,33,0,0,33,32
6973135,ALAMEDA,PRIVATE,,PIEDMONT,ZION LUTHERAN,11,0,0,11,11
6977425,ALAMEDA,PRIVATE,,PLEASANTON,CARDEN WEST,40,0,0,40,38
9101508,ALAMEDA,PRIVATE,,PLEASANTON,KINDER-CARE #878,21,0,0,21,21
6972574,ALAMEDA,PRIVATE,,SAN LEANDRO,ASSUMPTION ELEM.,32,0,0,32,32
6932800,ALAMEDA,PRIVATE,,SAN LEANDRO,CHINESE CHRTN.,31,0,0,31,31
9001527,ALAMEDA,PRIVATE,,SAN LEANDRO,MONTESSORI AT WASH. AVE.,16,0,0,16,15
7072317,ALAMEDA,PRIVATE,,SAN LEANDRO,"PRINCIPLED ACADEMY, THE",16,0,1,15,15
6972947,ALAMEDA,PRIVATE,,SAN LEANDRO,SAINT FELICITAS SCH. .,34,0,0,34,34
6970636,ALAMEDA,PRIVATE,,SAN LEANDRO,SAINT LEANDER,26,1,0,25,24
7091325,ALAMEDA,PRIVATE,,SAN LORENZO,LIGHTHOUSE CHRISTIAN ACADEMY, ,,,,
6970602,ALAMEDA,PRIVATE,,SAN LORENZO,SAINT JOHN'S ELEM.,32,0,0,32,28
6138648,ALAMEDA,PRIVATE,,UNION CITY,MISSION HILLS MIDDLE SCHOOL,16,0,0,16,16
6200877,ALAMEDA,PRIVATE,,UNION CITY,NORTHSTAR SCHOOL,15,0,0,15,15
6977862,ALAMEDA,PRIVATE,,UNION CITY,OUR LADY OF THE ROSARY,21,0,0,21,21
7088743,ALAMEDA,PRIVATE,,UNION CITY,UNION CITY CHRISTIAN ACAD.,10,0,0,10,9
6002794,ALPINE,PUBLIC,ALPINE COUNTY UNIFIED,MARKLEEVILLE,DIAMOND VALLEY ELEM.,12,0,0,12,12
6002810,AMADOR,PUBLIC,AMADOR COUNTY UNIFIED,IONE,IONE ELEM.,79,0,3,76,74
6002828,AMADOR,PUBLIC,AMADOR COUNTY UNIFIED,JACKSON,JACKSON ELEM.,89,2,5,82,82
6002844,AMADOR,PUBLIC,AMADOR COUNTY UNIFIED,PINE GROVE,PINE GROVE ELEM.,39,0,1,36,34
6002851,AMADOR,PUBLIC,AMADOR COUNTY UNIFIED,PINE GROVE,PIONEER ELEM.,25,0,2,22,22
6002869,AMADOR,PUBLIC,AMADOR COUNTY UNIFIED,PLYMOUTH,PLYMOUTH ELEM.,29,0,0,29,28
6002877,AMADOR,PUBLIC,AMADOR COUNTY UNIFIED,SUTTER CREEK,SUTTER CREEK ELEM.,54,1,2,51,47
6002919,BUTTE,PUBLIC,BANGOR UNION ELEMENTARY,BANGOR,BANGOR ELEM.,20,0,1,18,16
6002943,BUTTE,PUBLIC,BIGGS UNIFIED,BIGGS,BIGGS ELEM.,35,0,2,33,33
114991,BUTTE,PUBLIC,BUTTE COUNTY OFFICE OF EDUCATION,CHICO,CORE BUTTE CHARTER,39,1,7,27,28
430090,BUTTE,PUBLIC,BUTTE COUNTY OFFICE OF EDUCATION,OROVILLE,LEARNING COMM CHRTR (HEARTHSTONE/FOUR WINDS),24,0,4,19,18
6119523,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,BLUE OAK CHARTER,59,0,13,42,32
6002968,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,CHAPMAN ELEM.,53,0,2,50,49
6113773,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,CHICO COUNTRY DAY SCHOOL,60,0,7,53,52
6002976,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,CITRUS AVE. ELEM.,60,0,1,59,58
6111116,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,EMMA WILSON ELEMENTARY,87,0,2,85,83
6003008,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,HOOKER OAK ELEM.,52,0,6,45,40
6109722,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,LITTLE CHICO CREEK ELEM.,90,0,2,88,84
6003032,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,MARIGOLD ELEM.,97,0,2,95,90
6003024,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,MCMANUS (JOHN A.) ELEM.,54,0,1,53,52
6003040,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,NEAL DOW ELEM.,63,0,3,60,60
110551,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,NORD COUNTRY,21,0,0,21,21
6003073,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,PARKVIEW ELEM.,54,0,4,50,50
6003081,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,ROSEDALE ELEM.,112,0,5,106,101
6003099,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,SHASTA ELEM.,101,0,3,98,98
121475,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,SHERWOOD MONTESSORI,17,0,3,11,10
6003107,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,SIERRA VIEW ELEM.,90,0,2,88,80
118042,BUTTE,PUBLIC,CHICO UNIFIED,FOREST RANCH,FOREST RANCH CHARTER,19,0,1,17,15
6003115,BUTTE,PUBLIC,DURHAM UNIFIED,DURHAM,DURHAM ELEM.,63,0,3,60,59
6003149,BUTTE,PUBLIC,GOLDEN FEATHER UNION ELEMENTARY,OROVILLE,CONCOW ELEMENTARY SCHOOL,15,0,0,10,10
6003156,BUTTE,PUBLIC,GRIDLEY UNIFIED,GRIDLEY,MCKINLEY PRIMARY,162,0,0,162,162
6003198,BUTTE,PUBLIC,MANZANITA ELEMENTARY,GRIDLEY,MANZANITA ELEM.,37,0,2,35,35
6003214,BUTTE,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,BIRD STREET ELEM.,35,1,0,34,33
6003255,BUTTE,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,OAKDALE HEIGHTS ELEM.,66,0,2,64,62
6003263,BUTTE,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,OPHIR ELEM.,60,0,3,57,56
6003271,BUTTE,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,STANFORD AVE. ELEM.,128,0,10,118,117
6094957,BUTTE,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,WYANDOTTE AVE. ELEM.,41,2,1,37,37
6003289,BUTTE,PUBLIC,PALERMO UNION ELEMENTARY,OROVILLE,WILCOX (HELEN M.) ELEM.,142,0,3,139,139
6113526,BUTTE,PUBLIC,PARADISE UNIFIED,MAGALIA,CEDARWOOD ELEM.,49,0,0,46,43
6105522,BUTTE,PUBLIC,PARADISE UNIFIED,MAGALIA,PINE RIDGE SCHOOL,50,0,1,47,43
110338,BUTTE,PUBLIC,PARADISE UNIFIED,PARADISE,ACHIEVE CHARTER OF PARADISE,20,0,2,17,12
6113765,BUTTE,PUBLIC,PARADISE UNIFIED,PARADISE,CHILDREN'S COMMUNITY CHARTER,24,0,0,24,17
6003313,BUTTE,PUBLIC,PARADISE UNIFIED,PARADISE,PARADISE ELEM.,117,0,3,112,102
6003339,BUTTE,PUBLIC,PARADISE UNIFIED,PARADISE,PONDEROSA ELEM.,89,0,4,85,78
102327,BUTTE,PUBLIC,THERMALITO UNION ELEMENTARY,OROVILLE,PLUMAS AVENUE ELEMENTARY,43,0,0,43,41
6003362,BUTTE,PUBLIC,THERMALITO UNION ELEMENTARY,OROVILLE,POPLAR AVE. ELEM.,47,0,0,47,45
6003370,BUTTE,PUBLIC,THERMALITO UNION ELEMENTARY,OROVILLE,SIERRA AVE ELEM,76,0,1,75,74
6973168,BUTTE,PRIVATE,,CHICO,CHICO CHRISTIAN,39,0,0,39,39
6967582,BUTTE,PRIVATE,,CHICO,NOTRE DAME ELEM.,23,0,0,18,13
6906598,BUTTE,PRIVATE,,OROVILLE,OROVILLE CHRTN.,16,0,0,15,15
6926109,BUTTE,PRIVATE,,OROVILLE,SAINT THOMAS THE APOSTLE,13,0,0,13,13
6003404,CALAVERAS,PUBLIC,CALAVERAS UNIFIED,MOKELUMNE HILL,MOKELUMNE HILL ELEM.,14,0,4,10,10
6003438,CALAVERAS,PUBLIC,CALAVERAS UNIFIED,SAN ANDREAS,SAN ANDREAS ELEM.,48,0,5,42,39
6108518,CALAVERAS,PUBLIC,CALAVERAS UNIFIED,VALLEY SPRINGS,JENNY LIND,80,0,3,77,72
6003446,CALAVERAS,PUBLIC,CALAVERAS UNIFIED,VALLEY SPRINGS,VALLEY SPRINGS ELEM.,53,0,3,50,45
6003453,CALAVERAS,PUBLIC,CALAVERAS UNIFIED,WEST POINT,WEST POINT ELEM.,16,0,2,14,13
6003461,CALAVERAS,PUBLIC,MARK TWAIN UNION ELEMENTARY,ANGELS CAMP,MARK TWAIN ELEM.,46,0,2,39,39
6003388,CALAVERAS,PUBLIC,MARK TWAIN UNION ELEMENTARY,COPPEROPOLIS,COPPEROPOLIS ELEM.,48,0,0,43,34
6003396,CALAVERAS,PUBLIC,VALLECITO UNION,ARNOLD,FISCHER (HAZEL) ELEM.,31,0,1,30,28
6088975,CALAVERAS,PUBLIC,VALLECITO UNION,MURPHYS,MICHELSON (ALBERT A.) ELEM.,43,0,3,40,37
7078538,CALAVERAS,PRIVATE,,ANGELS CAMP,CHRTN. FAMILY LRNG. CTR.,13,0,1,12,12
7105059,CALAVERAS,PRIVATE,,VALLECITO,CHRISTIAN HERITAGE ACADEMY, ,,,,
6003495,COLUSA,PUBLIC,COLUSA UNIFIED,COLUSA,BURCHFIELD (JAMES M.) PRIMARY,115,0,0,115,114
6003503,COLUSA,PUBLIC,MAXWELL UNIFIED,MAXWELL,MAXWELL ELEM.,35,0,3,32,31
6003511,COLUSA,PUBLIC,PIERCE JOINT UNIFIED,ARBUCKLE,ARBUCKLE ELEM.,95,0,1,94,94
6003537,COLUSA,PUBLIC,PIERCE JOINT UNIFIED,GRIMES,GRAND ISLAND,11,0,0,11,11
6003552,COLUSA,PUBLIC,WILLIAMS UNIFIED,WILLIAMS,WILLIAMS ELEM.,106,0,0,106,106
6905780,COLUSA,PRIVATE,,COLUSA,OUR LADY OF LOURDES PARISH,21,0,0,19,19
6115703,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,ANTIOCH CHARTER ACADEMY I,23,0,0,23,23
115063,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,ANTIOCH CHARTER ACADEMY II,25,0,3,22,22
6003578,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,BELSHAW ELEM.,111,0,0,109,106
106583,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,CARMEN DRAGON ELEM,80,0,1,79,77
6117501,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,DIABLO VISTA,86,0,0,86,85
6003594,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,FREMONT ELEM.,92,0,1,90,91
6003602,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,KIMBALL ELEM.,91,0,1,90,89
6110514,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,LONDON (JACK) ELEM.,95,0,9,86,83
100461,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,LONE TREE ELEMENTARY,125,0,1,124,123
6003610,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,MARSH ELEM.,114,3,0,107,95
6084941,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,MISSION ELEM.,125,0,0,125,124
6115380,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,MNO GRANT ELEM.,68,0,2,66,56
6108989,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,MUIR (JOHN) ELEM.,106,0,1,105,105
119586,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,R.A.A.M.P. CHARTER ACADEMY,30,0,0,30,30
6003628,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,SUTTER ELEM.,96,0,0,91,91
6003636,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,TURNER ELEM.,104,0,0,104,99
113761,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,OAKLEY,ORCHARD PARK ELEM,59,0,2,54,48
6003644,CONTRA COSTA,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,BRENTWOOD ELEM.,107,0,1,106,105
6070981,CONTRA COSTA,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,GARIN ELEM.,127,0,0,127,126
6117410,CONTRA COSTA,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,LOMA VISTA ELEMENTARY,104,0,2,102,102
108019,CONTRA COSTA,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,MARSH CREEK ELEMENTARY,103,0,0,103,103
6109730,CONTRA COSTA,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,NUNN (RON) ELEM.,101,0,2,99,95
102376,CONTRA COSTA,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,PIONEER ELEMENTARY,146,0,2,143,142
6119754,CONTRA COSTA,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,R. PAUL KREY ELEMENTARY SCHOOL,129,0,1,127,127
6101943,CONTRA COSTA,PUBLIC,BYRON UNION ELEMENTARY,BYRON,DISCOVERY BAY ELEM.,98,0,2,94,88
6119838,CONTRA COSTA,PUBLIC,BYRON UNION ELEMENTARY,BYRON,TIMBER POINT ELEMENTARY SCHOOL,86,0,0,82,79
6003701,CONTRA COSTA,PUBLIC,JOHN SWETT UNIFIED,RODEO,RODEO HILLS ELEM.,111,0,0,111,103
6003719,CONTRA COSTA,PUBLIC,KNIGHTSEN ELEMENTARY,KNIGHTSEN,KNIGHTSEN ELEM.,45,0,0,45,45
6003727,CONTRA COSTA,PUBLIC,LAFAYETTE ELEMENTARY,LAFAYETTE,BURTON VALLEY,122,0,7,115,115
6003743,CONTRA COSTA,PUBLIC,LAFAYETTE ELEMENTARY,LAFAYETTE,HAPPY VALLEY ELEM.,66,0,2,64,60
6003750,CONTRA COSTA,PUBLIC,LAFAYETTE ELEMENTARY,LAFAYETTE,LAFAYETTE ELEM.,88,0,3,85,73
6003792,CONTRA COSTA,PUBLIC,LAFAYETTE ELEMENTARY,LAFAYETTE,SPRINGHILL ELEM.,89,0,5,84,73
6003826,CONTRA COSTA,PUBLIC,MARTINEZ UNIFIED,MARTINEZ,JOHN MUIR ELEM.,59,0,2,56,56
6003842,CONTRA COSTA,PUBLIC,MARTINEZ UNIFIED,MARTINEZ,LAS JUNTAS ELEM.,87,0,0,85,84
6003875,CONTRA COSTA,PUBLIC,MARTINEZ UNIFIED,MARTINEZ,MORELLO ELEM.,90,1,1,88,88
6003834,CONTRA COSTA,PUBLIC,MARTINEZ UNIFIED,MARTINEZ,SWETT (JOHN) ELEM.,73,0,7,66,66
6003909,CONTRA COSTA,PUBLIC,MORAGA ELEMENTARY,MORAGA,CAMINO PABLO ELEM.,56,0,2,54,54
6003933,CONTRA COSTA,PUBLIC,MORAGA ELEMENTARY,MORAGA,LOS PERALES ELEM.,48,1,2,45,45
6003917,CONTRA COSTA,PUBLIC,MORAGA ELEMENTARY,MORAGA,RHEEM (DONALD) ELEM.,60,0,1,59,59
6004188,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,CLAYTON,MT. DIABLO ELEM.,118,0,1,117,116
6003958,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,CONCORD,AYERS ELEM.,71,0,0,70,70
6003982,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,CONCORD,CAMBRIDGE ELEM.,140,0,0,140,138
6004048,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,CONCORD,EL MONTE ELEM.,92,0,0,88,88
6004105,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,CONCORD,HIGHLANDS ELEM.,98,0,0,98,98
6004154,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,CONCORD,MEADOW HOMES ELEM.,160,0,0,160,160
6004162,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,CONCORD,MONTE GARDENS ELEM.,92,0,2,90,88
6004170,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,CONCORD,MOUNTAIN VIEW ELEM.,60,0,2,58,57
6004303,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,CONCORD,SILVERWOOD ELEM.,66,0,4,62,59
6004329,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,CONCORD,SUN TERRACE ELEM.,122,0,0,122,115
6004378,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,CONCORD,WESTWOOD ELEM.,70,0,0,68,68
6004394,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,CONCORD,WOODSIDE ELEM.,66,0,0,66,66
6004402,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,CONCORD,WREN AVE. ELEM.,112,0,0,112,110
6004410,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,CONCORD,YGNACIO VALLEY ELEM.,88,0,2,84,86
6004097,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,MARTINEZ,HIDDEN VALLEY ELEM.,125,0,3,120,115
6003974,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,PITTSBURG,BEL AIR ELEM.,96,0,1,95,92
106088,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,PITTSBURG,DELTA VIEW ELEM.,139,0,0,139,139
6096226,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,PITTSBURG,RIO VISTA ELEM.,93,0,0,92,92
6004295,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,PITTSBURG,SHORE ACRES ELEM.,94,0,0,93,89
6004055,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,PLEASANT HILL,FAIR OAKS ELEM.,102,0,1,101,101
6112395,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,PLEASANT HILL,GREGORY GARDENS ELEM.,73,0,1,72,71
