SCHOOL CODE,COUNTY,PUBLIC/  PRIVATE,PUBLIC SCHOOL DISTRICT,CITY,SCHOOL NAME,ENROLLMENT,PME,PBE§,MMR1 
6100374,ALAMEDA,PUBLIC,ALAMEDA CITY UNIFIED,ALAMEDA,EARHART (AMELIA) ELEM.,100,0,0,100
6090013,ALAMEDA,PUBLIC,ALAMEDA CITY UNIFIED,ALAMEDA,EDISON ELEM.,75,0,5,70
6090039,ALAMEDA,PUBLIC,ALAMEDA CITY UNIFIED,ALAMEDA,FRANKLIN ELEM.,50,0,0,50
6090047,ALAMEDA,PUBLIC,ALAMEDA CITY UNIFIED,ALAMEDA,HAIGHT ELEM.,99,0,4,94
6090005,ALAMEDA,PUBLIC,ALAMEDA CITY UNIFIED,ALAMEDA,LUM (DONALD D.) ELEM.,90,0,1,89
126656,ALAMEDA,PUBLIC,ALAMEDA CITY UNIFIED,ALAMEDA,MAYA LIN,52,0,1,51
119222,ALAMEDA,PUBLIC,ALAMEDA CITY UNIFIED,ALAMEDA,NEA COMMUNITY LEARNING CENTER,37,2,0,33
6090021,ALAMEDA,PUBLIC,ALAMEDA CITY UNIFIED,ALAMEDA,OTIS (FRANK) ELEM.,99,0,3,96
6090120,ALAMEDA,PUBLIC,ALAMEDA CITY UNIFIED,ALAMEDA,PADEN ELEM.,54,0,0,51
111765,ALAMEDA,PUBLIC,ALAMEDA CITY UNIFIED,ALAMEDA,RUBY BRIDGES ELEMENTARY,104,0,2,102
6204697,ALAMEDA,PRIVATE,,ALAMEDA,CHINESE CHRISTIAN SCHOOLS - ALA,13,0,0,12
6513255,ALAMEDA,PRIVATE,,ALAMEDA,CLARKESON ELEM, , , , 
6922470,ALAMEDA,PRIVATE,,ALAMEDA,RISING STAR MONTESSORI ELEM.,16,0,1,9
6965891,ALAMEDA,PRIVATE,,ALAMEDA,SAINT JOSEPH'S ELEM.,31,0,0,31
6973077,ALAMEDA,PRIVATE,,ALAMEDA,SAINT PHILIP NERI,24,0,1,22
6135743,ALAMEDA,PRIVATE,,BERKELEY,AMERICAN INTERNATIONAL MONTESSORI SCHOOL,24,0,0,24
6972723,ALAMEDA,PRIVATE,,BERKELEY,BERKWOOD HEDGE,14,0,0,12
6989784,ALAMEDA,PRIVATE,,BERKELEY,BLACK PINE CIRCLE,21,0,2,19
6900757,ALAMEDA,PRIVATE,,BERKELEY,ECOLE BILINGUE DE BERKELEY,63,0,2,55
6919682,ALAMEDA,PRIVATE,,BERKELEY,MONTESSORI FAMILY SCH,10,0,3,5
6973085,ALAMEDA,PRIVATE,,BERKELEY,SCH. OF THE MADELEINE,33,0,0,32
6139620,ALAMEDA,PRIVATE,,BERKELEY,SHU REN INTERNATIONAL SCHOOL,10,0,0,10
6967442,ALAMEDA,PRIVATE,,BERKELEY,THE BERKELEY SCHOOL,23,0,0,15
6994651,ALAMEDA,PRIVATE,,BERKELEY,WALDEN CENTER AND SCHOOL,16,0,3,10
6906556,ALAMEDA,PRIVATE,,CASTRO VALLEY,CAMELOT - CASTRO VALLEY, , , , 
9301502,ALAMEDA,PRIVATE,,CASTRO VALLEY,MONTESSORI SCHOOL AT FIVE CANYONS,11,0,0,9
6970651,ALAMEDA,PRIVATE,,CASTRO VALLEY,OUR LADY OF GRACE,28,0,0,27
6913131,ALAMEDA,PRIVATE,,CASTRO VALLEY,REDWOOD CHRTN. - MAIN CAMPUS,48,1,2,45
6995641,ALAMEDA,PRIVATE,,DUBLIN,FOUNTAINHEAD MONTESSORI - DUBLIN,10,0,0,10
6906531,ALAMEDA,PRIVATE,,DUBLIN,LITTLE KIDS LRNG. CTR., , , , 
7103989,ALAMEDA,PRIVATE,,DUBLIN,"QUARRY LANE SCHOOL, THE",32,0,0,32
6959878,ALAMEDA,PRIVATE,,DUBLIN,SAINT PHILIP LUTHERAN,11,0,0,11
7012222,ALAMEDA,PRIVATE,,DUBLIN,SAINT RAYMOND'S ELEM.,35,0,1,34
6972657,ALAMEDA,PRIVATE,,DUBLIN,VALLEY CHRTN. ELEM SCH.,32,0,1,28
6909840,ALAMEDA,PRIVATE,,FREMONT,FREMONT CHRISTIAN SCHOOL,46,0,0,39
6972731,ALAMEDA,PRIVATE,,FREMONT,HOLY SPIRIT ELEM.,33,0,1,31
6140461,ALAMEDA,PRIVATE,,FREMONT,ILM ACADEMY,13,0,0,13
6922389,ALAMEDA,PRIVATE,,FREMONT,KIMBER HILLS ACADEMY,33,0,0,33
7047269,ALAMEDA,PRIVATE,,FREMONT,MISSION VALLEY MONTESSORI CHILDREN'S CENTER,14,0,0,14
801501,ALAMEDA,PRIVATE,,FREMONT,MONTESSORI CHILDREN'S HOUSE, , , , 
6993778,ALAMEDA,PRIVATE,,FREMONT,MONTESSORI SCHOOL OF FREMONT,23,0,0,23
7047236,ALAMEDA,PRIVATE,,FREMONT,NEW HORIZONS,20,0,0,20
6970628,ALAMEDA,PRIVATE,,FREMONT,OUR LADY OF GUADALUPE SCHOOL,24,0,0,23
7100902,ALAMEDA,PRIVATE,,FREMONT,PEACE TERRACE ACADEMY,11,0,0,10
6967483,ALAMEDA,PRIVATE,,FREMONT,PRINCE OF PEACE LUTHERAN SCH.,40,0,0,40
6132872,ALAMEDA,PRIVATE,,FREMONT,SCRIBBLES MONTESSORI,18,0,0,18
7047202,ALAMEDA,PRIVATE,,FREMONT,ST JOSEPH SCHOOL,19,0,0,19
6141923,ALAMEDA,PRIVATE,,FREMONT,STRATFORD SCHOOL,53,0,0,51
6206023,ALAMEDA,PRIVATE,,FREMONT,STRATFORD SCHOOL,30,0,0,30
6965909,ALAMEDA,PRIVATE,,HAYWARD,ALL SAINTS,14,0,0,14
7032402,ALAMEDA,PRIVATE,,HAYWARD,CHILDREN'S CHOICE EDUCARE,14,0,0,14
6132690,ALAMEDA,PRIVATE,,HAYWARD,ELMHURST LEARNING CENTER / GRACE ACADEMY,12,0,0,8
7003304,ALAMEDA,PRIVATE,,HAYWARD,LEA'S CHRTN.,15,0,0,15
7103286,ALAMEDA,PRIVATE,,HAYWARD,MONTESSORI CHILDREN'S HOUSE #1,15,0,0,14
6135552,ALAMEDA,PRIVATE,,HAYWARD,PEACEFUL LEARNING, , , , 
6972871,ALAMEDA,PRIVATE,,HAYWARD,SAINT BEDE'S ELEM.,14,0,0,14
6965917,ALAMEDA,PRIVATE,,HAYWARD,SAINT CLEMENT, , , , 
6972970,ALAMEDA,PRIVATE,,HAYWARD,SAINT JOACHIM'S ELEM.,34,0,0,33
6995559,ALAMEDA,PRIVATE,,HAYWARD,WOODROE WOODS,27,0,2,24
6995583,ALAMEDA,PRIVATE,,LIVERMORE,OUR SAVIOR LUTH.,35,0,0,35
6967525,ALAMEDA,PRIVATE,,LIVERMORE,SAINT MICHAEL'S,18,0,1,17
7103823,ALAMEDA,PRIVATE,,LIVERMORE,SUNSET CHRISTIAN SCHOOL, , , , 
6900773,ALAMEDA,PRIVATE,,LIVERMORE,VALLEY MONTESSORI,44,1,5,24
7091234,ALAMEDA,PRIVATE,,NEWARK,CHALLENGER,43,0,1,40
7055411,ALAMEDA,PRIVATE,,NEWARK,CHALLENGER - NEWARK,125,0,0,121
6972921,ALAMEDA,PRIVATE,,NEWARK,SAINT EDWARD SCH.,33,0,0,33
7082266,ALAMEDA,PRIVATE,,OAKLAND,ACTS CHRISTIAN ACADEMY,19,0,0,16
7071632,ALAMEDA,PRIVATE,,OAKLAND,AURORA,21,0,6,11
6928725,ALAMEDA,PRIVATE,,OAKLAND,BEACON DAY,17,0,2,15
6967475,ALAMEDA,PRIVATE,,OAKLAND,BENTLEY SCHOOL,33,0,3,26
6143077,ALAMEDA,PRIVATE,,OAKLAND,E.M. UNIVERSITY OF SCIENCE & TECHNOLOGY, , , , 
6143101,ALAMEDA,PRIVATE,,OAKLAND,ELIJAH'S UNIVERSITY FOR SELF-DEVELOPMENT, , , , 
6138184,ALAMEDA,PRIVATE,,OAKLAND,ESCUELA BILINGUE INTERNACIONAL,44,0,0,44
7071970,ALAMEDA,PRIVATE,,OAKLAND,GRAND LAKE MONTESSORI,16,0,3,9
7083397,ALAMEDA,PRIVATE,,OAKLAND,GROWING LIGHT,21,1,0,20
6932925,ALAMEDA,PRIVATE,,OAKLAND,HEAD-ROYCE ATTN:LOWER SCL. OFF.,52,0,0,52
6143382,ALAMEDA,PRIVATE,,OAKLAND,I.Q.R.A.A. EDUCATIONAL ACADEMY & SERVICES, , , , 
7072606,ALAMEDA,PRIVATE,,OAKLAND,ILE OMODE,10,0,0,2
6906549,ALAMEDA,PRIVATE,,OAKLAND,MILLS COLLEGE CHILDRENS,30,0,1,29
7054018,ALAMEDA,PRIVATE,,OAKLAND,NORTHERN LIGHT,19,0,0,19
7081524,ALAMEDA,PRIVATE,,OAKLAND,OAKLAND HEBREW DAY SCHOOL,23,1,1,16
6998470,ALAMEDA,PRIVATE,,OAKLAND,PARK DAY,23,0,2,17
6995542,ALAMEDA,PRIVATE,,OAKLAND,REDWOOD DAY,28,0,1,26
6967517,ALAMEDA,PRIVATE,,OAKLAND,SAINT ANTHONY'S ELEM.,23,0,0,23
6972939,ALAMEDA,PRIVATE,,OAKLAND,SAINT ELIZABETH'S ELEM.,36,0,0,32
6973002,ALAMEDA,PRIVATE,,OAKLAND,SAINT LAWRENCE O'TOOLE,23,0,0,23
6973010,ALAMEDA,PRIVATE,,OAKLAND,SAINT LEO THE GREAT SCH.,24,0,0,24
6967491,ALAMEDA,PRIVATE,,OAKLAND,SAINT MARTIN DE PORRES,29,0,0,29
6960694,ALAMEDA,PRIVATE,,OAKLAND,SAINT PAUL'S EPISCOPAL,32,0,0,32
6967533,ALAMEDA,PRIVATE,,OAKLAND,SAINT THERESA SCH.,26,0,0,26
6994107,ALAMEDA,PRIVATE,,OAKLAND,SAINT VINCENTS' DAY HOME,24,0,0,24
6203814,ALAMEDA,PRIVATE,,OAKLAND,STARLITE SCHOOL,17,0,0,17
6141048,ALAMEDA,PRIVATE,,OAKLAND,THE RENAISSANCE SCHOOL,15,0,0,14
7055254,ALAMEDA,PRIVATE,,OAKLAND,TREEHOUSE FIRST COVENANT PS,13,0,0,12
6972632,ALAMEDA,PRIVATE,,PIEDMONT,CORPUS CHRISTI,29,0,1,28
6973135,ALAMEDA,PRIVATE,,PIEDMONT,ZION LUTHERAN, , , , 
9101508,ALAMEDA,PRIVATE,,PLEASANTON,KINDER-CARE #878,11,0,0,6
1201502,ALAMEDA,PRIVATE,,PLEASANTON,STRATFORD SCHOOL,32,0,0,31
6972574,ALAMEDA,PRIVATE,,SAN LEANDRO,ASSUMPTION ELEM.,30,0,1,29
6932800,ALAMEDA,PRIVATE,,SAN LEANDRO,CHINESE CHRTN.,38,0,1,34
6903454,ALAMEDA,PRIVATE,,SAN LEANDRO,MONTESSORI PRESCHOOL OF SAN LEANDRO,13,0,0,12
7072317,ALAMEDA,PRIVATE,,SAN LEANDRO,"PRINCIPLED ACADEMY, THE",17,0,2,15
6972947,ALAMEDA,PRIVATE,,SAN LEANDRO,SAINT FELICITAS SCH. .,27,0,0,27
6970636,ALAMEDA,PRIVATE,,SAN LEANDRO,SAINT LEANDER,22,0,0,22
6972624,ALAMEDA,PRIVATE,,SAN LORENZO,CALVARY LUTHERAN ELEM.,15,0,0,5
7091325,ALAMEDA,PRIVATE,,SAN LORENZO,LIGHTHOUSE CHRISTIAN ACADEMY, , , , 
6970602,ALAMEDA,PRIVATE,,SAN LORENZO,SAINT JOHN'S ELEM.,29,0,0,29
6138648,ALAMEDA,PRIVATE,,UNION CITY,MISSION HILLS MIDDLE SCHOOL,66,0,0,66
6200877,ALAMEDA,PRIVATE,,UNION CITY,NORTHSTAR SCHOOL,22,0,4,18
6977862,ALAMEDA,PRIVATE,,UNION CITY,OUR LADY OF THE ROSARY,11,0,0,11
7088743,ALAMEDA,PRIVATE,,UNION CITY,UNION CITY CHRISTIAN ACAD.,13,0,1,11
6002794,ALPINE,PUBLIC,ALPINE COUNTY UNIFIED,MARKLEEVILLE,DIAMOND VALLEY ELEM.,19,0,2,16
6002810,AMADOR,PUBLIC,AMADOR COUNTY UNIFIED,IONE,IONE ELEM.,77,0,8,68
6002828,AMADOR,PUBLIC,AMADOR COUNTY UNIFIED,JACKSON,JACKSON ELEM.,69,0,2,64
6002844,AMADOR,PUBLIC,AMADOR COUNTY UNIFIED,PINE GROVE,PINE GROVE ELEM.,28,0,2,25
6002851,AMADOR,PUBLIC,AMADOR COUNTY UNIFIED,PINE GROVE,PIONEER ELEM.,27,0,1,26
6002869,AMADOR,PUBLIC,AMADOR COUNTY UNIFIED,PLYMOUTH,PLYMOUTH ELEM.,34,0,3,31
6002877,AMADOR,PUBLIC,AMADOR COUNTY UNIFIED,SUTTER CREEK,SUTTER CREEK ELEM.,47,0,6,41
9103501,AMADOR,PRIVATE,,PLYMOUTH,MONARCH MONTESSORI, , , , 
102327,BUTTE,PUBLIC,THERMALITO UNION ELEMENTARY,OROVILLE,PLUMAS AVENUE ELEMENTARY,61,0,1,60
6003362,BUTTE,PUBLIC,THERMALITO UNION ELEMENTARY,OROVILLE,POPLAR AVE. ELEM.,42,0,0,42
6003370,BUTTE,PUBLIC,THERMALITO UNION ELEMENTARY,OROVILLE,SIERRA AVE ELEM,86,0,0,84
6113526,BUTTE,PUBLIC,PARADISE UNIFIED,MAGALIA,CEDARWOOD ELEM.,35,0,1,28
6105522,BUTTE,PUBLIC,PARADISE UNIFIED,MAGALIA,PINE RIDGE SCHOOL,58,1,7,44
110338,BUTTE,PUBLIC,PARADISE UNIFIED,PARADISE,ACHIEVE CHARTER OF PARADISE,19,0,1,16
6113765,BUTTE,PUBLIC,PARADISE UNIFIED,PARADISE,CHILDREN'S COMMUNITY CHARTER,23,0,5,17
6003313,BUTTE,PUBLIC,PARADISE UNIFIED,PARADISE,PARADISE ELEM.,96,0,2,75
6003339,BUTTE,PUBLIC,PARADISE UNIFIED,PARADISE,PONDEROSA ELEM.,95,0,2,79
6003289,BUTTE,PUBLIC,PALERMO UNION ELEMENTARY,OROVILLE,WILCOX (HELEN M.) ELEM.,153,0,4,146
6003214,BUTTE,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,BIRD STREET ELEM.,30,0,0,30
6003255,BUTTE,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,OAKDALE HEIGHTS ELEM.,94,1,3,90
6003263,BUTTE,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,OPHIR ELEM.,59,0,0,58
6003271,BUTTE,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,STANFORD AVE. ELEM.,92,1,3,86
6094957,BUTTE,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,WYANDOTTE AVE. ELEM.,41,0,0,39
6003198,BUTTE,PUBLIC,MANZANITA ELEMENTARY,GRIDLEY,MANZANITA ELEM.,35,0,1,34
6003156,BUTTE,PUBLIC,GRIDLEY UNIFIED,GRIDLEY,MCKINLEY PRIMARY,163,0,3,160
6003131,BUTTE,PUBLIC,GOLDEN FEATHER UNION ELEMENTARY,OROVILLE,CONCOW ELEMENTARY,14,0,1,11
6003115,BUTTE,PUBLIC,DURHAM UNIFIED,DURHAM,DURHAM ELEM.,65,0,9,56
6119523,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,BLUE OAK CHARTER,52,0,18,18
6002968,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,CHAPMAN ELEM.,57,1,3,53
6113773,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,CHICO COUNTRY DAY SCHOOL,61,0,2,57
6002976,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,CITRUS AVE. ELEM.,48,0,1,47
6111116,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,EMMA WILSON ELEMENTARY,106,0,5,99
6003008,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,HOOKER OAK ELEM.,61,0,13,46
6109722,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,LITTLE CHICO CREEK ELEM.,72,0,6,64
6003032,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,MARIGOLD ELEM.,107,0,4,103
6003024,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,MCMANUS (JOHN A.) ELEM.,77,0,0,77
6003040,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,NEAL DOW ELEM.,65,0,5,60
110551,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,NORD COUNTRY,22,0,0,22
6003073,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,PARKVIEW ELEM.,34,0,5,29
6003081,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,ROSEDALE ELEM.,96,0,6,88
6003099,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,SHASTA ELEM.,93,0,3,90
121475,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,SHERWOOD MONTESSORI,21,0,1,16
6003107,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,SIERRA VIEW ELEM.,85,0,5,79
123810,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,WILDFLOWER OPEN CLASSROOM,19,0,4,12
118042,BUTTE,PUBLIC,CHICO UNIFIED,FOREST RANCH,FOREST RANCH CHARTER,18,0,0,16
114991,BUTTE,PUBLIC,BUTTE COUNTY OFFICE OF EDUCATION,CHICO,CORE BUTTE CHARTER,36,0,15,21
430090,BUTTE,PUBLIC,BUTTE COUNTY OFFICE OF EDUCATION,OROVILLE,LEARNING COMM CHRTR (HEARTHSTONE/FOUR WINDS),17,0,1,16
6002943,BUTTE,PUBLIC,BIGGS UNIFIED,BIGGS,BIGGS ELEMENTARY,39,0,0,35
6002919,BUTTE,PUBLIC,BANGOR UNION ELEMENTARY,BANGOR,BANGOR ELEM.,10,0,1,9
6973168,BUTTE,PRIVATE,,CHICO,CHICO CHRISTIAN,66,0,0,65
7034820,BUTTE,PRIVATE,,CHICO,CHICO OAKS ADVENTIST,16,0,0,16
7037567,BUTTE,PRIVATE,,CHICO,KING'S CHRTN.,10,0,1,7
6967582,BUTTE,PRIVATE,,CHICO,NOTRE DAME ELEM.,22,0,2,16
6906598,BUTTE,PRIVATE,,OROVILLE,OROVILLE CHRTN.,15,0,3,10
6926109,BUTTE,PRIVATE,,OROVILLE,SAINT THOMAS THE APOSTLE,11,0,0,11
6132948,BUTTE,PRIVATE,,PARADISE,CORNERSTONE CHRISTIAN SCHOOL,13,0,1,12
6142327,BUTTE,PRIVATE,,PARADISE,GILL FAMILY HOME SCHOOL, , , , 
6973903,BUTTE,PRIVATE,,PARADISE,PARADISE ADVENTIST ACADEMY,15,0,1,9
6003396,CALAVERAS,PUBLIC,VALLECITO UNION,ARNOLD,FISCHER (HAZEL) ELEM.,26,0,3,22
6088975,CALAVERAS,PUBLIC,VALLECITO UNION,MURPHYS,MICHELSON (ALBERT A.) ELEM.,45,0,4,38
6003461,CALAVERAS,PUBLIC,MARK TWAIN UNION ELEMENTARY,ANGELS CAMP,MARK TWAIN ELEM.,50,0,8,41
6003388,CALAVERAS,PUBLIC,MARK TWAIN UNION ELEMENTARY,COPPEROPOLIS,COPPEROPOLIS ELEM.,44,0,4,39
6003404,CALAVERAS,PUBLIC,CALAVERAS UNIFIED,MOKELUMNE HILL,MOKELUMNE HILL ELEM.,12,0,1,10
6003420,CALAVERAS,PUBLIC,CALAVERAS UNIFIED,RAIL ROAD FLAT,RAIL ROAD FLAT ELEM,12,0,2,10
6003438,CALAVERAS,PUBLIC,CALAVERAS UNIFIED,SAN ANDREAS,SAN ANDREAS ELEM.,42,0,2,30
6108518,CALAVERAS,PUBLIC,CALAVERAS UNIFIED,VALLEY SPRINGS,JENNY LIND ELEMENTARY SCHOOL,64,0,2,55
6003446,CALAVERAS,PUBLIC,CALAVERAS UNIFIED,VALLEY SPRINGS,VALLEY SPRINGS ELEM.,66,1,5,53
530154,CALAVERAS,PUBLIC,CALAVERAS COUNTY OFFICE OF EDUCATION,SAN ANDREAS,MOUNTAIN OAKS SCHOOL,24,0,12,10
7078538,CALAVERAS,PRIVATE,,ANGELS CAMP,CHRTN. FAMILY LRNG. CTR.,10,0,0,10
6142558,CALAVERAS,PRIVATE,,LINDEN,DOOR TO THE CROSS, , , , 
7105059,CALAVERAS,PRIVATE,,VALLECITO,CHRISTIAN HERITAGE ACADEMY, , , , 
6003552,COLUSA,PUBLIC,WILLIAMS UNIFIED,WILLIAMS,WILLIAMS ELEM.,121,2,0,119
6003511,COLUSA,PUBLIC,PIERCE JOINT UNIFIED,ARBUCKLE,ARBUCKLE ELEM.,100,0,0,100
6003537,COLUSA,PUBLIC,PIERCE JOINT UNIFIED,GRIMES,GRAND ISLAND,10,0,0,10
6003503,COLUSA,PUBLIC,MAXWELL UNIFIED,MAXWELL,MAXWELL ELEM.,31,0,1,30
6003495,COLUSA,PUBLIC,COLUSA UNIFIED,COLUSA,BURCHFIELD (JAMES M.) PRIMARY,137,0,2,132
6004758,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,EL CERRITO,FAIRMONT ELEM.,100,0,2,98
6004782,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,EL CERRITO,HARDING ELEM.,41,0,2,39
6004840,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,EL CERRITO,MADERA ELEM.,84,0,3,81
6004873,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,EL SOBRANTE,MURPHY ELEM.,65,0,0,65
6004899,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,EL SOBRANTE,OLINDA ELEM.,45,0,0,43
6004964,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,EL SOBRANTE,SHELDON ELEM.,50,0,0,47
6112015,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,HERCULES,HANNA RANCH ELEM.,68,0,0,68
6097141,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,HERCULES,LUPINE HILLS ELEM.,70,0,0,70
6099717,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,HERCULES,OHLONE ELEM.,64,0,0,64
6004808,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,KENSINGTON,KENSINGTON ELEM.,78,0,3,74
6004659,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,PINOLE,COLLINS ELEM.,45,0,0,44
6004733,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,PINOLE,ELLERHORST ELEM.,62,0,3,58
6004956,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,PINOLE,SHANNON ELEM.,59,0,0,59
6004980,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,PINOLE,STEWART ELEM.,29,0,1,28
6114094,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,CHAVEZ ELEM.,109,0,0,109
6004667,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,CORONADO ELEM,108,0,0,107
6004766,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,FORD ELEM,124,0,0,122
6004774,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,GRANT ELEM.,93,0,0,93
6004741,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,HIGHLAND ELEM.,87,0,1,85
6004915,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,KING ELEM.,74,0,0,69
6004832,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,LINCOLN ELEM.,86,0,0,84
6004857,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,MIRA VISTA ELEM.,54,0,3,51
6004881,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,NYSTROM ELEM.,75,0,0,68
6004907,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,PERES ELEM.,80,0,0,79
110973,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,RICHMOND COLLEGE PREP K-5 CHARTER,55,0,0,51
6004931,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,RIVERSIDE ELEM.,60,0,0,58
6004972,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,STEGE ELEM.,56,0,0,51
6005003,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,VALLEY VIEW ELEM.,39,0,1,38
6005011,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,VERDE ELEM.,57,0,0,55
6005037,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,WASHINGTON ELEM.,88,0,2,78
6005045,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,WILSON ELEM.,84,0,1,81
6004600,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,SAN PABLO,BAYVIEW ELEM.,133,0,0,133
6004691,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,SAN PABLO,DOVER ELEM.,142,0,1,139
6057210,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,SAN PABLO,DOWNER ELEM.,87,0,0,85
6004824,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,SAN PABLO,LAKE ELEM.,61,0,0,61
6004865,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,SAN PABLO,MONTALVIN MANOR ELEM.,59,0,0,58
6004998,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,SAN PABLO,TARA HILLS ELEM.,80,0,1,75
6005169,CONTRA COSTA,PUBLIC,WALNUT CREEK ELEMENTARY,WALNUT CREEK,BUENA VISTA ELEM.,90,0,6,83
6005177,CONTRA COSTA,PUBLIC,WALNUT CREEK ELEMENTARY,WALNUT CREEK,INDIAN VALLEY ELEM.,66,0,3,63
6005185,CONTRA COSTA,PUBLIC,WALNUT CREEK ELEMENTARY,WALNUT CREEK,MURWOOD ELEM.,52,1,1,50
6005193,CONTRA COSTA,PUBLIC,WALNUT CREEK ELEMENTARY,WALNUT CREEK,PARKMEAD ELEM.,84,1,4,79
6005243,CONTRA COSTA,PUBLIC,WALNUT CREEK ELEMENTARY,WALNUT CREEK,WALNUT HEIGHTS ELEM.,64,0,2,61
6005060,CONTRA COSTA,PUBLIC,SAN RAMON VALLEY UNIFIED,ALAMO,ALAMO ELEM.,51,0,1,49
6005136,CONTRA COSTA,PUBLIC,SAN RAMON VALLEY UNIFIED,ALAMO,RANCHO ROMERO ELEM.,66,0,0,64
6005102,CONTRA COSTA,PUBLIC,SAN RAMON VALLEY UNIFIED,DANVILLE,BALDWIN (JOHN) ELEM.,127,0,0,125
119032,CONTRA COSTA,PUBLIC,SAN RAMON VALLEY UNIFIED,DANVILLE,CREEKSIDE ELEMENTARY,146,0,0,144
6005094,CONTRA COSTA,PUBLIC,SAN RAMON VALLEY UNIFIED,DANVILLE,GREEN VALLEY ELEM.,88,1,2,84
6096036,CONTRA COSTA,PUBLIC,SAN RAMON VALLEY UNIFIED,DANVILLE,GREENBROOK ELEM.,96,0,1,95
6005128,CONTRA COSTA,PUBLIC,SAN RAMON VALLEY UNIFIED,DANVILLE,MONTAIR ELEM.,98,1,0,95
6110449,CONTRA COSTA,PUBLIC,SAN RAMON VALLEY UNIFIED,DANVILLE,SYCAMORE VALLEY ELEM.,90,0,5,82
