SCHOOL CODE,COUNTY,PUB/ PRIV,DISTRICT CODE,SCHOOL,ENROLLMENT,PME,PBE,MMR1 ,MMR2
6017719,LOS ANGELES,PUBLIC,64733,KENTWOOD ELEM.,67,0,1,64,61
6017727,LOS ANGELES,PUBLIC,64733,KESTER AVE. ELEM.,167,1,1,165,163
111989,LOS ANGELES,PUBLIC,64733,KIM ELEM,81,0,0,79,73
6115802,LOS ANGELES,PUBLIC,64733,KINDERGARDEN LEARNING,157,0,0,157,156
109405,LOS ANGELES,PUBLIC,64733,KINSLEY ELEM,106,0,0,94,87
117903,LOS ANGELES,PUBLIC,64733,KIPP RAICES ACADEMY,102,0,0,102,99
6017735,LOS ANGELES,PUBLIC,64733,KITTRIDGE STREET ELEM,125,0,2,123,122
6017743,LOS ANGELES,PUBLIC,64733,KNOLLWOOD ELEM.,55,0,0,55,55
6017750,LOS ANGELES,PUBLIC,64733,LA SALLE AVE. ELEM.,79,0,0,76,71
6119093,LOS ANGELES,PUBLIC,64733,LAFAYETTE PARK PRIMAR,141,0,2,139,134
109199,LOS ANGELES,PUBLIC,64733,LAKE ST. P. C.,155,0,0,153,152
6017768,LOS ANGELES,PUBLIC,64733,LANAI ROAD ELEM.,106,0,3,103,103
6018931,LOS ANGELES,PUBLIC,64733,LANE (ROBERT HILL) EL,49,0,0,49,46
6017776,LOS ANGELES,PUBLIC,64733,LANGDON AVE. ELEM.,158,0,0,130,123
6017784,LOS ANGELES,PUBLIC,64733,LANKERSHIM ELEM.,61,0,0,61,59
117929,LOS ANGELES,PUBLIC,64733,LARCHMONT CHARTER SCH,38,0,0,20,20
6017792,LOS ANGELES,PUBLIC,64733,LASSEN ELEM.,115,0,1,113,111
6017800,LOS ANGELES,PUBLIC,64733,LATONA AVE. ELEM.,54,0,0,54,51
6017818,LOS ANGELES,PUBLIC,64733,LAUREL ELEM.,32,0,1,31,30
6017826,LOS ANGELES,PUBLIC,64733,LEAPWOOD AVE. ELEM.,52,0,0,48,42
6017834,LOS ANGELES,PUBLIC,64733,LELAND STREET ELEM..,91,0,0,82,77
6017842,LOS ANGELES,PUBLIC,64733,LEMAY STREET ELEM.,75,0,0,73,65
109264,LOS ANGELES,PUBLIC,64733,LEXINGTON PRIMARY CEN,81,0,0,78,76
6017859,LOS ANGELES,PUBLIC,64733,LIBERTY BLVD. ELEM.,115,0,0,102,67
6017867,LOS ANGELES,PUBLIC,64733,LIGGETT STREET ELEM.,137,0,0,137,132
6017875,LOS ANGELES,PUBLIC,64733,LILLIAN STREET ELEM.,118,0,0,117,116
6017883,LOS ANGELES,PUBLIC,64733,LIMERICK AVE. ELEM.,150,0,0,149,143
6017891,LOS ANGELES,PUBLIC,64733,LOCKHURST DRIVE ELEM.,69,0,7,59,54
6017909,LOS ANGELES,PUBLIC,64733,LOCKWOOD AVE. ELEM.,53,0,0,52,52
6017917,LOS ANGELES,PUBLIC,64733,LOGAN STREET ELEM.,90,0,0,90,90
6060578,LOS ANGELES,PUBLIC,64733,LOKRANTZ SP. ED. CTR.,78,0,0,77,39
6017925,LOS ANGELES,PUBLIC,64733,LOMA VISTA AVE. ELEM.,161,0,0,161,159
6017933,LOS ANGELES,PUBLIC,64733,LOMITA MATH/SCIENCE M,73,0,3,45,44
6017941,LOS ANGELES,PUBLIC,64733,LORENA STREET ELEM.,132,0,1,131,128
6017958,LOS ANGELES,PUBLIC,64733,LORETO STREET ELEM.,71,0,0,71,71
6017966,LOS ANGELES,PUBLIC,64733,LORNE STREET ELEM.,88,0,0,77,82
6111512,LOS ANGELES,PUBLIC,64733,LOS ANGELES ELEM.,138,0,0,138,127
112235,LOS ANGELES,PUBLIC,64733,LOS FELIZ CHARTER SCH,81,0,4,77,77
6017974,LOS ANGELES,PUBLIC,64733,LOS FELIZ ELEM.,60,0,0,60,60
6017982,LOS ANGELES,PUBLIC,64733,LOYOLA VILLAGE ELEM.,42,2,0,40,38
6120810,LOS ANGELES,PUBLIC,64733,MACARTHUR PARK PRIMAR,132,0,0,132,118
109413,LOS ANGELES,PUBLIC,64733,MADISON ELEM,97,0,1,95,94
6018014,LOS ANGELES,PUBLIC,64733,MALABAR STREET ELEM.,142,0,0,140,140
6018030,LOS ANGELES,PUBLIC,64733,MANHATTAN PLACE ELEM.,68,0,0,66,54
106922,LOS ANGELES,PUBLIC,64733,MAPLE PRIMARY CENTER,118,0,0,117,111
6018048,LOS ANGELES,PUBLIC,64733,MAR VISTA ELEM.,110,0,5,102,98
6018055,LOS ANGELES,PUBLIC,64733,MARIANNA AVE. ELEM.,76,0,0,76,70
109256,LOS ANGELES,PUBLIC,64733,MARIPOSA-NABI PRIMARY,91,0,0,85,83
6060529,LOS ANGELES,PUBLIC,64733,MARLTON SCH. (SPEC ED,24,0,0,19,17
6018063,LOS ANGELES,PUBLIC,64733,MARQUEZ AVE. ELEM. CH,84,0,3,20,17
109207,LOS ANGELES,PUBLIC,64733,MARTHA ESCUTIA PRIMAR,247,0,0,241,244
6019061,LOS ANGELES,PUBLIC,64733,MARTIN LUTHER KING JR,84,0,0,81,73
6018071,LOS ANGELES,PUBLIC,64733,MARVIN ELEM.,152,1,0,138,116
109397,LOS ANGELES,PUBLIC,64733,MAURICE SENDAK ELEM.,132,0,0,132,132
6018089,LOS ANGELES,PUBLIC,64733,MAYALL STREET ELEM.,72,0,0,72,71
6018097,LOS ANGELES,PUBLIC,64733,MAYBERRY STREET ELEM.,52,0,0,51,43
109363,LOS ANGELES,PUBLIC,64733,MAYWOOD NEW ELEM,72,0,0,71,66
6018105,LOS ANGELES,PUBLIC,64733,MCKINLEY AVE. ELEM.,135,0,0,135,135
6018113,LOS ANGELES,PUBLIC,64733,MELROSE AVE. ELEM.,43,0,0,42,40
6018121,LOS ANGELES,PUBLIC,64733,MELVIN AVE. ELEM.,80,0,1,78,73
6018139,LOS ANGELES,PUBLIC,64733,MENLO AVE. ELEM.,112,0,0,100,81
6018147,LOS ANGELES,PUBLIC,64733,MEYLER STREET ELEM.,125,0,0,120,122
6018154,LOS ANGELES,PUBLIC,64733,MICHELTORENA STREET E,31,0,0,31,30
1931070,LOS ANGELES,PUBLIC,64733,MID-CITY ALT.,24,0,0,24,24
102426,LOS ANGELES,PUBLIC,64733,MILAGRO CHARTER,44,0,0,44,44
6066278,LOS ANGELES,PUBLIC,64733,MILLER (LOREN) ELEM.,169,0,0,167,159
6018196,LOS ANGELES,PUBLIC,64733,MONLUX (JOHN B.) ELEM,96,0,0,94,95
6107403,LOS ANGELES,PUBLIC,64733,MONTARA ELEM.,120,0,0,120,115
6018220,LOS ANGELES,PUBLIC,64733,MORNINGSIDE ELEM.,168,0,0,158,137
6018238,LOS ANGELES,PUBLIC,64733,MOUNTAIN VIEW ELEM.,83,0,0,82,77
6018246,LOS ANGELES,PUBLIC,64733,MT. WASHINGTON ELEM.,45,1,0,44,41
6119044,LOS ANGELES,PUBLIC,64733,MULTICULTURAL LEARNIN,60,0,2,58,53
6018253,LOS ANGELES,PUBLIC,64733,MULTNOMAH STREET ELEM,60,0,0,60,55
6018261,LOS ANGELES,PUBLIC,64733,MURCHISON STREET ELEM,71,0,0,71,69
6018279,LOS ANGELES,PUBLIC,64733,NAPA STREET ELEM.,100,0,1,95,82
6018287,LOS ANGELES,PUBLIC,64733,NESTLE AVE. ELEM.,90,0,7,83,82
6018295,LOS ANGELES,PUBLIC,64733,NEVADA AVE. ELEM.,85,0,0,84,84
6018303,LOS ANGELES,PUBLIC,64733,NEVIN AVE. ELEM.,122,0,0,119,111
102483,LOS ANGELES,PUBLIC,64733,NEW ACADEMY CANOGA PA,60,0,0,60,51
111211,LOS ANGELES,PUBLIC,64733,NEW HEIGHTS CHARTER,40,0,0,40,40
6018311,LOS ANGELES,PUBLIC,64733,NEWCASTLE ELEM.,72,0,0,72,72
6018337,LOS ANGELES,PUBLIC,64733,NINETY-FIFTH STREET E,171,0,0,160,139
6018345,LOS ANGELES,PUBLIC,64733,NINETY-NINTH STREET E,88,0,0,86,86
6018352,LOS ANGELES,PUBLIC,64733,NINETY-SECOND STREET,162,0,0,159,152
6018378,LOS ANGELES,PUBLIC,64733,NINETY-SIXTH STREET E,143,0,1,138,141
6104814,LOS ANGELES,PUBLIC,64733,NINTH STREET ELEM.,54,0,0,49,42
109389,LOS ANGELES,PUBLIC,64733,NOBLE NEW ELEM #1,111,0,0,103,96
6018410,LOS ANGELES,PUBLIC,64733,NORMANDIE AVE. ELEM.,142,0,0,134,96
6018428,LOS ANGELES,PUBLIC,64733,NORMONT ELEM.,90,0,0,90,82
6018436,LOS ANGELES,PUBLIC,64733,NORWOOD STREET ELEM.,124,1,0,106,68
6110274,LOS ANGELES,PUBLIC,64733,NUEVA VISTA ELEM.,170,0,0,168,166
6018444,LOS ANGELES,PUBLIC,64733,O'MELVENY ELEM.,80,0,0,77,68
102335,LOS ANGELES,PUBLIC,64733,OCEAN CHARTER SCHOOL,59,0,29,24,20
109181,LOS ANGELES,PUBLIC,64733,OLYMPIC PRIMARY CENTE,198,1,1,195,186
6018469,LOS ANGELES,PUBLIC,64733,ONE HUNDRED EIGHTEENT,115,0,1,114,114
6018477,LOS ANGELES,PUBLIC,64733,ONE HUNDRED EIGHTY-SI,52,0,0,52,52
6018493,LOS ANGELES,PUBLIC,64733,ONE HUNDRED FIFTY-SIX,75,0,1,73,74
6018501,LOS ANGELES,PUBLIC,64733,ONE HUNDRED FIFTY-THI,76,0,0,76,67
6018519,LOS ANGELES,PUBLIC,64733,ONE HUNDRED NINTH STR,87,0,0,87,84
6018535,LOS ANGELES,PUBLIC,64733,ONE HUNDRED SEVENTH S,180,0,0,169,166
6018543,LOS ANGELES,PUBLIC,64733,ONE HUNDRED SIXTEENTH,76,0,0,73,56
6018550,LOS ANGELES,PUBLIC,64733,ONE HUNDRED THIRTY-FI,134,0,0,133,131
6018568,LOS ANGELES,PUBLIC,64733,ONE HUNDRED TWELFTH S,94,0,0,94,94
6018576,LOS ANGELES,PUBLIC,64733,ONE HUNDRED TWENTY-SE,101,0,0,101,99
6097927,LOS ANGELES,PUBLIC,64733,OPEN CHARTER,45,2,11,32,32
6018592,LOS ANGELES,PUBLIC,64733,OSCEOLA STREET ELEM.,72,0,1,70,68
6018618,LOS ANGELES,PUBLIC,64733,OVERLAND AVE. ELEM.,91,0,1,88,80
6018626,LOS ANGELES,PUBLIC,64733,OXNARD STREET ELEM.,72,0,0,72,69
109322,LOS ANGELES,PUBLIC,64733,PACIFIC BOULEVARD,90,0,0,85,69
6018634,LOS ANGELES,PUBLIC,64733,PALISADES CHARTER,81,0,9,71,67
6018659,LOS ANGELES,PUBLIC,64733,PALMS ELEM.,88,0,4,84,83
6120489,LOS ANGELES,PUBLIC,64733,PARA LOS NINOS CHARTE,68,0,0,68,68
6018667,LOS ANGELES,PUBLIC,64733,PARK AVE. ELEM.,82,0,0,82,80
6018675,LOS ANGELES,PUBLIC,64733,PARK WESTERN PLACE EL,96,0,1,95,95
6018683,LOS ANGELES,PUBLIC,64733,PARMELEE AVE. ELEM.,174,0,0,174,174
6018691,LOS ANGELES,PUBLIC,64733,PARTHENIA ELEM.,133,0,1,127,123
6018709,LOS ANGELES,PUBLIC,64733,PASEO DEL REY FUNDAME,47,0,2,41,34
6018717,LOS ANGELES,PUBLIC,64733,PINEWOOD AVE. ELEM.,74,0,0,73,71
6107064,LOS ANGELES,PUBLIC,64733,PIO PICO ELEM.,135,0,1,127,99
6018725,LOS ANGELES,PUBLIC,64733,PLAINVIEW AVE. ELEM.,47,0,1,42,37
6016638,LOS ANGELES,PUBLIC,64733,PLASENCIA ELEM. & PLA,129,0,0,129,126
6018741,LOS ANGELES,PUBLIC,64733,PLAYA DEL REY ELEM.,32,0,0,30,27
6018758,LOS ANGELES,PUBLIC,64733,PLUMMER ELEM.,129,0,1,127,125
6018766,LOS ANGELES,PUBLIC,64733,POINT FERMIN ELEM.,64,0,0,64,60
6110266,LOS ANGELES,PUBLIC,64733,POLITI (LEO) ELEM.,120,0,0,120,119
6018774,LOS ANGELES,PUBLIC,64733,POMELO DRIVE ELEM.,113,0,0,113,106
6018790,LOS ANGELES,PUBLIC,64733,PRESIDENT AVE. ELEM.,75,0,0,73,65
6116842,LOS ANGELES,PUBLIC,64733,PRIMARY ACADEMY,139,0,0,127,122
6018808,LOS ANGELES,PUBLIC,64733,PURCHE AVE. ELEM.,68,0,1,65,57
6018816,LOS ANGELES,PUBLIC,64733,QUEEN ANNE PLACE ELEM,81,0,0,79,63
6018824,LOS ANGELES,PUBLIC,64733,RAMONA ELEM.,101,0,0,100,97
6018832,LOS ANGELES,PUBLIC,64733,RANCHITO AVE. ELEM.,105,0,0,103,67
6018840,LOS ANGELES,PUBLIC,64733,RAYMOND AVE. ELEM.,106,0,0,106,103
6018857,LOS ANGELES,PUBLIC,64733,RESEDA ELEM.,83,0,1,82,82
101618,LOS ANGELES,PUBLIC,64733,RICHARD RIORDAN PRIMA,148,0,0,141,126
6018907,LOS ANGELES,PUBLIC,64733,RIO VISTA ELEM.,65,0,4,58,37
6018915,LOS ANGELES,PUBLIC,64733,RITTER ELEM.,63,1,1,58,55
6018923,LOS ANGELES,PUBLIC,64733,RIVERSIDE DRIVE ELEM.,87,0,1,86,78
6018949,LOS ANGELES,PUBLIC,64733,ROCKDALE ELEM.,32,0,0,24,21
6018956,LOS ANGELES,PUBLIC,64733,ROSCOE ELEM.,140,1,1,138,138
6018964,LOS ANGELES,PUBLIC,64733,ROSCOMARE ROAD ELEM.,95,0,9,86,81
6018980,LOS ANGELES,PUBLIC,64733,ROSEWOOD AVE. ELEM.,55,1,2,52,46
6018998,LOS ANGELES,PUBLIC,64733,ROWAN AVE. ELEM.,131,0,1,130,127
6019004,LOS ANGELES,PUBLIC,64733,RUSSELL ELEM.,182,0,0,175,151
6060586,LOS ANGELES,PUBLIC,64733,SALVIN,23,0,0,23,21
6112411,LOS ANGELES,PUBLIC,64733,SAN ANTONIO ELEM.,117,0,0,103,74
6019012,LOS ANGELES,PUBLIC,64733,SAN FERNANDO ELEM.,113,0,0,109,101
6019020,LOS ANGELES,PUBLIC,64733,SAN GABRIEL AVE. ELEM,124,0,0,120,113
6019038,LOS ANGELES,PUBLIC,64733,SAN JOSE STREET ELEM.,97,0,1,94,94
6108641,LOS ANGELES,PUBLIC,64733,SAN MIGUEL ELEM.,154,0,0,154,147
6019046,LOS ANGELES,PUBLIC,64733,SAN PASCUAL AVE. ELEM,47,1,1,44,44
6019053,LOS ANGELES,PUBLIC,64733,SAN PEDRO STREET ELEM,98,0,0,98,87
6110951,LOS ANGELES,PUBLIC,64733,SARA COUGHLIN ELEMENT,116,0,0,116,114
6019087,LOS ANGELES,PUBLIC,64733,SATICOY ELEM.,119,0,0,119,119
6066286,LOS ANGELES,PUBLIC,64733,SATURN STREET,82,0,0,82,78
6019095,LOS ANGELES,PUBLIC,64733,SECOND STREET ELEM.,69,0,0,69,64
6019103,LOS ANGELES,PUBLIC,64733,SELMA AVE. ELEM.,26,0,0,26,21
6019111,LOS ANGELES,PUBLIC,64733,SERRANIA AVE. ELEM.,87,0,3,81,79
6019129,LOS ANGELES,PUBLIC,64733,SEVENTH STREET ELEM.,99,0,0,99,97
6019145,LOS ANGELES,PUBLIC,64733,SEVENTY-FOURTH STREET,67,0,0,67,64
6019152,LOS ANGELES,PUBLIC,64733,SHARP AVE. ELEM.,161,0,0,161,156
6019160,LOS ANGELES,PUBLIC,64733,SHENANDOAH STREET ELE,93,0,3,88,82
6019178,LOS ANGELES,PUBLIC,64733,SHERIDAN STREET ELEM.,178,0,0,169,142
6019186,LOS ANGELES,PUBLIC,64733,SHERMAN OAKS ELEM.,151,0,13,138,126
6019194,LOS ANGELES,PUBLIC,64733,SHIRLEY AVE. ELEM.,104,0,0,87,65
6019202,LOS ANGELES,PUBLIC,64733,SHORT AVE. ELEM.,53,0,2,51,51
6019210,LOS ANGELES,PUBLIC,64733,SIERRA PARK ELEM.,101,0,0,101,100
6019228,LOS ANGELES,PUBLIC,64733,SIERRA VISTA ELEM.,33,0,0,33,33
6019236,LOS ANGELES,PUBLIC,64733,SIXTH AVE. ELEM.,141,0,0,131,108
6019251,LOS ANGELES,PUBLIC,64733,SIXTY-FIRST STREET EL,138,0,0,138,136
6019269,LOS ANGELES,PUBLIC,64733,SIXTY-SIXTH STREET EL,200,0,0,200,198
6019277,LOS ANGELES,PUBLIC,64733,SOLANO AVE. ELEM.,43,0,1,42,42
6019285,LOS ANGELES,PUBLIC,64733,SOTO STREET ELEM.,41,0,0,41,33
6019301,LOS ANGELES,PUBLIC,64733,SOUTH SHORES ELEM.,23,0,1,21,19
6019319,LOS ANGELES,PUBLIC,64733,STAGG STREET ELEM.,88,1,0,87,86
6019335,LOS ANGELES,PUBLIC,64733,STATE STREET ELEM.,145,0,0,139,131
6018402,LOS ANGELES,PUBLIC,64733,STERRY (NORA) ELEM.,66,0,0,58,54
6019343,LOS ANGELES,PUBLIC,64733,STONEHURST AVE. ELEM.,71,0,1,69,66
6019350,LOS ANGELES,PUBLIC,64733,STONER AVE. ELEM.,69,0,0,67,55
6019368,LOS ANGELES,PUBLIC,64733,STRATHERN STREET ELEM,162,1,0,160,157
6019376,LOS ANGELES,PUBLIC,64733,SUNLAND ELEM.,83,0,0,79,74
6019384,LOS ANGELES,PUBLIC,64733,SUNNY BRAE AVE. ELEM.,112,1,0,111,111
6104822,LOS ANGELES,PUBLIC,64733,SUNRISE ELEM.,70,0,0,70,65
6019392,LOS ANGELES,PUBLIC,64733,SUPERIOR STREET ELEM.,102,0,3,99,98
6019400,LOS ANGELES,PUBLIC,64733,SYLMAR ELEM.,150,0,0,150,141
6019418,LOS ANGELES,PUBLIC,64733,SYLVAN PARK ELEM.,160,1,0,159,151
106427,LOS ANGELES,PUBLIC,64733,SYNERGY CHARTER ACADE,20,0,0,20,20
6019426,LOS ANGELES,PUBLIC,64733,TAPER AVE. ELEM.,119,0,0,119,118
6019434,LOS ANGELES,PUBLIC,64733,TARZANA ELEM.,82,0,0,80,73
6019442,LOS ANGELES,PUBLIC,64733,TELFAIR AVE. ELEM.,196,0,2,193,185
6107411,LOS ANGELES,PUBLIC,64733,TERESA HUGHES ELEM.,156,0,0,156,152
115139,LOS ANGELES,PUBLIC,64733,THE CENTER FOR ADVANC,44,0,1,43,43
6019467,LOS ANGELES,PUBLIC,64733,THIRD STREET ELEM.,141,2,4,134,128
6019475,LOS ANGELES,PUBLIC,64733,THIRTY-SECOND STREET,48,1,0,46,40
6019509,LOS ANGELES,PUBLIC,64733,TOLAND WAY ELEM.,43,0,0,43,42
6019517,LOS ANGELES,PUBLIC,64733,TOLUCA LAKE ELEM.,73,0,3,66,67
6019525,LOS ANGELES,PUBLIC,64733,TOPANGA ELEM. CHARTER,69,0,19,49,46
6019533,LOS ANGELES,PUBLIC,64733,TOPEKA DRIVE ELEM.,88,0,0,85,86
6019541,LOS ANGELES,PUBLIC,64733,TOWNE AVE. ELEM.,45,0,1,41,34
6019558,LOS ANGELES,PUBLIC,64733,TRINITY STREET ELEM.,49,0,0,49,49
6019566,LOS ANGELES,PUBLIC,64733,TULSA STREET ELEM.,100,0,0,100,99
6019574,LOS ANGELES,PUBLIC,64733,TWEEDY ELEM.,103,0,0,93,73
6019582,LOS ANGELES,PUBLIC,64733,TWENTIETH STREET ELEM,115,0,0,114,114
6019608,LOS ANGELES,PUBLIC,64733,TWENTY-FOURTH STREET,134,0,0,113,102
6019616,LOS ANGELES,PUBLIC,64733,TWO HUNDRED THIRTY-SE,75,0,0,75,56
119693,LOS ANGELES,PUBLIC,64733,UCLA COMMUNITY,61,0,0,53,40
6019624,LOS ANGELES,PUBLIC,64733,UNION AVE. ELEM.,187,0,0,187,187
6019632,LOS ANGELES,PUBLIC,64733,UTAH STREET ELEM.,48,0,0,48,42
1931716,LOS ANGELES,PUBLIC,64733,VALLEY ALT.,47,0,0,47,45
112060,LOS ANGELES,PUBLIC,64733,VALLEY REGION HESBY S,42,3,0,39,39
6019657,LOS ANGELES,PUBLIC,64733,VALLEY VIEW ELEM.,48,0,6,42,41
6019665,LOS ANGELES,PUBLIC,64733,VAN DEENE AVE. ELEM.,74,1,0,73,72
6019673,LOS ANGELES,PUBLIC,64733,VAN GOGH STREET ELEM.,85,0,0,84,82
6019681,LOS ANGELES,PUBLIC,64733,VAN NESS AVE. ELEM.,53,0,0,53,50
6019707,LOS ANGELES,PUBLIC,64733,VANALDEN AVE. ELEM.,69,0,0,69,69
6019723,LOS ANGELES,PUBLIC,64733,VENA AVE. ELEM.,72,0,0,71,68
6019731,LOS ANGELES,PUBLIC,64733,VERMONT AVE. ELEM.,138,0,0,138,138
6019749,LOS ANGELES,PUBLIC,64733,VERNON CITY ELEM.,40,0,0,40,38
6019756,LOS ANGELES,PUBLIC,64733,VICTORIA AVE. ELEM.,117,0,0,117,116
6019772,LOS ANGELES,PUBLIC,64733,VINE STREET ELEM.,72,0,1,71,71
6019780,LOS ANGELES,PUBLIC,64733,VINEDALE ELEM.,50,0,0,50,49
6019798,LOS ANGELES,PUBLIC,64733,VINTAGE ST. FUNDAMENT,28,0,0,27,24
6019806,LOS ANGELES,PUBLIC,64733,VIRGINIA ROAD ELEM.,77,0,1,72,63
6019822,LOS ANGELES,PUBLIC,64733,WALGROVE AVE. ELEM.,72,0,12,59,60
6110977,LOS ANGELES,PUBLIC,64733,WALNUT PARK ELEM.,171,0,0,166,151
6019830,LOS ANGELES,PUBLIC,64733,WARNER AVE. ELEM.,110,0,1,107,90
109306,LOS ANGELES,PUBLIC,64733,WASHINGTON NEW PC #1,125,0,1,118,106
6114912,LOS ANGELES,PUBLIC,64733,WATTS LEARNING CENTER,63,0,2,55,55
6019483,LOS ANGELES,PUBLIC,64733,WEEMES (LENICIA B.) E,153,0,0,142,120
6019848,LOS ANGELES,PUBLIC,64733,WEIGAND AVE. ELEM.,63,0,0,63,55
6019855,LOS ANGELES,PUBLIC,64733,WELBY WAY ELEM.,64,0,0,63,54
6019863,LOS ANGELES,PUBLIC,64733,WEST ATHENS ELEM.,143,0,1,142,140
6019871,LOS ANGELES,PUBLIC,64733,WEST HOLLYWOOD ELEM.,67,0,1,65,64
6019889,LOS ANGELES,PUBLIC,64733,WEST VERNON AVE. ELEM,187,0,0,187,163
6019905,LOS ANGELES,PUBLIC,64733,WESTERN AVE. ELEM.,82,0,0,77,70
6019913,LOS ANGELES,PUBLIC,64733,WESTMINSTER AVE. ELEM,48,0,0,48,48
6019921,LOS ANGELES,PUBLIC,64733,WESTPORT HEIGHTS ELEM,94,0,1,92,92
1931054,LOS ANGELES,PUBLIC,64733,WESTSIDE LEADERSHIP M,16,0,0,16,14
6019939,LOS ANGELES,PUBLIC,64733,WESTWOOD ELEM.,139,0,6,124,117
6019947,LOS ANGELES,PUBLIC,64733,WHITE POINT ELEM.,80,0,2,78,74
6019954,LOS ANGELES,PUBLIC,64733,WILBUR AVE. ELEM.,125,0,4,111,102
6017446,LOS ANGELES,PUBLIC,64733,WILLIAM R. ANTON ELEM,114,0,0,114,114
6019962,LOS ANGELES,PUBLIC,64733,WILMINGTON PARK ELEM.,169,0,0,168,162
6019970,LOS ANGELES,PUBLIC,64733,WILSHIRE CREST ELEM.,45,0,0,45,39
112003,LOS ANGELES,PUBLIC,64733,WILSHIRE PARK ELEM,80,0,0,75,76
6019988,LOS ANGELES,PUBLIC,64733,WILTON PLACE ELEM.,195,0,0,195,189
6019996,LOS ANGELES,PUBLIC,64733,WINDSOR HILLS ELEM.,72,0,3,59,61
6020002,LOS ANGELES,PUBLIC,64733,WINNETKA AVE. ELEM.,71,0,0,67,63
112730,LOS ANGELES,PUBLIC,64733,WISDOM ACADEMY FOR YO,60,0,0,60,60
6020010,LOS ANGELES,PUBLIC,64733,WONDERLAND AVE. ELEM.,59,0,4,55,55
6020028,LOS ANGELES,PUBLIC,64733,WOODCREST ELEM.,151,0,0,142,124
6020036,LOS ANGELES,PUBLIC,64733,WOODLAKE AVE. ELEM.,97,1,6,87,89
6020044,LOS ANGELES,PUBLIC,64733,WOODLAND HILLS ELEM.,141,0,7,130,131
6020051,LOS ANGELES,PUBLIC,64733,WOODLAWN AVE. ELEM.,131,0,0,131,131
6020069,LOS ANGELES,PUBLIC,64733,YORKDALE ELEM.,70,0,0,67,49
6020085,LOS ANGELES,PUBLIC,64758,AEOLIAN ELEM.,82,0,2,80,72
6020077,LOS ANGELES,PUBLIC,64758,NELSON (ADA S.) ELEM.,75,0,0,75,67
6020101,LOS ANGELES,PUBLIC,64758,RANCHO SANTA GERTRUDE,70,0,0,70,68
6020127,LOS ANGELES,PUBLIC,64766,EL PORTAL,57,0,1,55,54
6020150,LOS ANGELES,PUBLIC,64766,JORDAN ELEM. (EH),78,0,1,77,77
6020176,LOS ANGELES,PUBLIC,64766,MACY ELEM.,63,0,0,63,61
6020192,LOS ANGELES,PUBLIC,64766,MEADOW GREEN ELEM.,59,0,1,58,57
6020200,LOS ANGELES,PUBLIC,64766,OLITA ELEM.,49,0,2,47,47
6020234,LOS ANGELES,PUBLIC,64774,ABBOTT (JANIE P.) ELE,102,0,0,102,100
107912,LOS ANGELES,PUBLIC,64774,HELEN KELLER ELEMENTA,72,0,0,70,70
6020242,LOS ANGELES,PUBLIC,64774,LINCOLN ELEM.,107,0,0,107,107
6020259,LOS ANGELES,PUBLIC,64774,LINDBERGH ELEM.,132,0,0,132,114
6020267,LOS ANGELES,PUBLIC,64774,LUGO ELEM.,66,0,0,66,66
6020275,LOS ANGELES,PUBLIC,64774,MARK TWAIN ELEMENTARY,100,0,0,100,100
108381,LOS ANGELES,PUBLIC,64774,MARSHALL (THURGOOD) E,95,1,1,93,93
6020309,LOS ANGELES,PUBLIC,64774,ROGERS (WILL) ELEM.,126,0,0,126,124
6020283,LOS ANGELES,PUBLIC,64774,ROOSEVELT ELEM.,95,0,0,92,93
6116685,LOS ANGELES,PUBLIC,64774,ROSA PARKS ELEM.,113,0,1,110,105
6020291,LOS ANGELES,PUBLIC,64774,WASHINGTON ELEM.,132,0,1,131,123
6020317,LOS ANGELES,PUBLIC,64774,WILSON ELEM.,112,0,0,112,110
6020424,LOS ANGELES,PUBLIC,64790,BRADOAKS ELEM.,81,0,3,78,78
6020457,LOS ANGELES,PUBLIC,64790,MAYFLOWER ELEM.,100,0,2,98,98
6020465,LOS ANGELES,PUBLIC,64790,MONROE ELEM.,87,0,0,78,72
6020473,LOS ANGELES,PUBLIC,64790,PLYMOUTH ELEM.,69,1,2,65,58
6020499,LOS ANGELES,PUBLIC,64790,WILD ROSE ELEM.,104,0,4,100,100
6020507,LOS ANGELES,PUBLIC,64808,BANDINI ELEM.,70,0,0,70,70
6020515,LOS ANGELES,PUBLIC,64808,BELL GARDENS ELEM.,203,0,0,203,201
6020523,LOS ANGELES,PUBLIC,64808,BELLA VISTA ELEM.,142,0,0,142,142
6020531,LOS ANGELES,PUBLIC,64808,CESAR CHAVEZ ELEM.,141,0,0,141,141
6020556,LOS ANGELES,PUBLIC,64808,FREMONT ELEM.,95,0,0,95,93
6020564,LOS ANGELES,PUBLIC,64808,GARFIELD ELEM.,140,0,0,140,139
6020580,LOS ANGELES,PUBLIC,64808,GREENWOOD ELEM.,169,0,0,168,169
6020598,LOS ANGELES,PUBLIC,64808,LA MERCED ELEM.,141,0,0,141,139
6113799,LOS ANGELES,PUBLIC,64808,LAGUNA NUEVA SCHOOL,84,0,0,84,82
6020614,LOS ANGELES,PUBLIC,64808,MONTEBELLO GARDENS EL,55,0,0,55,55
6020622,LOS ANGELES,PUBLIC,64808,MONTEBELLO PARK ELEM.,115,0,0,115,115
6020630,LOS ANGELES,PUBLIC,64808,POTRERO HEIGHTS ELEM.,83,0,0,83,82
