SCHOOL CODE,COUNTY,PUB/ PRIV,DISTRICT CODE,SCHOOL,ENROLLMENT,PME,PBE,MMR1 ,MMR2
108498,RIVERSIDE,PUBLIC,75192,LA VORGNA (SUSAN) ELE,123,1,3,119,110
6109417,RIVERSIDE,PUBLIC,75192,NICOLAS VALLEY ELEM.,146,0,5,141,139
6112809,RIVERSIDE,PUBLIC,75192,PALOMA ELEM.,97,0,1,96,96
6113641,RIVERSIDE,PUBLIC,75192,PAUBA VALLEY,81,1,2,78,78
6106017,RIVERSIDE,PUBLIC,75192,RANCHO ELEM.,102,0,5,97,94
6110084,RIVERSIDE,PUBLIC,75192,RED HAWK ELEM.,67,0,1,66,64
6108427,RIVERSIDE,PUBLIC,75192,TEMECULA ELEM.,129,0,1,128,119
113696,RIVERSIDE,PUBLIC,75192,TEMECULA LUISENO ELEM,140,0,1,139,138
3330917,RIVERSIDE,PUBLIC,75192,TEMECULA PREPARATORY,40,0,3,37,37
6112551,RIVERSIDE,PUBLIC,75192,TEMECULA VALLEY CHART,40,0,2,38,38
108506,RIVERSIDE,PUBLIC,75192,TOBIN (TONY) ELEMENTA,98,0,4,94,94
6096994,RIVERSIDE,PUBLIC,75192,VAIL ELEM.,97,0,2,95,95
6114243,RIVERSIDE,PUBLIC,75192,VINTAGE HILLS ELEM.,111,0,2,109,108
6118822,RIVERSIDE,PUBLIC,75192,YSABEL BARNETT ELEM.,140,0,6,134,132
6107841,RIVERSIDE,PUBLIC,75200,ALTA MURRIETA ELEM.,101,3,0,98,98
108530,RIVERSIDE,PUBLIC,75200,ANTELOPE HILLS ELEMEN,123,0,0,123,122
6106868,RIVERSIDE,PUBLIC,75200,AVAXAT ELEM.,116,0,2,114,114
6117659,RIVERSIDE,PUBLIC,75200,COLE CANYON ELEM.,171,4,0,167,167
6107858,RIVERSIDE,PUBLIC,75200,CURRAN (E. HALE) ELEM,100,0,6,93,93
6118558,RIVERSIDE,PUBLIC,75200,DANIEL N. BUCHANAN EL,154,0,5,149,146
114058,RIVERSIDE,PUBLIC,75200,LISA J. MAILS ELEM,141,1,5,135,133
100412,RIVERSIDE,PUBLIC,75200,MONTE VISTA ELEMENTAR,134,1,2,131,130
6032346,RIVERSIDE,PUBLIC,75200,MURRIETA ELEM.,132,0,3,129,127
6108153,RIVERSIDE,PUBLIC,75200,RAIL RANCH ELEM.,124,1,5,118,115
6113625,RIVERSIDE,PUBLIC,75200,TOVASHAL ELEM.,126,0,4,121,119
109124,RIVERSIDE,PUBLIC,75242,AVALON ELEMENTARY,118,0,0,118,114
6109565,RIVERSIDE,PUBLIC,75242,BETHUNE (MARY MCCLOUD,97,0,1,95,94
106096,RIVERSIDE,PUBLIC,75242,COLUMBIA ELEM.,117,1,0,116,115
109116,RIVERSIDE,PUBLIC,75242,LASSELLE ELEMENTARY,121,0,0,120,119
6114458,RIVERSIDE,PUBLIC,75242,MANUEL REAL,149,0,0,149,149
117424,RIVERSIDE,PUBLIC,75242,MAY RANCH ELEMENTARY,150,0,0,150,146
6032866,RIVERSIDE,PUBLIC,75242,MEAD VALLEY ELEM.,109,0,0,109,108
6108039,RIVERSIDE,PUBLIC,75242,RAINBOW RIDGE ELEM.,88,0,0,88,87
106104,RIVERSIDE,PUBLIC,75242,RED MAPLE ELEM.,60,1,1,58,58
100958,RIVERSIDE,PUBLIC,75242,SIERRA VISTA ELEMENTA,120,0,0,120,120
112094,RIVERSIDE,PUBLIC,75242,TRIPLE CROWN ELEM,79,0,1,78,76
6032874,RIVERSIDE,PUBLIC,75242,VAL VERDE ELEM.,120,0,0,120,119
6108047,RIVERSIDE,PUBLIC,75242,VICTORIANO ELEM.,111,1,0,109,105
533507,RIVERSIDE,PRIVATE,66977,LA PETITE ACADEMY,13,0,0,13,13
6937809,RIVERSIDE,PRIVATE,66977,LA SIERRA ACAD. ELEM.,45,0,3,42,42
7009772,RIVERSIDE,PRIVATE,66977,MONTESSORI CHILDREN'S,13,0,0,13,13
7072119,RIVERSIDE,PRIVATE,66985,CALVARY CHRTN.,24,0,1,23,21
7098817,RIVERSIDE,PRIVATE,66993,PASS CHRISTIAN SCH,10,0,2,8,8
7078116,RIVERSIDE,PRIVATE,67033,CHRTN. HERITAGE,11,0,5,6,6
6204317,RIVERSIDE,PRIVATE,67033,CHURCH ON THE HILL CH,26,0,0,26,26
7096092,RIVERSIDE,PRIVATE,67033,COUNTRYSIDE MONTESSOR,10,0,0,10,10
6917629,RIVERSIDE,PRIVATE,67033,CROSSROADS CHRTN.,95,0,1,94,94
6132492,RIVERSIDE,PRIVATE,67033,MAGNOLIA PRESCHOOL &,18,0,0,18,18
7015852,RIVERSIDE,PRIVATE,67033,MONTESSORI OF CORONA,34,0,1,32,30
6927057,RIVERSIDE,PRIVATE,67033,NEW LIFE CHRISTIAN,10,0,0,7,7
7094279,RIVERSIDE,PRIVATE,67033,OLIVE BRANCH CHRISTIA,24,0,0,23,23
6976930,RIVERSIDE,PRIVATE,67033,ST. EDWARD'S ELEM.,34,0,0,34,34
6917942,RIVERSIDE,PRIVATE,67033,TOWN AND COUNTRY DAY,11,0,0,11,11
6901896,RIVERSIDE,PRIVATE,67058,CHRTN. SCH. OF THE DE,30,0,0,30,28
6976823,RIVERSIDE,PRIVATE,67058,DESERT ADVENTIST ACAD,22,0,2,20,19
7083413,RIVERSIDE,PRIVATE,67058,JEWISH COMM. SCH. OF,10,0,1,9,9
6976831,RIVERSIDE,PRIVATE,67058,OUR LADY OF PERPETUAL,20,0,0,20,19
6917959,RIVERSIDE,PRIVATE,67058,PALM DESERT LRNG. TRE,14,0,0,14,14
6959548,RIVERSIDE,PRIVATE,67058,SACRED HEART SCH.,46,0,0,46,46
7085095,RIVERSIDE,PRIVATE,67058,ST. MARGARET'S EPISCO,16,0,0,16,16
6965446,RIVERSIDE,PRIVATE,67082,BAPTIST CHRTN. SCH.,28,0,0,28,28
7023435,RIVERSIDE,PRIVATE,67082,COMMUNITY CHRTN. CHUR,25,0,0,25,25
6930085,RIVERSIDE,PRIVATE,67082,ST. JOHN'S LUTHERAN S,34,1,1,32,30
6201867,RIVERSIDE,PRIVATE,67090,LIFE CHRISTIAN ACADEM,10,0,0,10,10
7089196,RIVERSIDE,PRIVATE,67116,GOOD SHEPHERD LUTHERA,34,0,4,30,30
6203467,RIVERSIDE,PRIVATE,67116,REVIVAL CHRISTIAN ACA,16,0,4,12,11
7085731,RIVERSIDE,PRIVATE,67124,CALVARY CHAPEL CHRTN.,24,0,1,23,22
6927677,RIVERSIDE,PRIVATE,67124,MORENO VALLEY CHRTN.,19,0,1,18,16
6927016,RIVERSIDE,PRIVATE,67124,VALLEY CHRISTIAN ACAD,19,0,0,19,19
6959431,RIVERSIDE,PRIVATE,67173,DESERT SON-SHINE PS &,18,0,0,18,18
9033506,RIVERSIDE,PRIVATE,67173,KIDDIE KOLLEGE,10,0,0,10,10
7086697,RIVERSIDE,PRIVATE,67173,KING'S SCHOOLS OF THE,21,0,0,21,21
6976856,RIVERSIDE,PRIVATE,67173,MARYWOOD-PALM VALLEY,31,0,2,28,25
7103583,RIVERSIDE,PRIVATE,67173,MONTESSORI ELEMENTARY,11,0,4,5,4
6976989,RIVERSIDE,PRIVATE,67173,ST. THERESA,29,0,0,29,29
7094295,RIVERSIDE,PRIVATE,67199,CORNERSTONE CHRISTIAN,14,0,0,14,14
6976963,RIVERSIDE,PRIVATE,67199,ST. JAMES,20,0,0,18,20
6132716,RIVERSIDE,PRIVATE,67215,ALL SAINTS' CARDEN AC,12,0,0,12,12
6954218,RIVERSIDE,PRIVATE,67215,BETHEL CHRTN. SCH.,27,0,1,26,25
6923098,RIVERSIDE,PRIVATE,67215,GROWING PLACE,16,0,0,16,16
6918940,RIVERSIDE,PRIVATE,67215,HARVEST CHRTN. SCH.,57,2,2,53,52
6926877,RIVERSIDE,PRIVATE,67215,HAWARDEN HILLS ACAD.,51,0,0,51,51
6965461,RIVERSIDE,PRIVATE,67215,IMMANUEL LUTHERAN ELE,23,0,0,23,23
7057482,RIVERSIDE,PRIVATE,67215,ISLAMIC ACAD. OF RIVE,10,0,0,10,10
6900187,RIVERSIDE,PRIVATE,67215,MONTESSORI ACAD.,14,0,1,13,13
6976849,RIVERSIDE,PRIVATE,67215,OUR LADY OF PERPETUAL,17,0,0,17,16
6937908,RIVERSIDE,PRIVATE,67215,RIVERSIDE CHRISTIAN S,49,0,2,47,47
6978209,RIVERSIDE,PRIVATE,67215,RIVERSIDE CHRTN. DAY,59,0,1,58,56
6988299,RIVERSIDE,PRIVATE,67215,RIVERSIDE MONTESSORI,19,0,0,19,18
6976997,RIVERSIDE,PRIVATE,67215,SAINT THOMAS APOSTLE,20,0,0,20,16
6976922,RIVERSIDE,PRIVATE,67215,ST. CATHERINE'S OF AL,35,0,0,35,35
6976948,RIVERSIDE,PRIVATE,67215,ST. FRANCIS DE SALES,34,0,0,34,31
7083280,RIVERSIDE,PRIVATE,67215,TEMPLE BETH EL CHILD,12,0,2,10,10
6976955,RIVERSIDE,PRIVATE,67249,ST. HYACINTH ACAD.,35,0,0,35,32
6133268,RIVERSIDE,PRIVATE,67249,ST. JUDE SCHOOL,12,0,0,12,12
6909824,RIVERSIDE,PRIVATE,75176,ANNE SULLIVAN NURSERY,22,0,3,19,19
6910830,RIVERSIDE,PRIVATE,75176,BUNDY CANYON CHRTN.,15,1,2,12,12
7091531,RIVERSIDE,PRIVATE,75176,TEMECULA MONTESSORI,20,0,0,20,20
7081532,RIVERSIDE,PRIVATE,75192,ABC CHILD CARE CENTER,28,0,3,25,25
6205199,RIVERSIDE,PRIVATE,75192,ABC CHILDCARE VILLAGE,24,0,2,22,22
6202964,RIVERSIDE,PRIVATE,75192,DISCOVERY ISLE CHILD,14,0,1,13,13
6917660,RIVERSIDE,PRIVATE,75192,HILLCREST ACADEMY,41,0,1,40,40
533505,RIVERSIDE,PRIVATE,75192,KINDER-CARE #1724,11,0,0,11,11
6937825,RIVERSIDE,PRIVATE,75192,LINFIELD CHRISTIAN SC,29,0,3,26,26
6924344,RIVERSIDE,PRIVATE,75192,RANCHO COMMUNITY CHRT,54,0,2,52,51
7098809,RIVERSIDE,PRIVATE,75192,ST. JEANNE DE LESTONN,43,0,1,40,22
7055056,RIVERSIDE,PRIVATE,75192,VAN AVERY PREP.,43,0,1,42,40
7083082,RIVERSIDE,PRIVATE,75200,CALVARY CHAPEL CHRTN.,49,0,1,48,48
7087810,RIVERSIDE,PRIVATE,75200,LAS BRISAS CHRISTIAN,10,1,0,9,9
106302,SACRAMENTO,PUBLIC,10348,SACRAMENTO COUNTY ED,14,0,1,13,12
6032890,SACRAMENTO,PUBLIC,67280,ARCOHE ELEM.,40,0,1,39,39
108720,SACRAMENTO,PUBLIC,67314,ADREANI (ARNOLD) ELEM,80,0,1,79,78
105908,SACRAMENTO,PUBLIC,67314,ARLENE HEIN ELEMENTAR,140,0,5,134,132
6109516,SACRAMENTO,PUBLIC,67314,BUTLER (ARTHUR C.) EL,130,0,0,130,124
111732,SACRAMENTO,PUBLIC,67314,CALIFORNIA MONTESSORI,45,0,5,40,40
111112,SACRAMENTO,PUBLIC,67314,CARROLL ELEMENTARY,162,0,3,158,151
6118046,SACRAMENTO,PUBLIC,67314,CASE (RAYMOND) ELEM.,119,0,3,116,115
108738,SACRAMENTO,PUBLIC,67314,CASTELLO (HELEN CARR),144,0,3,133,108
6033013,SACRAMENTO,PUBLIC,67314,COSUMNES RIVER ELEM.,79,0,5,74,67
6033039,SACRAMENTO,PUBLIC,67314,"DILLARD, C.W. ELEM.",60,0,1,59,58
6112106,SACRAMENTO,PUBLIC,67314,DONNER (ELITHA) ELEM.,117,0,0,117,109
101790,SACRAMENTO,PUBLIC,67314,EDNA BATEY ELEMENTARY,148,0,3,145,125
6110118,SACRAMENTO,PUBLIC,67314,EHRHARDT (JOHN) ELEM.,104,0,4,100,92
6033047,SACRAMENTO,PUBLIC,67314,ELK GROVE ELEMENTARY,117,1,1,115,115
6120034,SACRAMENTO,PUBLIC,67314,ELLIOTT RANCH,120,1,1,118,112
6101844,SACRAMENTO,PUBLIC,67314,FEICKERT ELLEN ELEM.,60,0,5,55,52
6033054,SACRAMENTO,PUBLIC,67314,FLORIN ELEM.,75,0,0,75,74
6107700,SACRAMENTO,PUBLIC,67314,FOULKS RANCH ELEM.,119,0,1,118,103
6033062,SACRAMENTO,PUBLIC,67314,FRANKLIN ELEM.,81,0,0,81,77
6120018,SACRAMENTO,PUBLIC,67314,IRENE B. WEST,140,0,0,140,108
6106355,SACRAMENTO,PUBLIC,67314,JACKSON (ISABELLE) EL,122,0,1,121,116
6116818,SACRAMENTO,PUBLIC,67314,JOSEPH SIMS ELEM.,167,2,2,163,142
6033104,SACRAMENTO,PUBLIC,67314,KENNEDY (SAMUEL) ELEM,161,0,0,161,150
6032981,SACRAMENTO,PUBLIC,67314,KIRCHGATER (ANNA) ELE,161,1,3,157,149
6077291,SACRAMENTO,PUBLIC,67314,LEIMBACH (HERMAN) ELE,99,0,1,98,91
6033005,SACRAMENTO,PUBLIC,67314,MACK (CHARLES) ELEM.,120,1,0,119,98
6113187,SACRAMENTO,PUBLIC,67314,MAEOLA BEITZEL ELEM.,123,0,2,121,116
6098743,SACRAMENTO,PUBLIC,67314,MARKOFER (FLORENCE) E,99,0,1,98,88
6033088,SACRAMENTO,PUBLIC,67314,MCKEE (JAMES A.) ELEM,87,0,3,84,80
6113179,SACRAMENTO,PUBLIC,67314,MORSE (BARBARA COMSTO,119,0,4,114,111
6033096,SACRAMENTO,PUBLIC,67314,PLEASANT GROVE ELEM.,60,0,0,60,60
6098750,SACRAMENTO,PUBLIC,67314,PRAIRIE ELEM.,161,0,1,160,120
6033021,SACRAMENTO,PUBLIC,67314,REESE (DAVID) ELEM.,142,0,1,141,131
6107916,SACRAMENTO,PUBLIC,67314,REITH (JOHN) ELEM.,80,0,0,80,78
6120026,SACRAMENTO,PUBLIC,67314,ROBERT FITE ELEM,82,0,4,78,72
105932,SACRAMENTO,PUBLIC,67314,ROY HERBURGER ELEMENT,100,2,1,97,97
6033112,SACRAMENTO,PUBLIC,67314,SIERRA-ENTERPRISE ELE,59,0,2,57,49
6118053,SACRAMENTO,PUBLIC,67314,STONE LAKE ELEM.,118,1,3,114,113
114702,SACRAMENTO,PUBLIC,67314,SUNRISE ELEM.,126,1,3,122,120
6110985,SACRAMENTO,PUBLIC,67314,TSUKAMOTO (MARY) ELEM,142,0,1,141,133
6107718,SACRAMENTO,PUBLIC,67314,UNION HOUSE ELEM.,138,0,1,137,107
6033138,SACRAMENTO,PUBLIC,67322,ELVERTA ELEM.,33,0,2,31,29
6107965,SACRAMENTO,PUBLIC,67330,CHAN (OAK) ELEM.,79,0,2,77,77
6033153,SACRAMENTO,PUBLIC,67330,CORDOVA GARDENS ELEM.,28,0,0,28,28
6033161,SACRAMENTO,PUBLIC,67330,CORDOVA LANE ELEM.,56,0,3,53,53
6033179,SACRAMENTO,PUBLIC,67330,CORDOVA MEADOWS ELEM.,65,1,0,64,63
6033187,SACRAMENTO,PUBLIC,67330,CORDOVA VILLA ELEM.,103,0,0,103,78
6118574,SACRAMENTO,PUBLIC,67330,EMPIRE OAKS ELEMENTAR,97,0,1,94,91
6109755,SACRAMENTO,PUBLIC,67330,FOLSOM HILLS ELEM.,85,0,3,82,79
6115638,SACRAMENTO,PUBLIC,67330,GOLD RIDGE ELEM.,116,1,6,109,109
6033252,SACRAMENTO,PUBLIC,67330,JUDAH (THEODORE) ELEM,57,0,10,47,45
6033203,SACRAMENTO,PUBLIC,67330,MATHER HEIGHTS ELEM.,74,0,1,71,65
6112916,SACRAMENTO,PUBLIC,67330,NATOMA STATION,95,0,8,87,87
111278,SACRAMENTO,PUBLIC,67330,NAVIGATOR ELEMENTARY,86,0,2,84,83
6033229,SACRAMENTO,PUBLIC,67330,RANCHO CORDOVA ELEM.,63,3,0,60,60
6033245,SACRAMENTO,PUBLIC,67330,RIVERVIEW ELEM.,31,0,1,30,29
113621,SACRAMENTO,PUBLIC,67330,RUSSELL RANCH,92,0,2,90,90
100404,SACRAMENTO,PUBLIC,67330,SANDRA J. GALLARDO EL,117,0,5,112,112
6033211,SACRAMENTO,PUBLIC,67330,SHIELDS (PETER J.) EL,44,1,2,41,41
6033146,SACRAMENTO,PUBLIC,67330,SPRENTZ (BLANCHE) ELE,56,0,3,53,52
6106892,SACRAMENTO,PUBLIC,67330,SUNDAHL (CARL) ELEM.,61,0,0,61,61
6033278,SACRAMENTO,PUBLIC,67330,WHITE ROCK ELEM.,64,0,0,64,64
6033286,SACRAMENTO,PUBLIC,67330,WILLIAMSON ELEM.,63,0,0,63,60
107946,SACRAMENTO,PUBLIC,67348,LAKE CANYON ELEMENTAR,81,0,0,81,81
6114185,SACRAMENTO,PUBLIC,67348,MARENGO RANCH ELEM.,82,0,3,79,79
6110654,SACRAMENTO,PUBLIC,67348,RIVER OAKS ELEM.,84,1,4,79,79
6033310,SACRAMENTO,PUBLIC,67348,VALLEY OAKS ELEM.,104,0,0,104,102
119420,SACRAMENTO,PUBLIC,67348,VERNON E. GREER ELEME,82,0,0,77,74
6033641,SACRAMENTO,PUBLIC,67413,BATES ELEM.,22,0,0,22,17
114660,SACRAMENTO,PUBLIC,67413,DELTA ELEMENTARY CHAR,39,0,0,39,39
6033666,SACRAMENTO,PUBLIC,67413,ISLETON ELEM.,20,0,0,19,13
6033708,SACRAMENTO,PUBLIC,67413,WALNUT GROVE,21,0,0,20,20
6033716,SACRAMENTO,PUBLIC,67413,WHITE ELEM.,72,0,0,70,61
6033724,SACRAMENTO,PUBLIC,67421,BELL AVE. ELEM.,76,0,9,67,65
6112296,SACRAMENTO,PUBLIC,67421,GLENWOOD ELEM.,69,0,0,69,69
6033732,SACRAMENTO,PUBLIC,67421,MAIN AVE. ELEM.,24,0,3,21,21
6033740,SACRAMENTO,PUBLIC,67421,ROBLA ELEM.,70,0,2,68,67
6033757,SACRAMENTO,PUBLIC,67421,TAYLOR STREET,50,0,1,49,49
6033765,SACRAMENTO,PUBLIC,67439,A. M. WINN ELEM.,50,0,2,47,45
6099808,SACRAMENTO,PUBLIC,67439,ABRAHAM LINCOLN ELEM.,73,0,0,73,70
6033807,SACRAMENTO,PUBLIC,67439,BRET HARTE ELEM.,73,0,0,68,66
6033799,SACRAMENTO,PUBLIC,67439,Bowling Green/Chacon,116,0,0,115,111
6033815,SACRAMENTO,PUBLIC,67439,CALEB GREENWOOD ELEM.,75,0,2,72,59
111757,SACRAMENTO,PUBLIC,67439,CALIFORNIA MONTESSORI,39,0,2,37,37
6033823,SACRAMENTO,PUBLIC,67439,CAMELLIA BASIC,96,0,0,96,89
6033831,SACRAMENTO,PUBLIC,67439,CAROLINE WENZEL ELEM.,70,0,0,69,67
6033849,SACRAMENTO,PUBLIC,67439,CLAYTON B. WIRE ELEM.,74,0,0,71,71
6033856,SACRAMENTO,PUBLIC,67439,COLLIS P. HUNTINGTON,47,1,0,46,46
6034243,SACRAMENTO,PUBLIC,67439,CROCKER-RIVERSIDE ELE,89,0,0,89,77
6033880,SACRAMENTO,PUBLIC,67439,DAVID LUBIN ELEM.,84,0,3,77,56
6033906,SACRAMENTO,PUBLIC,67439,EARL WARREN ELEM.,66,0,0,65,65
6033914,SACRAMENTO,PUBLIC,67439,EDWARD KEMBLE ELEM.,123,0,0,123,117
6033930,SACRAMENTO,PUBLIC,67439,ELDER CREEK ELEM.,101,0,0,101,94
6033948,SACRAMENTO,PUBLIC,67439,ETHEL I. BAKER ELEM.,103,0,0,76,90
6033955,SACRAMENTO,PUBLIC,67439,ETHEL PHILLIPS ELEM.,67,0,0,62,66
6033963,SACRAMENTO,PUBLIC,67439,FREEPORT ELEM.,71,0,0,71,50
6033989,SACRAMENTO,PUBLIC,67439,FRUIT RIDGE ELEM.,66,0,0,66,59
6096168,SACRAMENTO,PUBLIC,67439,GENEVIEVE DIDION ELEM,68,0,0,66,49
6097083,SACRAMENTO,PUBLIC,67439,GOLDEN EMPIRE ELEM.,97,0,1,96,96
6033997,SACRAMENTO,PUBLIC,67439,H. W. HARKNESS ELEM.,37,0,0,37,34
6034003,SACRAMENTO,PUBLIC,67439,HOLLYWOOD PARK ELEM.,47,0,0,45,40
6034011,SACRAMENTO,PUBLIC,67439,HUBERT H. BANCROFT EL,96,0,1,94,76
6034029,SACRAMENTO,PUBLIC,67439,ISADOR COHEN ELEM.,41,0,0,37,37
6096150,SACRAMENTO,PUBLIC,67439,JAMES MARSHALL ELEM.,51,0,0,51,50
6034037,SACRAMENTO,PUBLIC,67439,JEDEDIAH SMITH ELEM.,32,0,0,32,30
6034045,SACRAMENTO,PUBLIC,67439,JOHN BIDWELL ELEM.,58,0,0,54,53
6034052,SACRAMENTO,PUBLIC,67439,JOHN CABRILLO ELEM.,70,0,0,70,61
6034060,SACRAMENTO,PUBLIC,67439,JOHN D. SLOAT ELEM.,41,0,0,38,39
6059323,SACRAMENTO,PUBLIC,67439,JOHN H. STILL MAGNET,71,0,0,71,64
6034078,SACRAMENTO,PUBLIC,67439,JOHN MORSE'S WALDORF,88,0,25,63,58
6034094,SACRAMENTO,PUBLIC,67439,JOSEPH BONNHEIM ELEM.,62,0,0,54,57
6034292,SACRAMENTO,PUBLIC,67439,JUDAH (THEODORE) ELEM,88,0,1,87,78
6110662,SACRAMENTO,PUBLIC,67439,KENNY (KEITH B.) ELEM,65,0,0,64,61
6059315,SACRAMENTO,PUBLIC,67439,LEONARDO DA VINCI ELE,75,0,0,73,66
6034110,SACRAMENTO,PUBLIC,67439,MAPLE ELEM.,52,0,0,42,46
6034128,SACRAMENTO,PUBLIC,67439,MARK HOPKINS ELEM.,54,0,0,54,46
6034136,SACRAMENTO,PUBLIC,67439,MARK TWAIN ELEM.,61,0,0,60,54
6107239,SACRAMENTO,PUBLIC,67439,MARTIN LUTHER KING EL,58,0,0,53,52
6111389,SACRAMENTO,PUBLIC,67439,MATSUYAMA ELEM.,98,0,0,98,97
6034169,SACRAMENTO,PUBLIC,67439,NICHOLAS ELEM.,113,0,0,113,107
6034177,SACRAMENTO,PUBLIC,67439,O. W. ERLEWINE ELEM.,67,0,0,62,49
6034185,SACRAMENTO,PUBLIC,67439,OAK RIDGE ELEM.,68,0,0,62,56
6034193,SACRAMENTO,PUBLIC,67439,PACIFIC ELEM.,82,0,0,76,77
6034201,SACRAMENTO,PUBLIC,67439,PARKWAY ELEM.,98,0,0,86,90
6034219,SACRAMENTO,PUBLIC,67439,PETER BURNETT ELEM.,82,0,1,81,80
6034235,SACRAMENTO,PUBLIC,67439,PONY EXPRESS ELEM.,38,0,0,36,31
6034250,SACRAMENTO,PUBLIC,67439,SEQUOIA ELEM.,81,0,0,78,60
101048,SACRAMENTO,PUBLIC,67439,ST. HOPE PUBLIC SCHOO,41,0,0,40,40
6071336,SACRAMENTO,PUBLIC,67439,SUSAN B. ANTHONY ELEM,45,0,0,45,45
6034276,SACRAMENTO,PUBLIC,67439,SUTTERVILLE ELEM.,70,0,0,70,65
6034284,SACRAMENTO,PUBLIC,67439,TAHOE ELEM.,41,0,0,36,29
106898,SACRAMENTO,PUBLIC,67439,THE LANGUAGE ACADEMY,44,0,0,44,43
6096655,SACRAMENTO,PUBLIC,67439,WASHINGTON ELEM.,35,0,0,35,33
6034326,SACRAMENTO,PUBLIC,67439,WILLIAM LAND ELEM.,35,0,0,34,35
6034334,SACRAMENTO,PUBLIC,67439,WOODBINE ELEM.,66,0,0,66,52
6034367,SACRAMENTO,PUBLIC,67447,ARLINGTON HEIGHTS ELE,64,0,5,59,47
112169,SACRAMENTO,PUBLIC,67447,CALIFORNIA MONTESSORI,99,0,14,85,81
6068670,SACRAMENTO,PUBLIC,67447,CAMBRIDGE HEIGHTS ELE,48,0,8,40,40
6034383,SACRAMENTO,PUBLIC,67447,CAMERON RANCH ELEM.,46,0,6,40,29
6034391,SACRAMENTO,PUBLIC,67447,CARMICHAEL ELEM.,105,0,2,101,84
6105910,SACRAMENTO,PUBLIC,67447,CARRIAGE DRIVE,49,0,5,44,43
6034433,SACRAMENTO,PUBLIC,67447,CITRUS HEIGHTS ELEM.,46,0,3,43,35
6034441,SACRAMENTO,PUBLIC,67447,COTTAGE ELEM.,69,0,2,67,67
6034458,SACRAMENTO,PUBLIC,67447,COWAN JAMES R. ELEM.,69,0,0,69,69
6034466,SACRAMENTO,PUBLIC,67447,COYLE AVE. ELEM.,49,0,2,46,38
6034482,SACRAMENTO,PUBLIC,67447,DEL DAYO ELEM.,69,0,2,67,67
6034490,SACRAMENTO,PUBLIC,67447,DEL PASO MANOR ELEM.,73,0,3,69,54
6034508,SACRAMENTO,PUBLIC,67447,DETERDING MARY ELEM.,69,0,2,67,60
6034516,SACRAMENTO,PUBLIC,67447,DEWEY ELEM.,73,0,1,72,65
6034524,SACRAMENTO,PUBLIC,67447,DYER-KELLY ELEM.,62,0,5,53,49
6034540,SACRAMENTO,PUBLIC,67447,EDISON THOMAS ELEM.,54,0,2,52,36
6034565,SACRAMENTO,PUBLIC,67447,GARFIELD ELEM.,71,0,6,61,54
6111363,SACRAMENTO,PUBLIC,67447,GOLD RIVER DISC. CTR.,86,0,2,84,84
114983,SACRAMENTO,PUBLIC,67447,GOLDEN VALLEY CHARTER,50,0,18,24,21
6034573,SACRAMENTO,PUBLIC,67447,GRAND OAKS ELEM.,64,0,1,63,58
6034581,SACRAMENTO,PUBLIC,67447,GREEN OAKS FUND. DEVE,69,0,1,68,61
6034599,SACRAMENTO,PUBLIC,67447,GREER ELEM.,67,0,4,62,57
6034623,SACRAMENTO,PUBLIC,67447,HOWE AVE. ELEM.,89,0,3,85,64
6034631,SACRAMENTO,PUBLIC,67447,KELLY THOMAS ELEM.,43,0,0,42,40
6034656,SACRAMENTO,PUBLIC,67447,KINGSWOOD ELEM.,64,0,6,58,55
6034672,SACRAMENTO,PUBLIC,67447,LEGETTE ELEM.,67,0,2,65,64
6034680,SACRAMENTO,PUBLIC,67447,LICHEN ELEM.,71,0,2,69,66
6034706,SACRAMENTO,PUBLIC,67447,MARIEMONT ELEM.,92,0,3,89,88
6034714,SACRAMENTO,PUBLIC,67447,MARIPOSA AVE. ELEM.,81,0,3,77,60
6034730,SACRAMENTO,PUBLIC,67447,MISSION AVE. ELEM.,69,0,4,65,57
6034755,SACRAMENTO,PUBLIC,67447,NORTHRIDGE ELEM.,57,0,6,50,45
6034771,SACRAMENTO,PUBLIC,67447,OAKVIEW COMMUNITY,46,0,2,44,43
6034797,SACRAMENTO,PUBLIC,67447,ORANGEVALE ELEM.,68,0,1,67,67
6105928,SACRAMENTO,PUBLIC,67447,OTTOMON ELEM.,72,0,2,69,67
6034813,SACRAMENTO,PUBLIC,67447,PASADENA AVE. ELEM.,44,0,1,43,33
6034839,SACRAMENTO,PUBLIC,67447,PECK ELEM.,43,0,3,39,33
6034847,SACRAMENTO,PUBLIC,67447,PERSHING ELEM.,69,0,6,63,54
6034896,SACRAMENTO,PUBLIC,67447,SCHWEITZER ALBERT ELE,50,0,1,49,44
6034904,SACRAMENTO,PUBLIC,67447,SIERRA OAKS ELEM.,61,0,0,61,61
6034912,SACRAMENTO,PUBLIC,67447,SKYCREST ELEM.,107,0,4,102,98
6034920,SACRAMENTO,PUBLIC,67447,STARR KING REGULAR,92,0,5,87,87
6103816,SACRAMENTO,PUBLIC,67447,TRAJAN ELEM.,71,0,1,69,55
6034953,SACRAMENTO,PUBLIC,67447,TWIN LAKES ELEM.,90,0,4,86,79
3430717,SACRAMENTO,PUBLIC,67447,VISIONS IN EDUCATION,133,0,25,105,95
6034961,SACRAMENTO,PUBLIC,67447,WHITNEY AVE. ELEM.,69,0,5,58,50
