SCHOOL CODE,COUNTY,PUB/ PRIV,DISTRICT CODE,SCHOOL,ENROLLMENT,PME,PBE§,MMR1 ,2 MMR‡ 
6017453,LOS ANGELES,PUBLIC,64733,HANCOCK PARK ELEM.,130,0,3,127,122
6017461,LOS ANGELES,PUBLIC,64733,HARBOR CITY ELEM.,109,0,1,107,108
6017479,LOS ANGELES,PUBLIC,64733,HARDING STREET ELEM.,84,0,0,83,80
106955,LOS ANGELES,PUBLIC,64733,HARMONY ELEM,142,0,0,139,127
6017487,LOS ANGELES,PUBLIC,64733,HARRISON STREET ELEM.,84,0,0,82,73
6017495,LOS ANGELES,PUBLIC,64733,HART STREET ELEM.,149,0,0,149,145
109314,LOS ANGELES,PUBLIC,64733,"HARVARD ELEM, SCHOOL",108,0,0,105,102
6017503,LOS ANGELES,PUBLIC,64733,HASKELL ELEM.,73,0,1,67,69
6017511,LOS ANGELES,PUBLIC,64733,HAWAIIAN AVE. ELEM.,188,0,1,182,177
6017529,LOS ANGELES,PUBLIC,64733,HAYNES ELEM.,71,0,2,68,65
6017537,LOS ANGELES,PUBLIC,64733,HAZELTINE AVE. ELEM.,114,0,1,107,86
6017545,LOS ANGELES,PUBLIC,64733,HELIOTROPE AVE. ELEM.,148,1,0,147,139
6017552,LOS ANGELES,PUBLIC,64733,HERRICK AVE. ELEM.,103,0,0,103,103
6017586,LOS ANGELES,PUBLIC,64733,HILLCREST DRIVE ELEM.,109,0,0,102,88
6017594,LOS ANGELES,PUBLIC,64733,HILLSIDE ELEM.,78,0,1,77,77
6017602,LOS ANGELES,PUBLIC,64733,HOBART BLVD. ELEM.,99,0,0,99,98
109298,LOS ANGELES,PUBLIC,64733,HOLLYWOOD PRIMARY CEN,52,0,0,52,51
6017610,LOS ANGELES,PUBLIC,64733,HOLMES AVE. ELEM.,50,0,1,49,49
109249,LOS ANGELES,PUBLIC,64733,HOOPER PRIMARY CENTER,261,0,1,260,260
6017636,LOS ANGELES,PUBLIC,64733,HOOVER STREET ELEM.,137,0,0,137,125
6017644,LOS ANGELES,PUBLIC,64733,HUBBARD STREET ELEM.,178,0,1,177,176
6017651,LOS ANGELES,PUBLIC,64733,HUMPHREYS AVE. ELEM.,156,0,1,155,153
6017669,LOS ANGELES,PUBLIC,64733,HUNTINGTON DRIVE ELEM,75,1,3,71,62
111997,LOS ANGELES,PUBLIC,64733,HUNTINGTON PARK ELEM,90,0,0,89,88
6114722,LOS ANGELES,PUBLIC,64733,INDEPENDENCE ELEMENTA,109,0,0,108,94
111955,LOS ANGELES,PUBLIC,64733,ISLAND ELEMENTARY SCH,145,0,0,143,140
6017685,LOS ANGELES,PUBLIC,64733,IVANHOE ELEM.,79,0,4,75,69
109330,LOS ANGELES,PUBLIC,64733,JEFFERSON NEW ELEM#1,133,0,0,132,128
109355,LOS ANGELES,PUBLIC,64733,JOHN MACK ELEM,47,0,0,46,43
122192,LOS ANGELES,PUBLIC,64733,JULIE KORENSTEIN ELEM,102,0,0,96,75
6017693,LOS ANGELES,PUBLIC,64733,JUSTICE STREET ELEM.,52,0,0,52,48
6071443,LOS ANGELES,PUBLIC,64733,KENNEDY (ROBERT F.) E,70,0,0,70,70
6017701,LOS ANGELES,PUBLIC,64733,KENTER CANYON ELEM. C,88,0,10,75,65
6017719,LOS ANGELES,PUBLIC,64733,KENTWOOD ELEM.,66,0,2,62,55
6017727,LOS ANGELES,PUBLIC,64733,KESTER AVE. ELEM.,153,0,8,142,131
111989,LOS ANGELES,PUBLIC,64733,KIM ELEM,102,0,0,101,98
109405,LOS ANGELES,PUBLIC,64733,KINSLEY ELEM,93,0,0,93,90
6017735,LOS ANGELES,PUBLIC,64733,KITTRIDGE STREET ELEM,121,0,0,121,121
6017743,LOS ANGELES,PUBLIC,64733,KNOLLWOOD ELEM.,66,0,1,65,60
6017750,LOS ANGELES,PUBLIC,64733,LA SALLE AVE. ELEM.,74,0,0,72,72
6119093,LOS ANGELES,PUBLIC,64733,LAFAYETTE PARK PRIMAR,136,0,0,136,136
109199,LOS ANGELES,PUBLIC,64733,LAKE ST. P. C.,153,0,0,153,152
6017768,LOS ANGELES,PUBLIC,64733,LANAI ROAD ELEM.,114,1,11,101,96
6018931,LOS ANGELES,PUBLIC,64733,LANE (ROBERT HILL) EL,40,0,0,40,35
6017776,LOS ANGELES,PUBLIC,64733,LANGDON AVE. ELEM.,114,0,0,96,90
6017784,LOS ANGELES,PUBLIC,64733,LANKERSHIM ELEM.,98,0,0,97,88
6017792,LOS ANGELES,PUBLIC,64733,LASSEN ELEM.,90,0,1,88,87
6017800,LOS ANGELES,PUBLIC,64733,LATONA AVE. ELEM.,49,0,0,49,44
6017818,LOS ANGELES,PUBLIC,64733,LAUREL ELEM.,29,0,1,28,24
6017826,LOS ANGELES,PUBLIC,64733,LEAPWOOD AVE. ELEM.,56,0,0,53,44
6017834,LOS ANGELES,PUBLIC,64733,LELAND STREET ELEM..,87,0,0,74,67
6017842,LOS ANGELES,PUBLIC,64733,LEMAY STREET ELEM.,82,1,0,78,69
109264,LOS ANGELES,PUBLIC,64733,LEXINGTON PRIMARY CEN,82,0,0,82,76
6017859,LOS ANGELES,PUBLIC,64733,LIBERTY BLVD. ELEM.,119,0,0,115,111
6017867,LOS ANGELES,PUBLIC,64733,LIGGETT STREET ELEM.,126,0,0,120,119
6017875,LOS ANGELES,PUBLIC,64733,LILLIAN STREET ELEM.,94,0,0,94,92
6017883,LOS ANGELES,PUBLIC,64733,LIMERICK AVE. ELEM.,152,1,3,142,132
6017891,LOS ANGELES,PUBLIC,64733,LOCKHURST DRIVE ELEM.,49,0,4,45,42
6017909,LOS ANGELES,PUBLIC,64733,LOCKWOOD AVE. ELEM.,46,0,1,45,36
6017917,LOS ANGELES,PUBLIC,64733,LOGAN STREET ELEM.,63,0,0,63,63
6060578,LOS ANGELES,PUBLIC,64733,LOKRANTZ SP. ED. CTR.,69,0,0,69,58
6017925,LOS ANGELES,PUBLIC,64733,LOMA VISTA AVE. ELEM.,156,0,0,156,155
6017933,LOS ANGELES,PUBLIC,64733,LOMITA MATH/SCIENCE M,85,1,1,82,80
6017941,LOS ANGELES,PUBLIC,64733,LORENA STREET ELEM.,126,0,0,126,122
6017958,LOS ANGELES,PUBLIC,64733,LORETO STREET ELEM.,67,0,0,67,66
6017966,LOS ANGELES,PUBLIC,64733,LORNE STREET ELEM.,85,0,0,60,49
6111512,LOS ANGELES,PUBLIC,64733,LOS ANGELES ELEM.,142,0,0,142,142
112235,LOS ANGELES,PUBLIC,64733,LOS FELIZ CHARTER SCH,100,0,25,75,75
6017974,LOS ANGELES,PUBLIC,64733,LOS FELIZ ELEM.,53,0,1,52,52
6060461,LOS ANGELES,PUBLIC,64733,LOWMAN (C.L.) DEV. CT,17,0,0,17,14
6017982,LOS ANGELES,PUBLIC,64733,LOYOLA VILLAGE ELEM.,41,0,0,41,41
6120810,LOS ANGELES,PUBLIC,64733,MACARTHUR PARK PRIMAR,101,0,0,101,93
109413,LOS ANGELES,PUBLIC,64733,MADISON ELEM,93,0,0,93,93
6017990,LOS ANGELES,PUBLIC,64733,MAGNOLIA AVE. ELEM.,190,0,0,190,188
6018006,LOS ANGELES,PUBLIC,64733,MAIN STREET ELEM.,101,0,0,98,84
6018014,LOS ANGELES,PUBLIC,64733,MALABAR STREET ELEM.,136,0,1,134,133
6018030,LOS ANGELES,PUBLIC,64733,MANHATTAN PLACE ELEM.,62,0,0,58,46
106922,LOS ANGELES,PUBLIC,64733,MAPLE PRIMARY CENTER,118,0,0,111,94
6018048,LOS ANGELES,PUBLIC,64733,MAR VISTA ELEM.,113,0,4,106,99
6018055,LOS ANGELES,PUBLIC,64733,MARIANNA AVE. ELEM.,58,0,0,55,52
109256,LOS ANGELES,PUBLIC,64733,MARIPOSA-NABI PRIMARY,87,0,0,80,70
6060529,LOS ANGELES,PUBLIC,64733,MARLTON SCH. (SPEC ED,26,0,0,25,22
6018063,LOS ANGELES,PUBLIC,64733,MARQUEZ AVE. ELEM. CH,98,0,10,82,76
109207,LOS ANGELES,PUBLIC,64733,MARTHA ESCUTIA PRIMAR,209,0,0,209,209
6019061,LOS ANGELES,PUBLIC,64733,MARTIN LUTHER KING JR,84,0,0,82,69
6018071,LOS ANGELES,PUBLIC,64733,MARVIN ELEM.,133,0,1,122,116
109397,LOS ANGELES,PUBLIC,64733,MAURICE SENDAK ELEM.,118,0,0,118,117
6018089,LOS ANGELES,PUBLIC,64733,MAYALL STREET ELEM.,76,0,0,76,73
6018097,LOS ANGELES,PUBLIC,64733,MAYBERRY STREET ELEM.,56,0,0,56,53
6018105,LOS ANGELES,PUBLIC,64733,MCKINLEY AVE. ELEM.,93,0,0,92,92
6018113,LOS ANGELES,PUBLIC,64733,MELROSE AVE. ELEM.,49,0,0,48,48
6018121,LOS ANGELES,PUBLIC,64733,MELVIN AVE. ELEM.,85,0,1,79,73
6018139,LOS ANGELES,PUBLIC,64733,MENLO AVE. ELEM.,110,0,0,108,76
6018147,LOS ANGELES,PUBLIC,64733,MEYLER STREET ELEM.,150,0,0,148,144
6018154,LOS ANGELES,PUBLIC,64733,MICHELTORENA STREET E,35,0,1,34,31
1931070,LOS ANGELES,PUBLIC,64733,MID-CITY ALT.,22,1,0,21,20
109272,LOS ANGELES,PUBLIC,64733,MIDDLETON NEW PRIMARY,243,0,0,242,236
6018170,LOS ANGELES,PUBLIC,64733,MILES AVE. ELEM.,255,0,0,254,249
6066278,LOS ANGELES,PUBLIC,64733,MILLER (LOREN) ELEM.,168,0,1,164,161
6018188,LOS ANGELES,PUBLIC,64733,MIRAMONTE ELEM.,234,0,1,230,223
6018196,LOS ANGELES,PUBLIC,64733,MONLUX (JOHN B.) ELEM,123,2,2,119,119
6018204,LOS ANGELES,PUBLIC,64733,MONTAGUE CHARTER,196,0,0,168,125
6107403,LOS ANGELES,PUBLIC,64733,MONTARA ELEM.,120,0,0,113,111
6018220,LOS ANGELES,PUBLIC,64733,MORNINGSIDE ELEM.,119,0,0,119,110
6018238,LOS ANGELES,PUBLIC,64733,MOUNTAIN VIEW ELEM.,78,0,2,74,66
6018246,LOS ANGELES,PUBLIC,64733,MT. WASHINGTON ELEM.,50,0,7,43,42
6119044,LOS ANGELES,PUBLIC,64733,MULTICULTURAL LEARNIN,60,0,2,58,51
6018253,LOS ANGELES,PUBLIC,64733,MULTNOMAH STREET ELEM,80,0,0,80,73
6018261,LOS ANGELES,PUBLIC,64733,MURCHISON STREET ELEM,76,0,0,76,72
6018279,LOS ANGELES,PUBLIC,64733,NAPA STREET ELEM.,84,0,0,82,63
6018287,LOS ANGELES,PUBLIC,64733,NESTLE AVE. ELEM.,110,0,3,107,105
6018295,LOS ANGELES,PUBLIC,64733,NEVADA AVE. ELEM.,82,0,0,82,78
6018303,LOS ANGELES,PUBLIC,64733,NEVIN AVE. ELEM.,111,0,0,109,101
102483,LOS ANGELES,PUBLIC,64733,NEW ACADEMY CANOGA PA,60,0,0,60,42
6018311,LOS ANGELES,PUBLIC,64733,NEWCASTLE ELEM.,76,0,1,73,72
6018337,LOS ANGELES,PUBLIC,64733,NINETY-FIFTH STREET E,165,0,0,161,151
6018345,LOS ANGELES,PUBLIC,64733,NINETY-NINTH STREET E,104,0,0,89,67
6018352,LOS ANGELES,PUBLIC,64733,NINETY-SECOND STREET,120,0,0,118,114
6018378,LOS ANGELES,PUBLIC,64733,NINETY-SIXTH STREET E,123,0,0,58,50
6018386,LOS ANGELES,PUBLIC,64733,NINETY-THIRD STREET E,192,0,0,187,179
6018394,LOS ANGELES,PUBLIC,64733,NOBLE AVE. ELEM.,194,0,0,188,176
109389,LOS ANGELES,PUBLIC,64733,NOBLE NEW ELEM #1,129,0,0,120,99
6018410,LOS ANGELES,PUBLIC,64733,NORMANDIE AVE. ELEM.,166,0,0,163,157
6018428,LOS ANGELES,PUBLIC,64733,NORMONT ELEM.,63,0,0,63,61
6018436,LOS ANGELES,PUBLIC,64733,NORWOOD STREET ELEM.,135,1,0,130,113
6110274,LOS ANGELES,PUBLIC,64733,NUEVA VISTA ELEM.,178,0,0,178,178
102335,LOS ANGELES,PUBLIC,64733,OCEAN CHARTER SCHOOL,60,0,26,31,30
109181,LOS ANGELES,PUBLIC,64733,OLYMPIC PRIMARY CENTE,196,0,1,195,194
6018444,LOS ANGELES,PUBLIC,64733,O'MELVENY ELEM.,82,0,0,82,81
6018469,LOS ANGELES,PUBLIC,64733,ONE HUNDRED EIGHTEENT,107,0,0,107,105
6018477,LOS ANGELES,PUBLIC,64733,ONE HUNDRED EIGHTY-SI,123,0,0,123,87
6018493,LOS ANGELES,PUBLIC,64733,ONE HUNDRED FIFTY-SIX,61,0,0,61,61
6018501,LOS ANGELES,PUBLIC,64733,ONE HUNDRED FIFTY-THI,80,0,0,80,74
6018519,LOS ANGELES,PUBLIC,64733,ONE HUNDRED NINTH STR,74,0,0,71,62
6018535,LOS ANGELES,PUBLIC,64733,ONE HUNDRED SEVENTH S,158,0,0,153,139
6018543,LOS ANGELES,PUBLIC,64733,ONE HUNDRED SIXTEENTH,75,0,1,67,55
6018550,LOS ANGELES,PUBLIC,64733,ONE HUNDRED THIRTY-FI,137,0,0,130,108
6018568,LOS ANGELES,PUBLIC,64733,ONE HUNDRED TWELFTH S,101,0,0,101,100
6018576,LOS ANGELES,PUBLIC,64733,ONE HUNDRED TWENTY-SE,113,0,0,109,109
6097927,LOS ANGELES,PUBLIC,64733,OPEN CHARTER,45,1,4,39,40
6018592,LOS ANGELES,PUBLIC,64733,OSCEOLA STREET ELEM.,62,0,1,61,60
6018618,LOS ANGELES,PUBLIC,64733,OVERLAND AVE. ELEM.,93,1,1,84,71
6018626,LOS ANGELES,PUBLIC,64733,OXNARD STREET ELEM.,72,0,0,72,72
109322,LOS ANGELES,PUBLIC,64733,PACIFIC BOULEVARD,99,0,0,97,80
6018642,LOS ANGELES,PUBLIC,64733,PACOIMA CHARTER,204,0,0,204,200
6018634,LOS ANGELES,PUBLIC,64733,PALISADES CHARTER,97,0,16,63,57
6018659,LOS ANGELES,PUBLIC,64733,PALMS ELEM.,84,0,1,79,78
6018667,LOS ANGELES,PUBLIC,64733,PARK AVE. ELEM.,88,0,0,88,74
6018675,LOS ANGELES,PUBLIC,64733,PARK WESTERN PLACE EL,96,0,1,95,95
6018683,LOS ANGELES,PUBLIC,64733,PARMELEE AVE. ELEM.,141,0,1,140,138
6018691,LOS ANGELES,PUBLIC,64733,PARTHENIA ELEM.,101,0,0,101,99
6018709,LOS ANGELES,PUBLIC,64733,PASEO DEL REY FUNDAME,46,0,1,45,44
6018717,LOS ANGELES,PUBLIC,64733,PINEWOOD AVE. ELEM.,66,0,0,60,53
6018725,LOS ANGELES,PUBLIC,64733,PLAINVIEW AVE. ELEM.,48,0,0,45,41
6016638,LOS ANGELES,PUBLIC,64733,PLASENCIA ELEM. & PLA,125,0,0,125,124
6018741,LOS ANGELES,PUBLIC,64733,PLAYA DEL REY ELEM.,45,0,6,37,33
6018758,LOS ANGELES,PUBLIC,64733,PLUMMER ELEM.,129,0,0,129,129
6018766,LOS ANGELES,PUBLIC,64733,POINT FERMIN ELEM.,63,0,0,60,62
6110266,LOS ANGELES,PUBLIC,64733,POLITI (LEO) ELEM.,109,0,0,109,107
6018774,LOS ANGELES,PUBLIC,64733,POMELO DRIVE ELEM.,97,0,1,96,94
6018790,LOS ANGELES,PUBLIC,64733,PRESIDENT AVE. ELEM.,67,0,1,64,59
6116842,LOS ANGELES,PUBLIC,64733,PRIMARY ACADEMY,85,0,0,81,81
6018808,LOS ANGELES,PUBLIC,64733,PURCHE AVE. ELEM.,77,0,0,73,68
6018816,LOS ANGELES,PUBLIC,64733,QUEEN ANNE PLACE ELEM,64,0,0,61,53
6018824,LOS ANGELES,PUBLIC,64733,RAMONA ELEM.,102,0,0,98,91
6018832,LOS ANGELES,PUBLIC,64733,RANCHITO AVE. ELEM.,94,0,0,87,56
6018840,LOS ANGELES,PUBLIC,64733,RAYMOND AVE. ELEM.,62,0,0,62,62
6018857,LOS ANGELES,PUBLIC,64733,RESEDA ELEM.,77,0,0,76,77
101618,LOS ANGELES,PUBLIC,64733,RICHARD RIORDAN PRIMA,136,0,0,130,109
6018873,LOS ANGELES,PUBLIC,64733,RICHLAND AVE. ELEM.,36,0,4,32,30
6018907,LOS ANGELES,PUBLIC,64733,RIO VISTA ELEM.,68,0,2,64,30
6018915,LOS ANGELES,PUBLIC,64733,RITTER ELEM.,67,0,0,64,62
6018923,LOS ANGELES,PUBLIC,64733,RIVERSIDE DRIVE ELEM.,85,0,2,80,74
6018949,LOS ANGELES,PUBLIC,64733,ROCKDALE ELEM.,46,0,1,42,35
109371,LOS ANGELES,PUBLIC,64733,ROSA PARKS LEARNING C,128,1,0,127,127
6018956,LOS ANGELES,PUBLIC,64733,ROSCOE ELEM.,136,0,0,136,136
6018964,LOS ANGELES,PUBLIC,64733,ROSCOMARE ROAD ELEM.,89,0,11,78,78
6018980,LOS ANGELES,PUBLIC,64733,ROSEWOOD AVE. ELEM.,46,0,4,42,40
6018998,LOS ANGELES,PUBLIC,64733,ROWAN AVE. ELEM.,134,0,0,134,131
6019004,LOS ANGELES,PUBLIC,64733,RUSSELL ELEM.,128,0,0,124,116
6060586,LOS ANGELES,PUBLIC,64733,SALVIN,22,0,0,22,22
6112411,LOS ANGELES,PUBLIC,64733,SAN ANTONIO ELEM.,124,0,0,121,86
6019012,LOS ANGELES,PUBLIC,64733,SAN FERNANDO ELEM.,114,0,0,111,50
6019020,LOS ANGELES,PUBLIC,64733,SAN GABRIEL AVE. ELEM,121,0,0,121,117
6019038,LOS ANGELES,PUBLIC,64733,SAN JOSE STREET ELEM.,93,0,7,85,85
6108641,LOS ANGELES,PUBLIC,64733,SAN MIGUEL ELEM.,184,0,0,171,138
6019046,LOS ANGELES,PUBLIC,64733,SAN PASCUAL AVE. ELEM,38,0,0,38,38
6019053,LOS ANGELES,PUBLIC,64733,SAN PEDRO STREET ELEM,112,0,0,112,107
6110951,LOS ANGELES,PUBLIC,64733,SARA COUGHLIN ELEMENT,138,0,0,135,118
6019087,LOS ANGELES,PUBLIC,64733,SATICOY ELEM.,98,0,0,98,98
6066286,LOS ANGELES,PUBLIC,64733,SATURN STREET,72,0,2,70,67
6019095,LOS ANGELES,PUBLIC,64733,SECOND STREET ELEM.,66,0,0,65,59
6019103,LOS ANGELES,PUBLIC,64733,SELMA AVE. ELEM.,49,0,0,49,45
6019111,LOS ANGELES,PUBLIC,64733,SERRANIA AVE. ELEM.,118,0,9,109,102
6019129,LOS ANGELES,PUBLIC,64733,SEVENTH STREET ELEM.,90,0,0,90,85
6019137,LOS ANGELES,PUBLIC,64733,SEVENTY-FIFTH STREET,194,0,0,181,157
6019145,LOS ANGELES,PUBLIC,64733,SEVENTY-FOURTH STREET,71,0,2,68,64
6019152,LOS ANGELES,PUBLIC,64733,SHARP AVE. ELEM.,139,0,0,139,138
6019160,LOS ANGELES,PUBLIC,64733,SHENANDOAH STREET ELE,105,0,2,103,99
6019178,LOS ANGELES,PUBLIC,64733,SHERIDAN STREET ELEM.,189,0,0,189,166
6019186,LOS ANGELES,PUBLIC,64733,SHERMAN OAKS ELEM.,176,0,6,162,153
6019194,LOS ANGELES,PUBLIC,64733,SHIRLEY AVE. ELEM.,98,0,0,90,61
6019202,LOS ANGELES,PUBLIC,64733,SHORT AVE. ELEM.,64,0,0,64,60
6019210,LOS ANGELES,PUBLIC,64733,SIERRA PARK ELEM.,72,0,0,67,63
6019228,LOS ANGELES,PUBLIC,64733,SIERRA VISTA ELEM.,51,0,1,50,50
6019236,LOS ANGELES,PUBLIC,64733,SIXTH AVE. ELEM.,132,0,0,117,112
6019244,LOS ANGELES,PUBLIC,64733,SIXTY-EIGHTH ST. ELEM,173,0,0,167,122
6019251,LOS ANGELES,PUBLIC,64733,SIXTY-FIRST STREET EL,139,0,0,139,122
6019269,LOS ANGELES,PUBLIC,64733,SIXTY-SIXTH STREET EL,213,0,0,213,208
6019277,LOS ANGELES,PUBLIC,64733,SOLANO AVE. ELEM.,50,0,0,50,50
6019285,LOS ANGELES,PUBLIC,64733,SOTO STREET ELEM.,36,0,0,36,27
6019293,LOS ANGELES,PUBLIC,64733,SOUTH PARK ELEM.,132,0,0,130,130
122143,LOS ANGELES,PUBLIC,64733,SOUTH REGION ELEMENTA,120,0,0,120,104
122150,LOS ANGELES,PUBLIC,64733,SOUTH REGION ELEMENTA,132,0,0,132,127
122168,LOS ANGELES,PUBLIC,64733,SOUTH REGION ELEMENTA,70,0,0,70,64
122176,LOS ANGELES,PUBLIC,64733,SOUTH REGION ELEMENTA,90,0,0,85,77
6019301,LOS ANGELES,PUBLIC,64733,SOUTH SHORES ELEM.,22,1,1,20,20
6019319,LOS ANGELES,PUBLIC,64733,STAGG STREET ELEM.,87,0,0,84,79
106930,LOS ANGELES,PUBLIC,64733,STANFORD PRIMARY CENT,111,0,0,75,59
6019335,LOS ANGELES,PUBLIC,64733,STATE STREET ELEM.,111,0,0,75,59
6018402,LOS ANGELES,PUBLIC,64733,STERRY (NORA) ELEM.,75,0,0,72,67
6019343,LOS ANGELES,PUBLIC,64733,STONEHURST AVE. ELEM.,62,0,1,60,58
6019350,LOS ANGELES,PUBLIC,64733,STONER AVE. ELEM.,59,0,0,56,52
6019368,LOS ANGELES,PUBLIC,64733,STRATHERN STREET ELEM,113,0,0,113,113
6019376,LOS ANGELES,PUBLIC,64733,SUNLAND ELEM.,76,0,2,71,62
6019384,LOS ANGELES,PUBLIC,64733,SUNNY BRAE AVE. ELEM.,113,0,0,113,112
6104822,LOS ANGELES,PUBLIC,64733,SUNRISE ELEM.,81,0,0,81,77
6019392,LOS ANGELES,PUBLIC,64733,SUPERIOR STREET ELEM.,107,0,1,106,103
6019400,LOS ANGELES,PUBLIC,64733,SYLMAR ELEM.,161,0,0,161,149
6019418,LOS ANGELES,PUBLIC,64733,SYLVAN PARK ELEM.,147,0,0,146,142
6019426,LOS ANGELES,PUBLIC,64733,TAPER AVE. ELEM.,117,0,0,117,116
6019434,LOS ANGELES,PUBLIC,64733,TARZANA ELEM.,66,0,0,66,63
6019442,LOS ANGELES,PUBLIC,64733,TELFAIR AVE. ELEM.,183,2,0,176,177
6107411,LOS ANGELES,PUBLIC,64733,TERESA HUGHES ELEM.,116,0,0,116,116
115139,LOS ANGELES,PUBLIC,64733,THE CENTER FOR ADVANC,44,0,1,43,43
6019467,LOS ANGELES,PUBLIC,64733,THIRD STREET ELEM.,115,0,0,109,94
6019475,LOS ANGELES,PUBLIC,64733,THIRTY-SECOND STREET,48,0,0,13,9
6019509,LOS ANGELES,PUBLIC,64733,TOLAND WAY ELEM.,53,0,0,52,48
6019517,LOS ANGELES,PUBLIC,64733,TOLUCA LAKE ELEM.,79,0,1,78,74
6019525,LOS ANGELES,PUBLIC,64733,TOPANGA ELEM. CHARTER,73,0,22,51,51
6019533,LOS ANGELES,PUBLIC,64733,TOPEKA DRIVE ELEM.,108,0,2,102,81
6019541,LOS ANGELES,PUBLIC,64733,TOWNE AVE. ELEM.,55,0,0,55,47
6019566,LOS ANGELES,PUBLIC,64733,TULSA STREET ELEM.,84,0,2,82,80
6019574,LOS ANGELES,PUBLIC,64733,TWEEDY ELEM.,119,0,0,113,99
6019582,LOS ANGELES,PUBLIC,64733,TWENTIETH STREET ELEM,112,0,0,112,112
6019590,LOS ANGELES,PUBLIC,64733,TWENTY-EIGHTH STREET,114,0,0,114,113
6019608,LOS ANGELES,PUBLIC,64733,TWENTY-FOURTH STREET,123,0,0,123,101
6019616,LOS ANGELES,PUBLIC,64733,TWO HUNDRED THIRTY-SE,77,0,1,74,50
119693,LOS ANGELES,PUBLIC,64733,UCLA COMMUNITY,61,0,0,61,56
6019624,LOS ANGELES,PUBLIC,64733,UNION AVE. ELEM.,195,0,0,195,195
6019632,LOS ANGELES,PUBLIC,64733,UTAH STREET ELEM.,34,0,0,34,33
6116834,LOS ANGELES,PUBLIC,64733,VALERIO PRIMARY CTR.,192,0,0,185,156
1931716,LOS ANGELES,PUBLIC,64733,VALLEY ALT.,24,0,0,24,23
122184,LOS ANGELES,PUBLIC,64733,VALLEY REGION ELEMENT,124,0,2,64,46
122200,LOS ANGELES,PUBLIC,64733,VALLEY REGION ELEMENT,82,0,0,78,66
122218,LOS ANGELES,PUBLIC,64733,VALLEY REGION ELEMENT,97,0,0,95,84
122226,LOS ANGELES,PUBLIC,64733,VALLEY REGION ELEMENT,57,0,0,57,56
122234,LOS ANGELES,PUBLIC,64733,VALLEY REGION ELEMENT,107,0,0,97,97
112060,LOS ANGELES,PUBLIC,64733,VALLEY REGION HESBY S,49,0,0,49,44
6019657,LOS ANGELES,PUBLIC,64733,VALLEY VIEW ELEM.,47,0,2,43,42
6019665,LOS ANGELES,PUBLIC,64733,VAN DEENE AVE. ELEM.,73,0,0,71,56
6019673,LOS ANGELES,PUBLIC,64733,VAN GOGH STREET ELEM.,70,0,0,69,66
6019681,LOS ANGELES,PUBLIC,64733,VAN NESS AVE. ELEM.,30,0,0,30,27
6019707,LOS ANGELES,PUBLIC,64733,VANALDEN AVE. ELEM.,72,0,1,71,68
6019715,LOS ANGELES,PUBLIC,64733,VAUGHN NEXT CENTURY L,240,0,0,240,234
6019723,LOS ANGELES,PUBLIC,64733,VENA AVE. ELEM.,90,0,0,86,77
6019731,LOS ANGELES,PUBLIC,64733,VERMONT AVE. ELEM.,139,0,0,138,138
6019749,LOS ANGELES,PUBLIC,64733,VERNON CITY ELEM.,45,0,0,45,44
6019756,LOS ANGELES,PUBLIC,64733,VICTORIA AVE. ELEM.,124,0,0,124,124
6019772,LOS ANGELES,PUBLIC,64733,VINE STREET ELEM.,71,0,0,71,70
6019780,LOS ANGELES,PUBLIC,64733,VINEDALE ELEM.,43,0,0,43,43
6019798,LOS ANGELES,PUBLIC,64733,VINTAGE ST. FUNDAMENT,29,0,0,27,22
6019806,LOS ANGELES,PUBLIC,64733,VIRGINIA ROAD ELEM.,67,0,0,67,65
6019814,LOS ANGELES,PUBLIC,64733,WADSWORTH AVE. ELEM.,158,0,0,151,125
6019822,LOS ANGELES,PUBLIC,64733,WALGROVE AVE. ELEM.,71,0,12,59,57
6110977,LOS ANGELES,PUBLIC,64733,WALNUT PARK ELEM.,180,0,1,178,177
6019830,LOS ANGELES,PUBLIC,64733,WARNER AVE. ELEM.,114,0,8,102,88
109306,LOS ANGELES,PUBLIC,64733,WASHINGTON NEW PC #1,131,0,0,130,127
6114912,LOS ANGELES,PUBLIC,64733,WATTS LEARNING CENTER,44,0,0,43,43
6019483,LOS ANGELES,PUBLIC,64733,WEEMES (LENICIA B.) E,134,0,1,128,101
6019848,LOS ANGELES,PUBLIC,64733,WEIGAND AVE. ELEM.,62,0,0,60,53
6019855,LOS ANGELES,PUBLIC,64733,WELBY WAY ELEM.,71,0,0,69,67
6019863,LOS ANGELES,PUBLIC,64733,WEST ATHENS ELEM.,129,0,1,128,123
6019871,LOS ANGELES,PUBLIC,64733,WEST HOLLYWOOD ELEM.,103,0,7,91,84
6019889,LOS ANGELES,PUBLIC,64733,WEST VERNON AVE. ELEM,169,0,0,169,150
6019905,LOS ANGELES,PUBLIC,64733,WESTERN AVE. ELEM.,89,0,0,86,76
6019913,LOS ANGELES,PUBLIC,64733,WESTMINSTER AVE. ELEM,52,0,2,50,48
6019921,LOS ANGELES,PUBLIC,64733,WESTPORT HEIGHTS ELEM,89,0,2,85,80
1931054,LOS ANGELES,PUBLIC,64733,WESTSIDE LEADERSHIP M,25,0,1,22,22
6019939,LOS ANGELES,PUBLIC,64733,WESTWOOD ELEM.,135,0,1,125,116
6019947,LOS ANGELES,PUBLIC,64733,WHITE POINT ELEM.,67,0,0,63,59
