SCHOOL CODE,COUNTY,PUB/ PRIV,DISTRICT CODE,SCHOOL,ENROLLMENT,PME,PBE§,MMR1 ,2 MMR‡ 
112177,MONTEREY,PUBLIC,10272,MONTEREY BAY CHARTER,40,0,8,31,32
6069512,MONTEREY,PUBLIC,10272,SPECIAL ED. PGMS.,59,0,4,55,52
6025977,MONTEREY,PUBLIC,65961,ALISAL ELEM.,118,0,0,118,118
6025985,MONTEREY,PUBLIC,65961,BARDIN ELEM.,150,0,0,150,150
6113542,MONTEREY,PUBLIC,65961,CESAR CHAVEZ,127,0,0,127,127
6115232,MONTEREY,PUBLIC,65961,CREEKSIDE ELEM.,100,0,0,100,100
6117691,MONTEREY,PUBLIC,65961,DR. OSCAR LOYA ELEM.,106,0,0,106,106
6101802,MONTEREY,PUBLIC,65961,FRANK PAUL ELEM.,128,0,0,128,128
6025993,MONTEREY,PUBLIC,65961,FREMONT ELEM.,149,0,0,149,149
6026009,MONTEREY,PUBLIC,65961,JESSE SANCHEZ,178,0,0,178,178
6119663,MONTEREY,PUBLIC,65961,OASIS CHARTER PUBLIC,71,0,0,71,71
6109466,MONTEREY,PUBLIC,65961,STEINBECK ELEM.,71,0,0,71,71
6106959,MONTEREY,PUBLIC,65961,VIRGINIA ROCCA BARTON,134,0,0,134,134
6026017,MONTEREY,PUBLIC,65979,BRADLEY ELEM.,11,0,0,10,10
6026041,MONTEREY,PUBLIC,65987,CARMEL RIVER ELEM.,71,0,12,59,59
6026074,MONTEREY,PUBLIC,65987,TULARCITOS ELEM.,66,0,8,53,54
6026082,MONTEREY,PUBLIC,65995,CHUALAR ELEM.,38,0,0,32,27
6111637,MONTEREY,PUBLIC,66035,CESAR E. CHAVEZ,141,1,0,140,135
6026116,MONTEREY,PUBLIC,66035,Mary Chapa Literacy a,120,0,0,120,120
6089387,MONTEREY,PUBLIC,66035,OAK AVE. ELEM.,139,0,0,139,139
6106777,MONTEREY,PUBLIC,66050,DEL REY ELEM.,132,0,0,132,132
107292,MONTEREY,PUBLIC,66050,KING CITY ARTS CHARTE,52,0,0,52,52
6026132,MONTEREY,PUBLIC,66050,SANTA LUCIA ELEM.,134,0,2,132,131
6026140,MONTEREY,PUBLIC,66076,LAGUNITA ELEM.,12,0,0,12,11
6026157,MONTEREY,PUBLIC,66084,MISSION UNION ELEM.,16,0,0,16,16
6026165,MONTEREY,PUBLIC,66092,BAY VIEW ELEM.,51,4,1,45,30
6026256,MONTEREY,PUBLIC,66092,CRUMPTON (J.C.) ELEM.,68,0,0,68,68
6026181,MONTEREY,PUBLIC,66092,DEL REY WOODS ELEM.,70,0,0,70,69
6026199,MONTEREY,PUBLIC,66092,FOOTHILL ELEM.,78,0,0,75,53
6026223,MONTEREY,PUBLIC,66092,HIGHLAND ELEM.,92,0,1,91,89
6118962,MONTEREY,PUBLIC,66092,INTERNATIONAL SCHOOL,40,0,2,37,29
6058721,MONTEREY,PUBLIC,66092,KING SCHOOL,76,0,3,73,69
6026280,MONTEREY,PUBLIC,66092,LA MESA ELEM.,75,1,0,74,74
6026314,MONTEREY,PUBLIC,66092,MARINA VISTA ELEM.,72,0,0,72,68
6026207,MONTEREY,PUBLIC,66092,MARSHALL (GEORGE C.),181,0,1,180,169
6026249,MONTEREY,PUBLIC,66092,OLSON (IONE) ELEM.,84,0,4,80,80
6026355,MONTEREY,PUBLIC,66092,ORD TERRACE ELEM.,69,0,0,69,64
6058747,MONTEREY,PUBLIC,66092,WALTER COLTON SCHOOL,23,0,0,23,22
6026470,MONTEREY,PUBLIC,66134,FOREST GROVE ELEM.,71,0,5,66,65
6026496,MONTEREY,PUBLIC,66134,ROBERT DOWN ELEM.,74,0,9,65,64
108068,MONTEREY,PUBLIC,66142,BORONDA MEADOWS,125,0,0,125,106
6026520,MONTEREY,PUBLIC,66142,EL GABILAN ELEM.,118,0,0,118,115
6026538,MONTEREY,PUBLIC,66142,KAMMANN (HENRY F.) EL,141,0,0,141,135
6109177,MONTEREY,PUBLIC,66142,LAURELWOOD ELEM.,68,0,0,68,64
6026546,MONTEREY,PUBLIC,66142,LINCOLN ELEMENTARY,83,0,1,82,79
6026553,MONTEREY,PUBLIC,66142,LOMA VISTA ELEM.,106,0,1,104,102
6026561,MONTEREY,PUBLIC,66142,LOS PADRES ELEM.,144,0,0,144,144
6026579,MONTEREY,PUBLIC,66142,MISSION PARK ELEM.,120,1,1,116,103
6026587,MONTEREY,PUBLIC,66142,MONTEREY PARK ELEM.,62,0,0,62,60
6026595,MONTEREY,PUBLIC,66142,NATIVIDAD ELEM.,113,0,0,113,113
6026603,MONTEREY,PUBLIC,66142,ROOSEVELT ELEM.,122,0,0,119,110
6026611,MONTEREY,PUBLIC,66142,SHERWOOD ELEM.,120,0,0,117,117
6066963,MONTEREY,PUBLIC,66142,UNIVERSITY PARK ELEM.,97,0,3,94,94
6026629,MONTEREY,PUBLIC,66167,SAN ANTONIO ELEM.,17,0,0,15,14
6026652,MONTEREY,PUBLIC,66191,LA JOYA ELEM.,86,0,1,85,84
6120224,MONTEREY,PUBLIC,66191,MCKINNON,96,0,2,93,94
107391,MONTEREY,PUBLIC,66191,NEW REPUBLIC ELEMENTA,64,0,0,63,63
6026660,MONTEREY,PUBLIC,66191,SANTA RITA ELEM.,60,0,0,60,57
6026694,MONTEREY,PUBLIC,66225,SPRECKELS ELEM.,100,0,2,98,86
6092688,MONTEREY,PUBLIC,66233,TORO PARK,122,4,0,118,118
6026397,MONTEREY,PUBLIC,73825,CASTROVILLE ELEM.,98,0,0,98,97
6026405,MONTEREY,PUBLIC,73825,ECHO VALLEY ELEM.,76,0,1,75,75
6026413,MONTEREY,PUBLIC,73825,ELKHORN ELEM.,84,0,0,84,84
6026447,MONTEREY,PUBLIC,73825,PRUNEDALE ELEM.,100,0,0,100,100
106336,MONTEREY,PUBLIC,75440,FRANK LEDESMA ELEMENT,91,0,1,90,90
6105472,MONTEREY,PUBLIC,75440,GABILAN,59,0,0,59,59
111088,MONTEREY,PUBLIC,75440,JACK FRANSCIONI ELEME,71,0,0,71,71
6118756,MONTEREY,PUBLIC,75440,ROSE FERRERO ELEMENTA,72,0,0,72,70
6026686,MONTEREY,PUBLIC,75440,SAN VINCENTE ELEM.,61,0,0,61,61
6066955,MONTEREY,PUBLIC,75473,LA GLORIA ELEM.,187,0,0,187,178
6974653,MONTEREY,PRIVATE,65987,ALL SAINTS EPISCOPAL,26,0,0,26,23
6974679,MONTEREY,PRIVATE,65987,JUNIPERO SERRA,29,0,0,28,28
6921951,MONTEREY,PRIVATE,65987,STEVENSON LOWER & MID,22,0,1,21,21
6912240,MONTEREY,PRIVATE,66092,MONTEREY BAY CHRTN. S,10,0,0,10,10
6974760,MONTEREY,PRIVATE,66092,SAN CARLOS,29,0,1,28,28
6936744,MONTEREY,PRIVATE,66092,SANTA CATALINA,24,0,0,24,24
6974687,MONTEREY,PRIVATE,66142,MADONNA DEL SASSO,30,0,0,30,30
7088925,MONTEREY,PRIVATE,66142,PACIFIC COAST CHRTN.,17,0,0,17,17
6974745,MONTEREY,PRIVATE,66142,SALINAS CHRTN.,21,0,0,21,21
6904049,MONTEREY,PRIVATE,66225,MONTESSORI LRNG. CTR.,16,0,0,16,16
6939728,MONTEREY,PRIVATE,73825,PRUNEDALE CHRTN. ACAD,11,0,0,11,11
6026744,NAPA,PUBLIC,66241,CALISTOGA ELEM.,77,0,2,75,74
6026751,NAPA,PUBLIC,66258,HOWELL MOUNTAIN ELEM.,13,0,0,10,8
6026769,NAPA,PUBLIC,66266,ALTA HEIGHTS ELEM.,55,1,1,53,52
6026777,NAPA,PUBLIC,66266,BEL AIRE PARK REGULAR,74,0,0,74,74
6026785,NAPA,PUBLIC,66266,BROWNS VALLEY ELEM.,84,0,2,82,80
109140,NAPA,PUBLIC,66266,CANYON OAKS ELEMENTAR,118,0,0,118,117
6026827,NAPA,PUBLIC,66266,DONALDSON WAY ELEM.,70,0,0,70,70
6026835,NAPA,PUBLIC,66266,EL CENTRO ELEM.,55,0,1,54,53
6026850,NAPA,PUBLIC,66266,MCPHERSON ELEM.,108,0,0,108,108
6026868,NAPA,PUBLIC,66266,MT. GEORGE ELEM.,30,0,1,29,29
6026876,NAPA,PUBLIC,66266,NAPA JUNCTION ELEM.,87,0,0,87,87
6026983,NAPA,PUBLIC,66266,NAPA VALLEY LANG. ACA,120,0,1,119,118
6026892,NAPA,PUBLIC,66266,NORTHWOOD ELEM.,51,0,5,46,44
6026900,NAPA,PUBLIC,66266,PHILLIPS  CHARTER,87,0,1,86,84
6026918,NAPA,PUBLIC,66266,PUEBLO VISTA  ELEM.,45,1,0,44,43
6026926,NAPA,PUBLIC,66266,SALVADOR ELEM.,31,0,0,31,29
6026934,NAPA,PUBLIC,66266,SHEARER CHARTER,100,0,1,99,98
6026942,NAPA,PUBLIC,66266,SNOW ELEM.,103,0,0,103,95
108605,NAPA,PUBLIC,66266,STONE BRIDGE CHARTER,42,0,13,29,29
6026967,NAPA,PUBLIC,66266,VICHY ELEM.,56,0,4,52,51
6026975,NAPA,PUBLIC,66266,WEST PARK ELEM.,56,0,1,55,55
6027007,NAPA,PUBLIC,66266,YOUNT`VILLE ELEM.,24,0,0,24,23
6117964,NAPA,PUBLIC,66290,ST. HELENA PRIMARY SC,89,0,2,87,87
6202287,NAPA,PRIVATE,66266,BLUE OAK SCHOOL,15,0,0,14,14
7101660,NAPA,PRIVATE,66266,FIRST CHRISTIAN,15,0,2,13,12
6976195,NAPA,PRIVATE,66266,NAPA CHRISTIAN,10,0,0,10,10
6976211,NAPA,PRIVATE,66266,SAINT APOLLINARIS,27,0,0,27,25
6976237,NAPA,PRIVATE,66266,SAINT JOHN'S CATHOLIC,16,0,0,16,16
6976245,NAPA,PRIVATE,66266,ST. JOHN'S LUTHERAN S,15,0,1,14,13
6923023,NAPA,PRIVATE,66266,SUNRISE MONTESSORI OF,13,0,1,12,10
6956833,NAPA,PRIVATE,66290,ST. HELENA MONTESSORI,14,0,2,12,1
114306,NEVADA,PUBLIC,10298,FOREST CHARTER,17,0,6,11,10
114330,NEVADA,PUBLIC,10298,NEVADA CITY SCHOOL OF,30,0,15,15,15
114975,NEVADA,PUBLIC,10298,SIERRA MONTESSORI ACA,14,0,4,10,10
114322,NEVADA,PUBLIC,10298,YUBA RIVER CHARTER,49,0,41,8,8
6027080,NEVADA,PUBLIC,66316,CHICAGO PARK,14,0,2,12,12
6027098,NEVADA,PUBLIC,66324,CLEAR CREEK,15,0,2,11,11
6111140,NEVADA,PUBLIC,66332,GRASS VALLEY CHARTER,28,0,5,23,21
6027114,NEVADA,PUBLIC,66332,HENNESSY,86,0,8,76,72
6106157,NEVADA,PUBLIC,66332,MARGARET G. SCOTTEN E,84,0,6,72,71
6109391,NEVADA,PUBLIC,66340,GOLD RUN ELEM.,80,0,6,74,73
6105811,NEVADA,PUBLIC,66373,ALTA SIERRA,53,0,3,50,48
6101018,NEVADA,PUBLIC,66373,COTTAGE HILL ELEM.,76,0,6,68,69
6110746,NEVADA,PUBLIC,66381,WILLIAMS RANCH ELEM.,65,0,4,57,50
6027189,NEVADA,PUBLIC,66399,READY SPRINGS UNION E,22,0,0,22,20
6027197,NEVADA,PUBLIC,66407,UNION HILL ELEM.,74,1,8,64,64
6089403,NEVADA,PUBLIC,66415,GRIZZLY HILL ELEM.,12,0,9,3,3
6988315,NEVADA,PRIVATE,66332,MT. ST. MARY'S ELEM.,12,0,3,9,9
7090129,NEVADA,PRIVATE,66373,CROSSROADS CHRISTIAN,10,0,0,9,5
6936868,NEVADA,PRIVATE,66373,FOREST LAKE CHRISTIAN,17,0,4,13,13
3030632,ORANGE,PUBLIC,10306,Community Home Educat,97,1,4,92,31
6069553,ORANGE,PUBLIC,10306,ORANGE COUNTY SPECIAL,11,0,0,11,11
6027288,ORANGE,PUBLIC,66423,BARTON ELEM.,53,0,0,53,51
6027429,ORANGE,PUBLIC,66423,EDISON ELEM.,156,0,0,156,150
6027262,ORANGE,PUBLIC,66423,FRANKLIN ELEM.,103,0,0,102,103
6027361,ORANGE,PUBLIC,66423,GAUER ELEM.,76,0,0,76,75
6027320,ORANGE,PUBLIC,66423,GUINN ELEM.,112,0,0,110,105
6027387,ORANGE,PUBLIC,66423,HENRY ELEM.,89,0,0,89,83
6027254,ORANGE,PUBLIC,66423,JUAREZ ELEM.,87,0,0,87,85
6027221,ORANGE,PUBLIC,66423,LINCOLN ELEM.,93,0,0,93,88
6027353,ORANGE,PUBLIC,66423,LOARA ELEM.,52,0,0,52,51
6027338,ORANGE,PUBLIC,66423,MADISON ELEM.,108,0,0,106,96
6027312,ORANGE,PUBLIC,66423,MANN ELEM.,163,0,0,163,159
6027346,ORANGE,PUBLIC,66423,MARSHALL ELEM.,97,0,0,97,96
6113393,ORANGE,PUBLIC,66423,OLIVE ELEMENTARY,189,0,0,189,187
113712,ORANGE,PUBLIC,66423,ORANGE GROVE ELEM,73,0,0,73,72
6027379,ORANGE,PUBLIC,66423,PALM LANE ELEM.,89,0,0,89,85
121053,ORANGE,PUBLIC,66423,PONDEROSA ELEMENTARY,129,0,0,127,129
6027239,ORANGE,PUBLIC,66423,PRICE ELEM.,210,0,0,210,205
6027395,ORANGE,PUBLIC,66423,REVERE ELEM.,120,0,0,120,118
6027411,ORANGE,PUBLIC,66423,ROOSEVELT ELEM.,72,0,0,72,72
6027270,ORANGE,PUBLIC,66423,ROSS ELEM.,207,0,0,207,201
6027247,ORANGE,PUBLIC,66423,STODDARD ELEM.,87,0,0,87,86
6027403,ORANGE,PUBLIC,66423,SUNKIST ELEM.,115,0,0,115,113
6027445,ORANGE,PUBLIC,66449,AROVISTA ELEM.,85,0,3,82,80
6101901,ORANGE,PUBLIC,66449,BREA COUNTRY HILLS,66,0,1,65,64
6068571,ORANGE,PUBLIC,66449,FANNING (WILLIAM E.),56,0,3,53,53
6027452,ORANGE,PUBLIC,66449,LAUREL ELEM.,62,0,0,62,60
6027460,ORANGE,PUBLIC,66449,MARIPOSA ELEM.,69,0,7,62,62
6027478,ORANGE,PUBLIC,66449,OLINDA ELEM.,62,0,1,61,61
6027536,ORANGE,PUBLIC,66456,BEATTY (GORDON H.) EL,162,0,4,158,141
6027486,ORANGE,PUBLIC,66456,COREY (ARTHUR F.) ELE,85,0,0,85,82
6027510,ORANGE,PUBLIC,66456,EMERY (CHARLES G.) EL,95,0,1,94,91
6027494,ORANGE,PUBLIC,66456,GILBERT (CARL E.) ELE,102,0,1,101,99
6027577,ORANGE,PUBLIC,66456,PENDLETON (MABLE L.),73,0,0,73,71
6027569,ORANGE,PUBLIC,66456,WHITAKER (JAMES A.) E,78,0,0,78,76
6097398,ORANGE,PUBLIC,66464,AMBUEHL (HAROLD) ELEM,65,0,4,61,56
6110852,ORANGE,PUBLIC,66464,ARROYO VISTA ELEM.,90,0,2,88,87
6096093,ORANGE,PUBLIC,66464,BARCELONA HILLS ELEM.,60,1,0,53,53
6111793,ORANGE,PUBLIC,66464,BATHGATE ELEM.,94,0,0,94,90
6106819,ORANGE,PUBLIC,66464,BENEDICT (TRUMAN) ELE,105,0,20,85,82
6106801,ORANGE,PUBLIC,66464,BERGESON (MARIAN) ELE,85,6,14,65,63
100735,ORANGE,PUBLIC,66464,CANYON VISTA ELEM,101,2,5,94,93
106765,ORANGE,PUBLIC,66464,CAPISTRANO CONNECTION,68,0,9,58,48
6089452,ORANGE,PUBLIC,66464,CASTILLE ELEM.,74,0,1,71,63
6118947,ORANGE,PUBLIC,66464,CHAPARRAL ELEM.,163,2,11,150,144
6027585,ORANGE,PUBLIC,66464,CONCORDIA ELEM.,96,0,10,82,86
6027593,ORANGE,PUBLIC,66464,CROWN VALLEY ELEM.,46,0,5,39,32
6027635,ORANGE,PUBLIC,66464,DANA (RICHARD H.) ELE,70,0,5,65,63
6094619,ORANGE,PUBLIC,66464,DEL OBISPO ELEM.,61,0,10,51,46
6117634,ORANGE,PUBLIC,66464,DON JUAN AVILA,122,0,1,121,117
6098495,ORANGE,PUBLIC,66464,HANKEY (CARL H.) ELEM,62,0,0,60,51
6111801,ORANGE,PUBLIC,66464,HIDDEN HILLS ELEM.,99,0,4,90,81
6117758,ORANGE,PUBLIC,66464,JOURNEY,63,0,18,40,28
6117733,ORANGE,PUBLIC,66464,KINOSHITA ELEM.,129,0,0,129,129
100909,ORANGE,PUBLIC,66464,LADERA RANCH ELEM,150,0,17,133,133
6120281,ORANGE,PUBLIC,66464,LAGUNA NIGUEL ELEM,99,0,3,96,88
6114516,ORANGE,PUBLIC,66464,LAS FLORES ELEM.,91,0,8,83,78
6027601,ORANGE,PUBLIC,66464,LAS PALMAS ELEM.,141,5,9,126,126
6111819,ORANGE,PUBLIC,66464,LOBO (CLARENCE) ELEM.,88,4,9,75,65
6111827,ORANGE,PUBLIC,66464,MALCOLM ELEM.,102,0,2,99,83
6118954,ORANGE,PUBLIC,66464,MARBLEHEAD,90,2,6,78,68
6095087,ORANGE,PUBLIC,66464,MOULTON ELEM.,99,2,4,93,88
6113344,ORANGE,PUBLIC,66464,OAK GROVE,149,3,8,138,132
108704,ORANGE,PUBLIC,66464,OSO GRANDE ELEMENTARY,192,0,10,177,173
6027627,ORANGE,PUBLIC,66464,PALISADES ELEM.,82,0,18,64,64
6109474,ORANGE,PUBLIC,66464,REILLY (PHILIP) ELEM.,62,2,0,58,52
6027643,ORANGE,PUBLIC,66464,SAN JUAN ELEM.,164,2,2,159,144
6117741,ORANGE,PUBLIC,66464,TIJERAS CREEK ELEM.,71,0,8,63,62
6068589,ORANGE,PUBLIC,66464,VIEJO ELEM.,93,0,6,85,85
100883,ORANGE,PUBLIC,66464,VISTA DEL MAR ELEM,181,1,4,175,138
6114524,ORANGE,PUBLIC,66464,WAGON WHEEL,95,2,7,86,84
6108740,ORANGE,PUBLIC,66464,WHITE (GEORGE) ELEM.,97,3,7,87,87
6111835,ORANGE,PUBLIC,66464,WOOD CANYON ELEM.,84,1,3,80,74
6027668,ORANGE,PUBLIC,66472,BUENA TERRA ELEM.,60,0,0,60,56
6027676,ORANGE,PUBLIC,66472,CENTRALIA ELEM.,82,0,0,82,82
6027684,ORANGE,PUBLIC,66472,DANBROOK ELEM.,135,0,1,134,129
6027700,ORANGE,PUBLIC,66472,"DYSINGER (GLEN H., SR",55,0,1,54,53
6066823,ORANGE,PUBLIC,66472,LOS COYOTES ELEM.,55,0,0,54,53
6027692,ORANGE,PUBLIC,66472,MILLER (GEORGE B.) EL,78,0,0,75,75
6027742,ORANGE,PUBLIC,66472,SAN MARINO ELEM.,92,1,0,91,91
6027734,ORANGE,PUBLIC,66472,TEMPLE (RAYMOND) ELEM,66,0,0,66,66
6027767,ORANGE,PUBLIC,66480,ARNOLD (A. E.) ELEM.,92,0,0,92,89
6027791,ORANGE,PUBLIC,66480,KING (CLARA J.) ELEM.,74,0,0,74,70
6027858,ORANGE,PUBLIC,66480,LANDELL ELEM.,89,0,0,89,89
6027874,ORANGE,PUBLIC,66480,LUTHER (STEVE) ELEM.,84,0,0,84,80
6027841,ORANGE,PUBLIC,66480,MORRIS (JULIET) ELEM.,83,0,0,83,80
6027833,ORANGE,PUBLIC,66480,VESSELS (FRANK) ELEM.,88,0,0,87,84
6094635,ORANGE,PUBLIC,66498,COURREGES (ROCH) ELEM,82,0,0,81,81
6066922,ORANGE,PUBLIC,66498,COX (JAMES H.) ELEM.,95,0,1,94,94
6027973,ORANGE,PUBLIC,66498,GISLER (ROBERT) ELEM.,106,0,5,101,101
6068597,ORANGE,PUBLIC,66498,MOIOLA (FRED) ELEM.,28,0,0,28,28
6027999,ORANGE,PUBLIC,66498,NEWLAND (WILLIAM T.),52,1,1,50,50
6068605,ORANGE,PUBLIC,66498,OKA (ISOJIRO) ELEM.,68,0,3,65,65
6085278,ORANGE,PUBLIC,66498,PLAVAN (URBAIN H.) EL,78,0,0,78,78
6027924,ORANGE,PUBLIC,66498,TAMURA (HISAMATSU) EL,87,0,2,85,83
6028005,ORANGE,PUBLIC,66506,ACACIA ELEMENTARY,98,0,3,95,95
6028013,ORANGE,PUBLIC,66506,BEECHWOOD ELEM.,95,0,8,87,87
6028021,ORANGE,PUBLIC,66506,COMMONWEALTH ELEM.,58,0,3,55,55
6028039,ORANGE,PUBLIC,66506,FERN DRIVE ELEM.,72,0,0,72,72
6028054,ORANGE,PUBLIC,66506,GOLDEN HILL ELEM.,98,1,8,89,89
6028062,ORANGE,PUBLIC,66506,HERMOSA DRIVE ELEM.,70,0,0,70,63
6028088,ORANGE,PUBLIC,66506,LAGUNA ROAD ELEM.,76,0,0,76,76
6113617,ORANGE,PUBLIC,66506,MAPLE ELEM.,58,0,0,58,58
6028112,ORANGE,PUBLIC,66506,ORANGETHORPE ELEM.,119,0,2,117,117
6028120,ORANGE,PUBLIC,66506,PACIFIC DRIVE ELEM.,90,0,0,90,90
6028138,ORANGE,PUBLIC,66506,RAYMOND ELEM.,62,0,0,62,61
6028146,ORANGE,PUBLIC,66506,RICHMAN ELEM.,112,0,0,112,112
102582,ORANGE,PUBLIC,66506,ROBERT C. FISLER SCHO,109,0,2,107,107
6028153,ORANGE,PUBLIC,66506,ROLLING HILLS ELEM.,116,0,10,106,102
6028161,ORANGE,PUBLIC,66506,SUNSET LANE ELEM.,87,0,0,87,87
6028179,ORANGE,PUBLIC,66506,VALENCIA PARK ELEM.,100,0,2,98,98
6028195,ORANGE,PUBLIC,66506,WOODCREST ELEM.,69,0,1,68,64
6028369,ORANGE,PUBLIC,66522,ALLEN (ETHAN B.) ELEM,51,0,1,50,50
6028799,ORANGE,PUBLIC,66522,ANTHONY (SUSAN B.) EL,85,0,0,85,72
6028609,ORANGE,PUBLIC,66522,BARKER ELEM.,52,1,0,51,51
6028252,ORANGE,PUBLIC,66522,BROOKHURST ELEM.,92,0,0,92,91
6028260,ORANGE,PUBLIC,66522,BRYANT ELEM.,92,0,0,92,92
6028542,ORANGE,PUBLIC,66522,CARRILLO (LEO) ELEM.,100,0,0,100,100
6028617,ORANGE,PUBLIC,66522,CARVER (MABEL),27,0,0,27,27
6028294,ORANGE,PUBLIC,66522,CLINTON / MENDENHALL,99,0,0,99,99
6028211,ORANGE,PUBLIC,66522,COOK (A. J.) ELEM.,31,0,0,31,24
6028419,ORANGE,PUBLIC,66522,CROSBY (GENEVIEVE M.),66,0,0,66,66
6028310,ORANGE,PUBLIC,66522,EISENHOWER (DWIGHT D.,90,0,0,90,89
6028500,ORANGE,PUBLIC,66522,ENDERS-FREMONT ELEM.,69,0,1,68,67
6028377,ORANGE,PUBLIC,66522,EVANS (ETHEL M.) ELEM,75,0,0,75,75
6028385,ORANGE,PUBLIC,66522,EXCELSIOR ELEM.,66,0,0,66,65
6028393,ORANGE,PUBLIC,66522,FAYLANE ELEM.,77,0,0,77,77
6028401,ORANGE,PUBLIC,66522,GARDEN PARK ELEM.,27,1,0,26,24
6028435,ORANGE,PUBLIC,66522,GILBERT ELEM.,68,0,0,68,68
6028716,ORANGE,PUBLIC,66522,HAZARD (R. F.) ELEM.,99,0,0,99,99
6028443,ORANGE,PUBLIC,66522,HERITAGE ELEM.,98,0,0,98,98
6028641,ORANGE,PUBLIC,66522,HILL (MERTON E.) ELEM,48,1,0,47,47
6028344,ORANGE,PUBLIC,66522,LAWRENCE (ERNEST O.),79,0,1,78,78
6028518,ORANGE,PUBLIC,66522,MARSHALL (JOHN) ELEM.,69,0,0,69,69
6028658,ORANGE,PUBLIC,66522,MITCHELL ELEM.,67,0,1,66,63
6028484,ORANGE,PUBLIC,66522,MONROE (JAMES) ELEM.,39,0,0,39,39
6028666,ORANGE,PUBLIC,66522,MORNINGSIDE ELEM.,58,0,0,58,57
6028526,ORANGE,PUBLIC,66522,MURDY (JOHN) ELEM.,72,1,0,71,71
6028674,ORANGE,PUBLIC,66522,NEWHOPE ELEM.,84,0,0,84,84
6085294,ORANGE,PUBLIC,66522,NORTHCUTT (MAMIE L.),64,0,1,63,63
6028807,ORANGE,PUBLIC,66522,PAINE (THOMAS) ELEM.,65,0,0,64,60
6028690,ORANGE,PUBLIC,66522,PARKVIEW ELEM.,69,0,1,68,68
6028427,ORANGE,PUBLIC,66522,PATTON ELEM.,94,0,0,94,94
6028682,ORANGE,PUBLIC,66522,PETERS (OCIA A.) ELEM,153,0,0,153,150
6028708,ORANGE,PUBLIC,66522,POST ELEM.,88,0,1,87,87
6028724,ORANGE,PUBLIC,66522,RIVERDALE ELEM.,81,0,0,81,79
6028732,ORANGE,PUBLIC,66522,ROSITA ELEM.,82,0,0,82,82
6028336,ORANGE,PUBLIC,66522,RUSSELL (EDWARD) ELEM,104,0,0,104,104
6028575,ORANGE,PUBLIC,66522,SIMMONS (LINTON T.) E,59,0,0,59,52
6028757,ORANGE,PUBLIC,66522,SKYLARK ELEM.,73,1,0,72,72
6028765,ORANGE,PUBLIC,66522,STANFORD ELEM.,80,0,0,80,74
6028229,ORANGE,PUBLIC,66522,STANLEY (AGNES WARE),50,0,0,50,47
6028781,ORANGE,PUBLIC,66522,SUNNYSIDE ELEM.,102,0,0,102,100
6028278,ORANGE,PUBLIC,66522,VIOLETTE (C. C.) ELEM,92,0,0,92,91
6028815,ORANGE,PUBLIC,66522,WAKEHAM ELEM.,58,0,0,58,56
6028328,ORANGE,PUBLIC,66522,WARREN (EARL) ELEM.,87,0,0,87,86
6028823,ORANGE,PUBLIC,66522,WOODBURY ELEM.,92,0,0,92,88
6028583,ORANGE,PUBLIC,66522,ZEYEN (LOUIS G.) ELEM,62,0,0,62,62
6028864,ORANGE,PUBLIC,66530,EADER (JOHN H.) ELEM.,138,0,12,126,126
6094643,ORANGE,PUBLIC,66530,HAWES (RALPH E.) ELEM,125,0,10,115,109
6116065,ORANGE,PUBLIC,66530,HUNTINGTON SEACLIFF E,111,0,3,108,108
6095111,ORANGE,PUBLIC,66530,MOFFETT (S. A.) ELEM.,75,1,3,71,71
6028880,ORANGE,PUBLIC,66530,PERRY (JOSEPH R.) ELE,79,0,10,68,61
6028872,ORANGE,PUBLIC,66530,PETERSON (JOHN R.) EL,105,0,3,102,100
6028831,ORANGE,PUBLIC,66530,SMITH (AGNES L.) ELEM,119,0,2,117,103
6028906,ORANGE,PUBLIC,66555,EL MORRO ELEM.,94,1,4,88,80
6028922,ORANGE,PUBLIC,66555,TOP OF THE WORLD ELEM,102,1,11,90,90
6028930,ORANGE,PUBLIC,66563,ARBOLITA ELEM.,122,0,1,121,121
6028948,ORANGE,PUBLIC,66563,EL CERRITO ELEM.,143,0,0,142,142
6028963,ORANGE,PUBLIC,66563,LADERA PALMA ELEM.,162,0,1,161,160
6028971,ORANGE,PUBLIC,66563,LAS LOMAS ELEM.,185,0,2,183,182
6029128,ORANGE,PUBLIC,66589,BADEN-POWELL ELEM.,92,0,0,92,86
6029193,ORANGE,PUBLIC,66589,DISNEY (WALT) ELEM.,88,0,0,88,87
6029151,ORANGE,PUBLIC,66589,LOW (JULIETTE) ELEMEN,112,0,1,111,100
6029177,ORANGE,PUBLIC,66589,MARSHALL (PETER) ELEM,89,0,0,89,86
6029169,ORANGE,PUBLIC,66589,MAXWELL (MATTIE LOU),113,0,0,113,113
6029185,ORANGE,PUBLIC,66589,PYLES (ROBERT M.) ELE,116,0,0,107,106
6029144,ORANGE,PUBLIC,66589,SALK (JONAS E.) ELEM.,128,0,0,128,125
6029110,ORANGE,PUBLIC,66589,SCHWEITZER (ALBERT) E,115,0,0,115,115
6029136,ORANGE,PUBLIC,66589,WALTER (ESTHER L.) EL,80,0,0,78,78
6029227,ORANGE,PUBLIC,66597,ADAMS ELEM.,59,0,0,59,59
6089460,ORANGE,PUBLIC,66597,ANDERSEN ELEM.,55,0,1,54,48
